OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Pop_wHealth_Insurance,Pop_wHealth_Insurance_MOE,Pct_Pop_wHealth_Insurance,Pct_Pop_wHealth_Insurance_MOE,Pop_wPriv_Health_Insurance,Pop_wPriv_Health_Insurance_MOE,Pct_Pop_wPriv_Health_Ins,Pct_Pop_wPriv_Health_Ins_MOE,Pop_wPublic_Health_Ins,Pop_wPublic_Health_Ins_MOE,Pct_Pop_wPublic_Health_Ins,Pct_Pop_wPublic_Health_Ins_MOE,Pop_wNo_Health_Insurance,Pop_wNo_Health_Insurance_MOE,Pct_Pop_wNo_Health_Ins,Pct_Pop_wNo_Health_Ins_MOE,Pop_u18_wNo_Health_Ins,Pop_u18_wNo_Health_Ins_MOE,Pct_Pop_u18_wNo_Health_Ins,Pct_Pop_u18_wNo_Health_Ins_MOE,Pop18_64_Employed,Pop18_64_Employed_MOE,Pop18_64_Empl_No_Health_Ins,Pop18_64_Empl_No_Health_Ins_MOE,Pct18_64_Emp_No_Health_Ins,Pct18_64_Emp_No_Health_Ins_MOE,Pop18_64_Unemployed,Pop18_64_Unemployed_MOE,Pop18_64_Unemp_No_HealthIns,Pop18_64_Unemp_No_HealthIns_MOE,Pct18_64_Unemp_No_HealthIns,Pct18_64_Unemp_No_HealthIns_MOE,Pop18_64_Not_in_Labor_Force,Pop18_64_Not_in_Labor_Force_MOE,Pop18_64_NotLabor_NoHlthIns,Pop18_64_NotLabor_NoHlthIns_MOE,Pct18_64_NotLabor_NoHlthIns,Pct18_64_NotLabor_NoHlthIns_MOE,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,GlobalID,last_edited_date
861,13089021301,13089,"Census Tract 213.01, DeKalb County",3860,526,2587,411,67,5.5,1991,363,51.6,6.3,753,239,19.5,5.6,1273,332,33,7.3,97,81,11,8.6,2173,368,844,280,38.8,11.1,142,82,111,76,78.2,29,547,170,201,80,37,9.1,ARC 10,897.1550293,0,897.1550293,1.40180004,0,1.40180004,021301,DeKalb,{D4A9CFFF-46C9-4576-9131-0033F28728D2},
213,13067030327,13067,"Census Tract 303.27, Cobb County",4547,225,4336,248,95.4,2.8,4031,250,88.7,3.3,736,133,16.2,2.8,211,84,4.6,1.8,9,19,0.7,1.6,2145,170,101,52,4.7,2.4,76,38,17,19,22.4,22,555,115,52,37,9,6.4,ARC 10,1194.55004883,5.39801979,1199.94995117,1.86647999,0.00843441,1.87492001,030327,Cobb,{CCCA9BCD-F47F-467B-A23D-00C3DFEAFADA},
589,13121010400,13121,"Census Tract 104, Fulton County",8557,679,6877,693,80.8,5,4685,556,55.1,4.8,3127,517,36.8,5.3,1631,408,19.2,4.5,144,136,6.2,5.7,3239,369,840,247,25.9,7,566,235,325,238,57.4,35,1238,265,293,124,24,8.6,ARC 10,45015.30078125,738.26898193,45753.6015625,70.33640289,1.15355003,71.48999786,010400,Fulton,{E2E187F7-EFDA-40DF-A832-010E7D9FD569},
847,13089021704,13089,"Census Tract 217.04, DeKalb County",5484,415,5116,449,93.3,4.2,4552,423,83,4.5,1178,242,21.5,4.1,368,172,6.7,3.1,17,34,1.4,2.9,2706,285,244,135,9,4.9,44,44,0,18,0,41,633,197,87,89,14,13.4,ARC 10,1766.13000488,3.04803991,1769.18005371,2.7595799,0.00476256,2.76433992,021704,DeKalb,{9F30C254-DC4A-4829-B15A-015536103A75},
601,13121004800,13121,"Census Tract 48, Fulton County",1141,164,947,165,83,8.1,668,139,58.5,8.8,393,114,34.4,8.7,194,94,17,7.9,8,18,4,8.6,489,101,100,54,20.4,10.2,38,30,20,26,52.6,54,281,108,66,56,24,17.8,ARC 10,97.14530182,0,97.14530182,0.15178999,0,0.15178999,004800,Fulton,{05905418-E0C2-451D-B470-0164D364B632},
374,13135050209,13135,"Census Tract 502.09, Gwinnett County",9679,792,7088,669,73.2,3.5,5892,688,60.9,5.1,1754,391,18.1,3.8,2591,974,26.8,9.8,218,166,10.8,7.9,4867,672,1578,645,32.4,12.5,657,303,221,157,33.6,18,1383,375,555,365,40,24,ARC 10,1716.04003906,63.89500046,1779.93994141,2.68130994,0.0998359,2.78116012,050209,Gwinnett,{B475F806-518A-4876-8023-017896E79DF5},
381,13135050605,13135,"Census Tract 506.05, Gwinnett County",15160,1146,13877,1033,91.5,9.7,11345,996,74.8,3.3,3833,942,25.3,5.9,1283,739,8.5,4.8,43,69,0.9,1.5,7167,640,647,399,9,5.5,374,329,269,308,71.9,53,1576,487,290,191,18,10.7,ARC 10,5102.79003906,40.20009995,5142.99023438,7.9731102,0.0628127,8.03592014,050605,Gwinnett,{DD262CCA-AC17-4C3C-ACAB-01D9C549DB1B},
846,13089021805,13089,"Census Tract 218.05, DeKalb County",6949,693,5543,592,79.9,3.1,4048,477,58.3,3.7,2283,439,32.9,5.4,1395,357,20.1,4.7,222,149,11.7,7.5,3092,381,682,257,22.1,7.9,345,180,248,148,71.9,21,701,200,243,104,35,11.1,ARC 10,1564.29003906,1.62224996,1565.91003418,2.44420004,0.00253477,2.4467299,021805,DeKalb,{30AD10EF-6E96-407F-85DC-01FCA89A6397},
414,13135050429,13135,"Census Tract 504.29, Gwinnett County",7329,523,6585,580,89.8,4.6,5999,656,81.9,6.8,1535,303,20.9,3.8,744,318,10.2,4.3,114,118,6,6.1,3340,379,264,172,7.9,5.1,201,134,133,132,66.2,49,829,196,212,140,26,15.8,ARC 10,2178.98999023,40.11809921,2219.10009766,3.40467,0.0626845,3.46733999,050429,Gwinnett,{DABFBB02-DE7C-46EC-B528-020E6A9847E5},
481,13121006000,13121,"Census Tract 60, Fulton County",3401,436,2685,366,78.9,3.7,1216,226,35.8,4.8,1741,329,51.2,7.1,716,179,21.1,4.5,27,44,2.8,4.6,1266,244,353,156,27.9,11.1,215,94,162,88,75.3,24,531,154,165,64,31,8,ARC 10,385.6499939,0,385.6499939,0.60257798,0,0.60257798,006000,Fulton,{A6D564A4-C95F-4B3E-92EF-03301C55D7C8},
404,13135050310,13135,"Census Tract 503.10, Gwinnett County",5890,561,5221,576,89.3,4.9,4391,503,75.1,4.7,1496,389,25.6,6.2,628,284,10.7,4.7,16,32,1.5,3,2978,370,326,195,10.9,6.4,218,189,116,164,53.2,59,613,190,170,123,28,18.1,ARC 10,1800.93005371,27.14529991,1828.06994629,2.81395006,0.0424145,2.85635996,050310,Gwinnett,{457E7AAF-35ED-4481-91C8-035FFC2B32EF},
897,13297110400,13297,"Census Tract 1104, Walton County",6446,560,5114,577,81.4,5.9,3100,484,49.3,6.4,2409,456,38.3,6.5,1169,313,18.6,4.7,74,89,3.7,4.4,2525,351,670,216,26.5,7.7,313,156,244,127,78,12,865,256,181,115,21,11.8,ARC 20,8329.95996094,219.89399719,8549.84960938,13.0156002,0.343584,13.35910034,110400,Walton,{53F5F6AE-A620-446D-8B69-03602E0FAD27},
857,13089021211,13089,"Census Tract 212.11, DeKalb County",4786,270,4630,302,96.7,3.2,4080,289,85.2,3.7,1407,183,29.4,3.5,156,120,3.3,2.5,9,19,0.9,1.9,2000,219,49,42,2.5,2.1,49,30,0,13,0,26,424,140,98,106,23,23.8,ARC 10,1213.88000488,29.67980003,1243.56005859,1.89669001,0.0463747,1.94306004,021211,DeKalb,{17D7ADBF-9ACB-442C-802F-037B5EE65601},
916,13013180106,13013,"Census Tract 1801.06, Barrow County",2773,323,2213,246,79.8,12.8,1553,222,56,4.6,871,188,31.4,5.7,560,164,20.2,5.4,40,35,5.8,4.8,1389,207,331,139,23.8,9.4,86,45,49,34,57,26,329,95,140,66,43,15.9,ARC 20,3054.9699707,20.22850037,3075.19995117,4.77338982,0.031607,4.80499983,180106,Barrow,{19EF1AF0-DF18-43B9-9D04-03E620AF7A2D},
12,13045910703,13045,"Census Tract 9107.03, Carroll County",8743,899,7395,784,85.6,2.9,4904,725,56.8,6.2,3370,574,39,5.4,1244,467,14.4,5.2,183,270,8.3,12.1,3176,467,744,296,23.4,8.7,427,206,75,57,17.6,10,1854,372,227,180,12,9.4,ARC 20,8591.16992188,261.16799927,8852.33984375,13.42370033,0.408075,13.83180046,910703,Carroll,{BC2BE477-E5A9-407B-B2CF-03EC6C338A22},
289,13151070304,13151,"Census Tract 703.04, Henry County",11658,1014,9159,971,84.8,4.8,6787,830,62.8,5.2,3331,642,30.8,5.3,1641,407,15.2,3.5,417,235,14.1,7.6,4329,568,608,233,14,5.1,542,232,164,134,30.3,21,1797,389,409,199,23,9.9,ARC 10,7421.91015625,100.34200287,7522.25,11.59669971,0.156784,11.75349998,070304,Henry,{7036161A-81CD-486B-8AD8-03F499E63E12},
920,13013180503,13013,"Census Tract 1805.03, Barrow County",4960,482,4266,396,86,11.6,3447,358,69.5,2.6,1169,235,23.6,4.1,694,233,14,4.5,121,110,8.6,7.6,2285,298,293,152,12.8,6.4,147,73,111,63,75.5,21,700,144,140,70,20,9.1,ARC 20,5695.04980469,33.44670105,5728.5,8.89852047,0.0522605,8.95077991,180503,Barrow,{A7512C1F-96AD-46AF-9B11-042ACCDF0158},
114,13067031101,13067,"Census Tract 311.01, Cobb County",5255,608,3624,402,69.7,11.2,2159,268,41.5,1.7,1697,338,32.6,5.3,1577,392,30.3,6.6,57,41,4.3,3,2538,311,944,260,37.2,9.2,206,109,174,102,84.5,21,759,246,402,180,53,16.4,ARC 10,822.55297852,0,822.55297852,1.28524005,0,1.28524005,031101,Cobb,{7276603F-3AA7-461B-883C-04D9CE84D43F},
196,13067030318,13067,"Census Tract 303.18, Cobb County",8077,414,7700,439,95.5,2.3,7070,449,87.7,3.3,1689,210,20.9,2.4,363,257,4.5,3.2,100,122,4.8,5.9,3249,246,167,148,5.1,4.5,219,115,76,78,34.7,31,957,166,20,25,2,2.6,ARC 10,2840.35009766,83.64019775,2923.98999023,4.43804979,0.130688,4.56872988,030318,Cobb,{E028DB4C-6644-4C90-B7B2-053D365CF0CC},
277,13151070205,13151,"Census Tract 702.05, Henry County",10596,788,9246,670,87.5,9.1,7520,678,71.2,3.6,2967,562,28.1,4.9,1319,404,12.5,3.7,241,214,7.9,6.9,4366,374,523,225,12,5.1,397,168,146,80,36.8,13,1775,350,409,174,23,8.7,ARC 10,6404.58007813,53.86529922,6458.45019531,10.00720024,0.0841645,10.09130001,070205,Henry,{E94779C5-BAF7-4FCA-94CC-058A2AD1BABD},
215,13067030339,13067,"Census Tract 303.39, Cobb County",5819,591,5425,533,93.2,13.2,5053,536,86.8,2.7,407,167,7,2.8,394,148,6.8,2.4,14,29,2.4,5,4317,409,317,133,7.3,3,109,74,33,24,30.3,8,507,205,30,34,6,6.3,ARC 10,1028.91003418,97.1957016,1126.10998535,1.60766995,0.151868,1.75954998,030339,Cobb,{462F1F2B-818E-42DD-9DE4-05C50D88A9A5},
727,13089023428,13089,"Census Tract 234.28, DeKalb County",10126,851,8280,769,81.9,3.2,5537,697,54.8,5.1,3374,517,33.4,4.3,1832,365,18.1,3.3,408,206,13.3,6.4,4663,496,887,254,19,5.1,716,210,247,115,34.5,12,1114,300,290,169,26,13.5,ARC 10,1877.43994141,55.81639862,1933.25,2.93350005,0.0872131,3.02069998,023428,DeKalb,{D2ED4D59-DEBE-499D-A745-05E203AD41A3},
367,13135050322,13135,"Census Tract 503.22, Gwinnett County",4868,293,4682,316,96.2,3,4465,316,91.7,3.4,599,107,12.3,2.1,186,117,3.8,2.4,45,52,3.2,3.7,2259,205,81,56,3.6,2.5,100,46,9,18,9,18,625,112,51,52,8,8.2,ARC 10,1253.20996094,31.89489937,1285.10998535,1.95814002,0.0498358,2.00798011,050322,Gwinnett,{6A81C096-588A-4A44-AD3B-06D7B8DBE573},
39,13247060304,13247,"Census Tract 603.04, Rockdale County",5261,738,3978,545,75.6,14.8,2481,360,47.2,1.7,2034,477,38.7,7.3,1283,381,24.4,6.4,268,169,18.4,10.7,1975,304,582,257,29.5,12.2,269,124,170,109,63.2,28,838,278,263,150,31,14.6,ARC 10,5097.10009766,60.16889954,5157.27001953,7.96422005,0.0940139,8.0582304,060304,Rockdale,{33F46ED0-9A24-488A-B435-06DF781B5D99},
491,13121010210,13121,"Census Tract 102.10, Fulton County",6306,481,5779,507,91.6,4,5437,503,86.2,4.5,667,175,10.6,2.7,527,294,8.4,4.6,76,80,5.7,5.9,3546,372,451,283,12.7,7.9,79,74,0,18,0,23,661,290,0,18,0,2.7,ARC 10,1126.43994141,37.52519989,1163.9699707,1.76005995,0.0586331,1.81869996,010210,Fulton,{F106FBED-6009-4065-B149-06F00A72445D},
563,13121007805,13121,"Census Tract 78.05, Fulton County",3166,608,2336,379,77.4,20,1820,347,60.3,16.7,904,192,30,2.1,681,302,22.6,8.9,0,18,0,4.2,1211,307,265,168,21.9,12.7,200,125,147,107,73.5,27,685,282,269,186,39,21.8,ARC 10,3715.87988281,40.28979874,3756.16992188,5.80605984,0.0629528,5.86901999,007805,Fulton,{5E7B058F-9D39-4035-903A-07142C71EC91},
540,13121007705,13121,"Census Tract 77.05, Fulton County",4800,561,4245,482,88.4,14.4,2019,375,42.1,6.1,2642,372,55,4.3,555,177,11.6,3.4,20,35,1.5,2.6,1537,282,239,113,15.5,6.8,389,161,213,102,54.8,13,767,275,83,84,11,10.2,ARC 10,814.74401855,6.50431013,821.24798584,1.27304006,0.010163,1.28320003,007705,Fulton,{61E4D8F7-6113-46D8-8D63-074D64BBBD97},
305,13015960401,13015,"Census Tract 9604.01, Bartow County",10043,918,8626,835,86.6,2.8,5999,690,60.2,4.2,3161,658,31.7,5.9,1332,388,13.4,3.7,173,159,6.2,5.6,4753,508,695,258,14.6,5.2,321,184,192,149,59.8,31,1175,327,272,156,23,11.6,ARC 20,4386.97021484,0,4386.97021484,6.85464001,0,6.85464001,960401,Bartow,{25FA7059-7894-4E18-8FA0-074D8E2A8853},
205,13067030333,13067,"Census Tract 303.33, Cobb County",5865,376,5672,370,96.7,1.2,5045,384,86,3.5,1465,240,25,3.8,193,118,3.3,2,0,25,0,1.6,2532,266,124,93,4.9,3.6,166,133,11,17,6.6,9,527,148,58,54,11,9.8,ARC 10,1886.16003418,24.69199944,1910.84997559,2.94711995,0.0385812,2.98569989,030333,Cobb,{40C15303-80FF-4DB4-B30F-078B09173C6F},
925,13013180302,13013,"Census Tract 1803.02, Barrow County",5434,459,4885,469,89.9,4.1,4112,462,75.7,5.6,1458,315,26.8,5.3,549,240,10.1,4.3,118,79,8.1,5.2,2121,245,191,111,9,5.1,73,64,29,29,39.7,19,1033,289,211,181,20,16.6,ARC 20,7356.22021484,151.55400085,7507.77001953,11.49409962,0.236803,11.73089981,180302,Barrow,{C72CCE16-201E-4551-BB8C-07AC0CAFA669},
352,13135050434,13135,"Census Tract 504.34, Gwinnett County",8175,1051,3695,693,45.2,6.2,2196,460,26.9,4.4,1938,549,23.7,6,4480,761,54.8,6.1,546,330,24.4,13.7,4010,617,2801,589,69.9,10,341,207,328,208,96.2,18,1230,362,805,272,65,10.9,ARC 10,572.16900635,8.44655991,580.61499023,0.894014,0.0131977,0.90721101,050434,Gwinnett,{33B3FE5A-DB5A-498E-9BB2-07D852B2905D},
89,13067031108,13067,"Census Tract 311.08, Cobb County",4913,473,3938,523,80.2,7.3,3309,471,67.4,7.1,966,265,19.7,5,975,270,19.8,5.1,43,42,7,6.5,3192,384,652,231,20.4,6.8,198,114,103,70,52,19,497,176,177,114,36,19.2,ARC 10,826.90899658,3.04187012,829.95001221,1.29205,0.00475292,1.29680002,031108,Cobb,{0EC075CB-EBA6-454F-983E-07DB4ACEB4C3},
211,13067031112,13067,"Census Tract 311.12, Cobb County",5276,342,4837,424,91.9,5.5,4402,429,83.6,6.1,808,235,15.3,4.4,429,202,8.1,3.8,19,35,1.6,2.9,2988,256,303,156,10.1,5.1,98,76,18,29,18.4,26,431,185,89,96,21,20.4,ARC 10,1009.51000977,0,1009.51000977,1.57736003,0,1.57736003,031112,Cobb,{2313459A-7441-4FCA-9D09-081BD53A43B9},
556,13121005200,13121,"Census Tract 52, Fulton County",5534,531,5208,519,94.1,2.6,4735,498,85.6,3.7,612,241,11.1,4.2,326,177,5.9,3.1,38,62,4,6.4,3572,407,155,111,4.3,3.1,122,92,32,43,26.2,29,670,255,101,107,15,14.9,ARC 10,560.26397705,0,560.26397705,0.87541199,0,0.87541199,005200,Fulton,{CD9BB6A9-9B26-4710-9AE5-081D93F789D3},
458,13139000800,13139,"Census Tract 8, Hall County",3555,351,2468,261,69.7,2.4,1293,189,36.5,3.9,1385,184,39.1,3.4,1073,239,30.3,6,166,120,17.6,12,1275,222,517,162,40.5,10.6,89,64,65,57,73,37,854,185,319,116,37,10.9,ARC 20,1181.63000488,6.14600992,1187.7800293,1.84630001,0.00960314,1.85590994,000800,Hall,{EE02FA30-4885-44E4-A7A3-08511FB9F096},
107,13067030234,13067,"Census Tract 302.34, Cobb County",6447,360,6111,395,95.2,3,5615,373,87.5,3.1,899,186,14,2.8,308,146,4.8,2.3,48,40,2.9,2.4,3041,252,130,82,4.3,2.7,183,85,5,5,2.7,2,940,247,125,81,13,7.9,ARC 10,2918.57006836,7.86535978,2926.42993164,4.56026983,0.0122896,4.57254982,030234,Cobb,{E4670A7B-483F-4013-95A4-08CA000C35AC},
822,13089021308,13089,"Census Tract 213.08, DeKalb County",4148,500,2704,373,65.8,4.2,1530,234,37.2,3.4,1437,313,34.9,6.3,1408,362,34.2,7.8,80,79,9.4,8.8,2220,294,921,304,41.5,12.5,123,88,39,47,31.7,31,482,136,270,97,56,12.5,ARC 10,667.75201416,0,667.75201416,1.04335999,0,1.04335999,021308,DeKalb,{580C5A1D-7BAD-4D9F-B94F-08D0C8F87A32},
743,13089023213,13089,"Census Tract 232.13, DeKalb County",6253,505,4897,526,78.8,5.4,4044,497,65.1,5.9,1264,274,20.3,4.1,1318,378,21.2,5.8,349,175,24.2,10.6,2833,352,493,175,17.4,5.8,411,202,229,168,55.7,30,920,240,247,141,27,13.6,ARC 10,1244.15002441,4.10936022,1248.26000977,1.94397998,0.00642088,1.95041001,023213,DeKalb,{B4692CB3-138E-48F4-924A-09D028BF7EB9},
274,13151070404,13151,"Census Tract 704.04, Henry County",7869,791,6900,707,88.1,1.1,5582,628,71.3,3.4,2030,468,25.9,5.4,928,383,11.9,4.7,63,64,3.1,3,3662,488,553,297,15.1,7.9,236,110,57,48,24.2,17,1191,305,255,159,21,12.2,ARC 10,15809.29980469,264.25100708,16073.5,24.70199966,0.41289201,25.1147995,070404,Henry,{4041523B-8294-4084-BFAC-09DCE04E9704},
102,13117130507,13117,"Census Tract 1305.07, Forsyth County",2381,309,2246,272,94.7,16.9,1981,265,83.6,2.4,676,116,28.5,3.2,125,65,5.3,2.7,18,35,4.5,8.6,1132,203,90,45,8,3.7,23,22,0,13,0,56,270,77,17,26,6,9.5,ARC 20,1554.11999512,897.72198486,2451.84008789,2.42830992,1.40269005,3.83100009,130507,Forsyth,{77D24109-C730-40C7-ABCD-09E51A52958A},
90,13117130105,13117,"Census Tract 1301.05, Forsyth County",2648,236,2029,224,76.6,5,1160,184,43.8,5.7,1099,181,41.5,5.8,619,191,23.4,6.9,22,24,2.8,3,1018,156,381,154,37.4,14,94,64,90,64,95.7,20,494,81,126,69,26,13.3,ARC 20,2473.80004883,112.34899902,2586.14990234,3.86530995,0.17554501,4.04086018,130105,Forsyth,{BFFE76B3-A168-4040-88A3-0A73AEA843C3},
735,13089022700,13089,"Census Tract 227, DeKalb County",4732,341,4431,335,95.2,1.8,3964,293,85.2,0.9,727,210,15.6,4.4,221,107,4.8,2.3,26,33,1.6,2,2255,221,116,82,5.1,3.6,139,59,31,26,22.3,16,329,93,48,52,15,15.3,ARC 10,556.68200684,0,556.68200684,0.86981601,0,0.86981601,022700,DeKalb,{EBDE66CC-7E07-4DCA-8926-0AAD4922A50F},
370,13135050317,13135,"Census Tract 503.17, Gwinnett County",3819,452,2352,354,61.6,5.7,1869,319,48.9,6,546,188,14.3,4.6,1467,302,38.4,6.5,406,168,39,13.9,2179,224,752,209,34.5,8.9,132,85,118,83,89.4,25,449,142,191,103,42,18.6,ARC 10,317.94000244,3.84297991,321.7829895,0.49678099,0.00600466,0.50278598,050317,Gwinnett,{117E07CA-4DC6-4349-99EF-0ABA1157D75A},
113,13067030405,13067,"Census Tract 304.05, Cobb County",6020,475,4118,462,68.4,5.5,3348,437,55.6,5.8,1169,335,19.4,5.3,1902,443,31.6,6.9,307,179,23.1,12.7,3510,285,1185,324,33.8,8.8,187,119,144,99,77,20,533,186,266,164,50,25.4,ARC 10,989.63598633,0,989.63598633,1.54630995,0,1.54630995,030405,Cobb,{E058991E-EE60-4D6E-9E9B-0B6540DCA703},
465,13121011616,13121,"Census Tract 116.16, Fulton County",5345,440,4570,445,86.1,4.5,4174,438,78.6,5.1,807,250,15.2,4.5,740,362,13.9,6.7,0,25,0,2.2,2757,444,541,325,19.6,11.4,233,190,101,102,43.3,26,790,265,98,106,12,12.8,ARC 10,1414.14001465,3.5936501,1417.73999023,2.20958996,0.00561508,2.21521997,011616,Fulton,{1F52B998-23F3-4427-8EA6-0B7994F1D73B},
902,13057091006,13057,"Census Tract 910.06, Cherokee County",4951,256,4724,284,95.4,2.9,4497,286,90.8,3.4,581,136,11.7,2.7,227,127,4.6,2.6,67,72,4.9,5.2,2522,188,105,68,4.2,2.7,113,61,21,23,18.6,18,499,131,34,36,7,7,ARC 10,1187.81994629,1.35686004,1189.18005371,1.85597003,0.00212009,1.85809004,091006,Cherokee,{4143FAE7-118A-4537-B23E-0BCAA89EF1EE},
173,13067030413,13067,"Census Tract 304.13, Cobb County",6215,844,3459,536,55.9,4,2346,443,37.9,4.9,1302,388,21.1,5.6,2724,587,44.1,7.3,531,285,32.2,15.7,3310,516,1644,531,49.7,14.1,256,142,225,140,87.9,25,923,315,324,174,35,14.6,ARC 10,356.26098633,0,356.26098633,0.55665803,0,0.55665803,030413,Cobb,{E65D990F-3DD8-4274-950E-0C16A4E7D196},
345,13135050723,13135,"Census Tract 507.23, Gwinnett County",7988,587,7148,579,89.6,3,5898,610,73.9,5.4,1704,374,21.4,4.4,832,263,10.4,3.2,32,58,1.5,2.8,3369,316,277,139,8.2,4.1,448,181,255,141,56.9,22,1206,366,128,113,11,8.8,ARC 10,2285.14990234,36.80979919,2321.95996094,3.57054996,0.0575153,3.6280601,050723,Gwinnett,{6DA83673-C986-4FE5-AFA4-0C9037482FC4},
486,13121011405,13121,"Census Tract 114.05, Fulton County",7920,1108,5592,709,71.2,13.5,4440,595,56.5,11,1499,411,19.1,4.5,2263,817,28.8,9.6,455,354,24.3,18,4573,800,1394,647,30.5,13.1,159,110,0,18,0,11,616,293,378,245,61,27,ARC 10,1876.2800293,28.31010056,1904.58996582,2.93168998,0.0442345,2.97591996,011405,Fulton,{01A9F849-4F96-4D0B-9470-0CD094B654A7},
294,13015960402,13015,"Census Tract 9604.02, Bartow County",8758,705,7394,587,89.1,1,5798,570,69.9,4.1,2739,469,33,5,906,391,10.9,4.6,142,134,6.8,6.3,3472,450,457,238,13.2,6.6,317,168,169,138,53.3,33,857,283,138,107,16,11.3,ARC 20,12719.59960938,104.51200104,12824.09960938,19.87439919,0.16329999,20.03770065,960402,Bartow,{AA9855A8-4E12-4F22-BCDA-0D52E4A57750},
49,13247060308,13247,"Census Tract 603.08, Rockdale County",8097,724,6128,641,78.2,3.4,4520,603,57.7,5.4,2142,373,27.3,4,1707,444,21.8,5.3,327,225,12.6,8.4,2781,352,592,287,21.3,10,574,211,253,155,44.1,22,1147,417,535,240,47,12.3,ARC 10,1967.76000977,35.12210083,2002.88000488,3.07463002,0.0548783,3.12949991,060308,Rockdale,{C511B5DF-7120-4A47-8CDE-0E5D8393E272},
392,13135050422,13135,"Census Tract 504.22, Gwinnett County",8314,786,4735,690,57,6.3,2828,601,34,6.5,2355,558,28.3,6.2,3579,614,43,6.2,823,358,27.5,10.9,3515,392,1700,362,48.4,8.8,311,160,181,123,58.2,26,1237,224,843,190,68,9.1,ARC 10,619.67901611,0,619.67901611,0.96824801,0,0.96824801,050422,Gwinnett,{BC4832C4-4F3A-4BD9-8168-0E611CF58B2B},
543,13121011625,13121,"Census Tract 116.25, Fulton County",7796,664,7072,568,90.7,10.6,6700,553,85.9,10.2,861,219,11,2.6,724,327,9.3,4.1,286,232,11.4,9,3676,299,260,154,7.1,4.1,250,125,57,66,22.8,24,812,228,121,92,15,10.5,ARC 10,1487.32995605,20.5666008,1507.90002441,2.32395005,0.0321353,2.35609007,011625,Fulton,{D33ABA05-F65C-4BA1-8B77-0E9730B78B97},
209,13067030331,13067,"Census Tract 303.31, Cobb County",5929,276,5644,339,95.2,3.6,5266,317,88.8,3.4,1027,194,17.3,3.2,285,112,4.8,1.9,67,58,4.2,3.5,2775,240,180,79,6.5,2.8,115,56,17,18,14.8,14,587,116,21,21,4,3.5,ARC 10,1556.82995605,21.49419975,1578.31994629,2.43254995,0.0335847,2.46613002,030331,Cobb,{D8704110-2B3A-4668-8C61-0EB91524BE88},
628,13121000600,13121,"Census Tract 6, Fulton County",6234,754,5601,744,89.8,4.9,5302,735,85,5.8,354,162,5.7,2.5,633,251,10.2,3.8,0,25,0,13.4,3116,536,304,176,9.8,5.4,334,142,111,61,33.2,12,2556,512,218,129,8,4.7,ARC 10,357.8710022,2.86666989,360.73800659,0.55917299,0.00447917,0.56365299,000600,Fulton,{FA874E09-C12B-495F-86A3-0EE964DE6B3E},
520,13121011422,13121,"Census Tract 114.22, Fulton County",3859,310,3312,315,88.5,4.2,3088,302,82.5,4.4,455,127,12.2,3.2,432,207,11.5,5.4,114,131,12.9,14.4,2098,220,259,154,12.3,7.2,68,62,37,56,54.4,66,362,135,22,26,6,6.8,ARC 10,912.87701416,132.60299683,1045.47998047,1.42637002,0.207192,1.63355994,011422,Fulton,{233F315C-025D-4C90-9467-0F0627419215},
494,13121008500,13121,"Census Tract 85, Fulton County",2322,414,1989,361,85.7,2.9,1300,290,56,7.5,1155,264,49.7,7.1,333,136,14.3,5.3,0,18,0,8.1,892,215,181,89,20.3,8.7,317,158,69,63,21.8,17,280,107,83,55,30,16,ARC 10,937.35302734,0,937.35302734,1.46460998,0,1.46460998,008500,Fulton,{DF417B89-689C-49CB-9B73-0F0F8E14D311},
704,13097080511,13097,"Census Tract 805.11, Douglas County",9227,560,8443,556,91.8,2.2,7054,558,76.7,3.9,2191,436,23.8,4.5,752,242,8.2,2.6,82,87,3.3,3.5,4485,401,403,160,9,3.5,231,118,102,84,44.2,28,1189,289,165,103,14,8,ARC 10,10511,89.20680237,10600.20019531,16.42340088,0.139386,16.56279945,080511,Douglas,{CF519DE4-C836-46DA-8D57-0F3507520A16},
585,13121010304,13121,"Census Tract 103.04, Fulton County",14888,1761,12825,1468,86.1,14.2,11177,1395,75.1,3,2687,734,18,4.4,2063,711,13.9,4.5,726,483,16.2,10.4,6678,815,688,340,10.3,4.9,863,404,343,204,39.7,15,1798,672,259,162,14,7.2,ARC 10,9748.29003906,28.98270035,9777.26953125,15.23169994,0.0452855,15.27700043,010304,Fulton,{0619BF4A-8B23-4D1F-8AEB-0F4CA1917A31},
741,13089023312,13089,"Census Tract 233.12, DeKalb County",9369,742,8193,811,87.6,5.2,5934,657,63.4,4.9,3047,708,32.6,7.1,1162,373,12.4,3.9,132,101,5.2,3.8,4159,490,559,230,13.4,5.3,562,210,210,159,37.4,25,1188,431,261,152,22,10,ARC 10,2132.18994141,53.15340042,2185.34008789,3.33154988,0.0830522,3.41458988,023312,DeKalb,{FFF5BDB7-7ED2-4673-81EE-0F4E54002C1F},
