OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,TOT_STUDENTS_ENROLLED_SCHOOL_YR,SUBSET_STUDENTS_GRADES_PK_5,SUBSET_STUDENTS_GRADES_6_8,SUBSET_STUDENTS_GRADES_9_12,PCT_GRADES_PK_5,PCT_GRADES_6_8,PCT_GRADES_9_12,STUDENT_SERVED_BY_SPECIAL_ED,PCT_SERVED_BY_SPECIAL_ED,STUDENT_SERVED_BY_GIFTED,PCT_SERVED_BY_GIFTED,STUDENT_IS_ENGLISH_LEARNER,PCT_ENGLISH_LEARNER,CT_RETAINED_STUDTS,PCT_RETAINED_STUDTS,CT_HOMELESS_UNACCOMP_STUDTS,PCT_HOMELESS,CT_STUDTS_PARENT_ACTV_MILITARY,PCT_STUDTS_PARENT_ACTV_MILITARY,CT_MID_STUDENTS_WITHDRAW_HOME,PCT_MID_STUDENTS_WITHDRAW_HOME,CT_HS_STUDENTS_WITHDRAW_HOME,PCT_HS_STUDENTS_WITHDRAW_HOME,CT_MID_STUDENTS_WITHDRAW_DJJ,PCT_MID_STUDENTS_WITHDRAW_DJJ,CT_HS_STUDENTS_WITHDRAW_DJJ,PCT_HS_STUDENTS_WITHDRAW_DJJ,CT_STUDENTS_WITHDRAW_ANY,PCT_STUDENTS_WITHDRAW_ANY,STUDENTS_ABSENT_0_5_days,PCT_STUDENTS_ABSENT_0_5_days,STUDENTS_ABSENT_6_15_days,PCT_STUDENTS_ABSENT_6_15_days,STUDENTS_ABSENT_16_MORE_DAYS,PCT_STUDTS_ABSENT_16_MORE_DAYS,CT_STUDTS_REC_DISCIPLINE,PCT_STUDTS_ABS_REC_DISCIPLINE,CT_STUDTS_OSS_MORE_10_days,PCT_STUDTS_OSS_MORE_10_days,CT_STUDTS_ISS_MORE_10_days,PCT_STUDTS_ISS_MORE_10_days,CT_GRD3_MILES_EOG_ELA_PRO_DIS,PCT_GRD3_MILES_EOG_ELA_PRO_DIS,CT_GRD5_MILES_EOG_ELA_PRO_DIS,PCT_GRD5_MILES_EOG_ELA_PRO_DIS,CT_GRD8_MILES_EOG_ELA_PRO_DIS,PCT_GRD8_MILES_EOG_ELA_PRO_DIS,CT_GRD3_MILES_EOG_MATH_PRO_DIS,PCT_GRD3_MILES_EOG_MATH_PRO_DIS,CT_GRD5_MILES_EOG_MATH_PRO_DIS,PCT_GRD5_MILES_EOG_MATH_PRO_DIS,CT_GRD8_MILES_EOG_MATH_PRO_DIS,PCT_GRD8_MILES_EOG_Math_PRO_DIS,CT_MILES_EOC_ALGEBRA_PRO_or_DIS,PCT_MILES_EOC_ALGEBRA_PRO_DIS,DENOM_TOT_GRD3_MILES_EOG_ELA,DENOM_TOT_GRD5_MILES_EOG_ELA,DENOM_TOT_GRD8_MILES_EOG_ELA,DENOM_TOT_GRD3_MILES_EOG_MATH,DENOM_TOT_GRD5_MILES_EOG_MATH,DENOM_TOT_GRD8_MILES_EOG_MATH,DENOM_TOT_MILES_EOC_ALG_TAKERS,GlobalID,last_edited_date
62,13067031001,13067,"Census Tract 310.01, Cobb County",5394,618,ARC 10,3835.2199707,18.64609909,3853.87011719,5.99252987,0.0291345,6.02166986,031001,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{C879B532-D7BA-41D1-8337-77DB2C598364},
63,13067030310,13067,"Census Tract 303.10, Cobb County",8204,669,ARC 10,2150.06005859,18.46520042,2168.52001953,3.35946989,0.0288519,3.38830996,030310,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{F3B49A9A-BED2-4B1A-8952-6606C67C031E},
64,13067030215,13067,"Census Tract 302.15, Cobb County",9711,888,ARC 10,1782.93994141,6.19344997,1789.13000488,2.78584003,0.00967727,2.79552007,030215,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{67DF0839-49F9-4F19-85BE-9E53B4032BCF},
65,13067030601,13067,"Census Tract 306.01, Cobb County",9324,845,ARC 10,2275.60009766,42.58390045,2318.18994141,3.55562997,0.0665373,3.62216997,030601,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0DB28040-9E7D-4CF1-A877-A4BDB33087DA},
66,13067030227,13067,"Census Tract 302.27, Cobb County",7798,629,ARC 10,2137.48999023,13.70940018,2151.19995117,3.33982992,0.0214209,3.36124992,030227,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{7FEB5E17-A113-4F72-8694-DB50456626F3},
67,13067030602,13067,"Census Tract 306.02, Cobb County",6872,427,ARC 10,3940.87988281,10.90550041,3951.79003906,6.15761995,0.0170398,6.17467022,030602,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69D3BE57-A73B-4A5A-AE91-02C3A1536660},
68,13067030506,13067,"Census Tract 305.06, Cobb County",4017,330,ARC 10,1978.52001953,9.26496983,1987.79003906,3.09143996,0.0144765,3.10592008,030506,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{8BEB4A06-019A-4982-A910-E10A08DE8A34},
69,13067030507,13067,"Census Tract 305.07, Cobb County",5156,267,ARC 10,1509.43005371,21.38750076,1530.81005859,2.35847998,0.033418,2.39189005,030507,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1B056D09-17CB-4976-8AAC-92C14D9945AA},
70,13067030229,13067,"Census Tract 302.29, Cobb County",5979,527,ARC 10,3211.2199707,27.81439972,3239.0300293,5.01752996,0.04346,5.06097984,030229,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{336AB66F-C2AD-4838-814B-98336D8E6179},
71,13067031208,13067,"Census Tract 312.08, Cobb County",6283,437,ARC 10,893.96398926,5.90384007,899.86798096,1.39681995,0.00922475,1.40603995,031208,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{E1CA277A-D7DC-4449-90F4-0E2B767D7066},
72,13067031207,13067,"Census Tract 312.07, Cobb County",3960,510,ARC 10,688.309021,12.23340034,700.54302979,1.07547998,0.0191147,1.09459996,031207,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{5759A0C3-AB7A-48FE-9FB5-21F29B5FAFAC},
73,13067030226,13067,"Census Tract 302.26, Cobb County",10002,716,ARC 10,1721.04003906,10.27219963,1731.31994629,2.68913007,0.0160503,2.70518994,030226,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{51B0CA18-899E-4C17-AD6D-D621573289EF},
74,13067031505,13067,"Census Tract 315.05, Cobb County",6105,466,ARC 10,2487.23999023,2.44634008,2489.68994141,3.8863101,0.00382241,3.89014006,031505,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{983199DA-2C7C-413D-8A6B-3FF3842ED30A},
75,13067030313,13067,"Census Tract 303.13, Cobb County",8969,636,ARC 10,2348.65991211,16.18860054,2364.84008789,3.66978002,0.0252947,3.69506001,030313,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{6E5BBAD9-98AB-4D5E-8374-AD8398FDB0D9},
76,13067031310,13067,"Census Tract 313.10, Cobb County",7646,829,ARC 10,2881.82006836,49.67359924,2931.5,4.50284004,0.077615,4.58047009,031310,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0C73EC83-F9C1-47EB-A660-6A04DCE86BE5},
77,13067030214,13067,"Census Tract 302.14, Cobb County",7617,634,ARC 10,2619.05004883,17.09519958,2636.13989258,4.0922699,0.0267112,4.11896992,030214,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{2FC4AFCE-8DC0-4F18-ACDA-3936E1D45581},
78,13067031212,13067,"Census Tract 312.12, Cobb County",2475,214,ARC 10,986.66601563,49.68099976,1036.34997559,1.54166996,0.0776266,1.61930001,031212,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{E2BFDA4C-BAFA-4175-861A-2254B6B2A780},
79,13067031211,13067,"Census Tract 312.11, Cobb County",4149,626,ARC 10,367.50299072,5.22999001,372.73300171,0.57422298,0.00817186,0.58239502,031211,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{9C067153-8E82-449B-8A34-9C4B9E9F3973},
80,13067031209,13067,"Census Tract 312.09, Cobb County",4585,301,ARC 10,842.32598877,1.20167005,843.52801514,1.31613004,0.00187761,1.31800997,031209,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{D8249208-B4AA-4323-A354-0255375CC31F},
81,13067030224,13067,"Census Tract 302.24, Cobb County",6354,652,ARC 10,1129.65002441,3.56103992,1133.20996094,1.76507998,0.00556412,1.77064002,030224,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{51B13941-A22A-4F06-B754-BE5E4A956E4E},
82,13067031205,13067,"Census Tract 312.05, Cobb County",6304,604,ARC 10,1791.97998047,78.37889862,1870.35998535,2.79996991,0.122467,2.92244005,031205,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{4654B196-0715-46A6-9E6D-8DD904AA76BD},
83,13067031206,13067,"Census Tract 312.06, Cobb County",10302,686,ARC 10,2269.93994141,4.48273993,2274.42993164,3.54678011,0.00700428,3.55380011,031206,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{C6F5C00B-0F61-4AC3-805B-8A023433A72C},
84,13067030220,13067,"Census Tract 302.20, Cobb County",1757,109,ARC 10,448.77099609,1.02845001,449.79998779,0.70120502,0.00160695,0.70281202,030220,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1AD7E518-BF4C-4A2A-9679-08AB0186CBF6},
85,13067030905,13067,"Census Tract 309.05, Cobb County",8448,788,ARC 10,1506.88000488,6.76896,1513.65002441,2.35450006,0.0105765,2.36508012,030905,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1868ACE0-1502-4846-B1A7-9E7C855DC61A},
86,13067030502,13067,"Census Tract 305.02, Cobb County",6778,444,ARC 10,2360.88989258,20.71089935,2381.60009766,3.68888998,0.0323608,3.72125006,030502,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{F241A026-5010-4044-AE1A-8C26BAF7AC06},
87,13067030209,13067,"Census Tract 302.09, Cobb County",7122,548,ARC 10,3362.17993164,22.58469963,3384.76000977,5.25340986,0.0352886,5.28869009,030209,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{E46F50CC-D6FD-464B-B3FC-7CE247812F2B},
88,13067030326,13067,"Census Tract 303.26, Cobb County",4712,380,ARC 10,1752.92004395,21.21719933,1774.14001465,2.73894,0.0331519,2.77208996,030326,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{6E8C598E-0A88-4FCD-9DDA-D8ACA53DA81C},
89,13067031108,13067,"Census Tract 311.08, Cobb County",4913,473,ARC 10,826.90899658,3.04187012,829.95001221,1.29205,0.00475292,1.29680002,031108,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{8AFC1756-477D-4D37-A587-0330A9DBB9DC},
90,13117130105,13117,"Census Tract 1301.05, Forsyth County",2648,236,ARC 20,2473.80004883,112.34899902,2586.14990234,3.86530995,0.17554501,4.04086018,130105,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{CF2829AC-1E43-45FB-9912-54A6ABB7AEAA},
91,13117130205,13117,"Census Tract 1302.05, Forsyth County",3182,372,ARC 20,4125.70996094,77.78530121,4203.5,6.44642019,0.12154,6.5679698,130205,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{15B983C2-9BB5-46D2-8C5C-3D50894988A7},
92,13117130603,13117,"Census Tract 1306.03, Forsyth County",5458,289,ARC 20,3728.29003906,74.22579956,3802.52001953,5.82544994,0.115978,5.94144011,130603,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{484B7038-878B-4E03-BF6C-7E306BC516F1},
93,13117130610,13117,"Census Tract 1306.10, Forsyth County",4706,289,ARC 20,2566.07006836,55.31529999,2621.38989258,4.00948,0.0864302,4.09592009,130610,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{2ED41E4B-164A-4C02-AA9B-1FAE63368D9D},
94,13117130606,13117,"Census Tract 1306.06, Forsyth County",4677,329,ARC 20,1104.45996094,4.7288599,1109.18994141,1.72572005,0.00738884,1.73310995,130606,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{972879E7-F644-4911-8C49-434F5359E175},
95,13117130604,13117,"Census Tract 1306.04, Forsyth County",5005,322,ARC 20,1568.2800293,2.82984996,1571.10998535,2.45043993,0.00442164,2.45485997,130604,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{7F94BBE6-5F74-4AC4-B249-15B136269132},
96,13117130611,13117,"Census Tract 1306.11, Forsyth County",4169,256,ARC 20,1521.97998047,44.93590164,1566.92004395,2.3780899,0.0702123,2.4483099,130611,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{86F5DCC6-57F6-4099-B373-1068F690B1D5},
97,13117130609,13117,"Census Tract 1306.09, Forsyth County",5837,267,ARC 20,1683.30004883,6.27375984,1689.57995605,2.63016009,0.00980275,2.63997006,130609,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{4B4A8C92-027C-4BFF-864C-887D0CEE39A3},
98,13117130607,13117,"Census Tract 1306.07, Forsyth County",5559,330,ARC 20,1901.9699707,9.57929039,1911.55004883,2.97182989,0.0149676,2.98679996,130607,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{E6B123D3-C7C2-40A3-8E56-513F29CF5265},
99,13117130605,13117,"Census Tract 1306.05, Forsyth County",4304,229,ARC 20,1813.59997559,10.58080006,1824.18005371,2.83375001,0.0165325,2.85028005,130605,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0978EE60-3289-4B26-9307-730BC016E04D},
100,13117130602,13117,"Census Tract 1306.02, Forsyth County",5815,563,ARC 20,1371.25,7.21424007,1378.45996094,2.14258003,0.0112722,2.15384007,130602,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{97EE6CC1-2CFD-40A4-A7E0-71E9A2048CBE},
101,13117130508,13117,"Census Tract 1305.08, Forsyth County",5298,412,ARC 20,2812.95996094,36.26789856,2849.22998047,4.39524984,0.0566686,4.45192003,130508,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B10A0677-32FA-4277-AE4D-51EFF6AE0A20},
102,13117130507,13117,"Census Tract 1305.07, Forsyth County",2381,309,ARC 20,1554.11999512,897.72198486,2451.84008789,2.42830992,1.40269005,3.83100009,130507,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{6146545C-1F78-4A30-9370-598F30F65830},
103,13117130409,13117,"Census Tract 1304.09, Forsyth County",2846,285,ARC 20,2200.58007813,7.97656012,2208.56005859,3.43841004,0.0124634,3.45088005,130409,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{2B226D4E-4E07-4813-BE4E-B343755A0932},
104,13067030218,13067,"Census Tract 302.18, Cobb County",5490,397,ARC 10,2214.32006836,28.66769981,2242.98999023,3.45988011,0.0447933,3.5046699,030218,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{917E6282-B190-4E28-AC3E-9D714839229C},
105,13067030219,13067,"Census Tract 302.19, Cobb County",9548,583,ARC 10,4584.95996094,42.27429962,4627.22998047,7.16400003,0.0660536,7.23005009,030219,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{8F472E19-1297-47F9-A14E-6D8ECE730119},
106,13067030235,13067,"Census Tract 302.35, Cobb County",4848,311,ARC 10,3074.04003906,17.32159996,3091.36010742,4.80319023,0.027065,4.83024979,030235,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0643CA01-1534-44A0-A2BE-5CBE0D1999DC},
107,13067030234,13067,"Census Tract 302.34, Cobb County",6447,360,ARC 10,2918.57006836,7.86535978,2926.42993164,4.56026983,0.0122896,4.57254982,030234,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{CB469FF1-6593-4599-ACD9-52560375779E},
108,13067030233,13067,"Census Tract 302.33, Cobb County",4236,239,ARC 10,1748.9699707,9.42780972,1758.40002441,2.73276997,0.014731,2.74749994,030233,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{8717C0C1-5505-429D-BDC0-C7D7F6820D13},
109,13067030337,13067,"Census Tract 303.37, Cobb County",4259,286,ARC 10,1124.06994629,32.01369858,1156.07995605,1.75636005,0.0500214,1.80637002,030337,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{E6B4014D-676E-45C2-9408-80F9CFC78B99},
110,13067030334,13067,"Census Tract 303.34, Cobb County",3445,249,ARC 10,977.03100586,8.73838997,985.76898193,1.52661002,0.0136537,1.54025996,030334,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{46D0ED24-B7C7-4605-B482-E06AD67D7D8A},
111,13067031111,13067,"Census Tract 311.11, Cobb County",3541,299,ARC 10,483.18600464,0,483.18600464,0.754978,0,0.754978,031111,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{9E258A9C-2CDA-4CA9-AE99-297FD0634F80},
112,13067031110,13067,"Census Tract 311.10, Cobb County",3547,422,ARC 10,668.2119751,0,668.2119751,1.04408002,0,1.04408002,031110,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{60FB53EA-041B-4955-91CB-E9D3CBEAAD07},
113,13067030405,13067,"Census Tract 304.05, Cobb County",6020,475,ARC 10,989.63598633,0,989.63598633,1.54630995,0,1.54630995,030405,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{DDB5825E-3031-48C4-AFEF-21493DAF90D2},
114,13067031101,13067,"Census Tract 311.01, Cobb County",5255,608,ARC 10,822.55297852,0,822.55297852,1.28524005,0,1.28524005,031101,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{5171EBB1-FF29-454D-BD58-410305DF2D55},
115,13117130305,13117,"Census Tract 1303.05, Forsyth County",6155,316,ARC 20,2466.51000977,24.38439941,2490.88989258,3.85391998,0.0381006,3.89201999,130305,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{EA914F24-9746-44B3-8CCB-5998CCE14FAB},
116,13117130301,13117,"Census Tract 1303.01, Forsyth County",5402,347,ARC 20,5075.97998047,115.78800201,5191.77001953,7.93122005,0.18091901,8.1121397,130301,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{64A71116-6A2C-48C5-A6AF-7143C8ED96FC},
117,13117130405,13117,"Census Tract 1304.05, Forsyth County",4053,513,ARC 20,2467.4699707,8.30792999,2475.7800293,3.85542011,0.0129811,3.86841011,130405,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{A855E4E5-D7F1-42A9-8298-5AF63B5C152F},
118,13117130504,13117,"Census Tract 1305.04, Forsyth County",3816,345,ARC 20,2116.51000977,1593.89001465,3710.40991211,3.30704999,2.49044991,5.79752016,130504,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69BD36F2-08BA-4782-AE83-8868514312D2},
119,13117130505,13117,"Census Tract 1305.05, Forsyth County",2790,231,ARC 20,2946.61010742,2494.92993164,5441.54003906,4.6040802,3.89832997,8.50240993,130505,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{60CBB071-1438-4B6B-AFA4-5ABB1B6A598F},
120,13117130503,13117,"Census Tract 1305.03, Forsyth County",2588,220,ARC 20,3386.12011719,4984.43994141,8370.55957031,5.29081011,7.78818989,13.07900047,130503,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{3B35E1C8-5A4E-4706-B2C8-F96ACC3DFD9C},
121,13117130102,13117,"Census Tract 1301.02, Forsyth County",2586,181,ARC 20,3357.87988281,50.07690048,3407.95996094,5.2466898,0.0782452,5.3249402,130102,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B2025F83-C36F-4F79-857B-74C288165455},
122,13117130103,13117,"Census Tract 1301.03, Forsyth County",4038,452,ARC 20,5299.25976563,616.06201172,5915.31982422,8.28009033,0.96259701,9.24269009,130103,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{27BDD024-5E31-4551-BCE1-A2D8A9513D4D},
123,13117130303,13117,"Census Tract 1303.03, Forsyth County",4116,608,ARC 20,4478.08984375,46.67499924,4524.77001953,6.99701977,0.0729297,7.0699501,130303,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{CC2A9995-E8D3-4D6F-A347-7D72E764DE9E},
124,13117130201,13117,"Census Tract 1302.01, Forsyth County",5104,356,ARC 20,9334.51953125,129.09700012,9463.61035156,14.58520031,0.20171399,14.78689957,130201,Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{63AFD5A8-B836-46B6-8279-CC761132F572},
125,13067030232,13067,"Census Tract 302.32, Cobb County",5983,377,ARC 10,2518.07006836,0,2518.07006836,3.93447995,0,3.93447995,030232,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{AAE364DC-B491-47BF-8969-771B9F3FD41B},
126,13067030222,13067,"Census Tract 302.22, Cobb County",5678,374,ARC 10,1109.02001953,20.98220062,1130.01000977,1.73283994,0.0327847,1.76564002,030222,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{7DB768A7-A41D-4385-B96A-23C0043D621F},
127,13067031118,13067,"Census Tract 311.18, Cobb County",5611,493,ARC 10,1241.68994141,12.47169971,1254.16003418,1.94014001,0.019487,1.95963001,031118,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{A55F5281-A595-428A-9594-733DD23E4CF9},
128,13067031117,13067,"Census Tract 311.17, Cobb County",5520,401,ARC 10,1495.09997559,18.86849976,1513.9699707,2.33609009,0.029482,2.36558008,031117,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{3F43D515-87C8-453A-86B1-676B65B99721},
129,13067031507,13067,"Census Tract 315.07, Cobb County",3747,317,ARC 10,973.86102295,0,973.86102295,1.52165997,0,1.52165997,031507,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{E61D2BFF-1EE9-47DA-8627-DBC21275EF80},
130,13067031004,13067,"Census Tract 310.04, Cobb County",7449,873,ARC 10,1029.63000488,2.11472988,1031.75,1.60880005,0.00330427,1.61211002,031004,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{57ECE4DE-43E6-4CF3-A19D-5B7F068A9EEB},
131,13067030103,13067,"Census Tract 301.03, Cobb County",9250,658,ARC 10,3638.19995117,336.42001343,3974.62011719,5.68469,0.52565598,6.21034002,030103,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{570C9E3E-F5FB-4FD6-8E94-ADD12751DE52},
