OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,TOT_STUDENTS_ENROLLED_SCHOOL_YR,SUBSET_STUDENTS_GRADES_PK_5,SUBSET_STUDENTS_GRADES_6_8,SUBSET_STUDENTS_GRADES_9_12,PCT_GRADES_PK_5,PCT_GRADES_6_8,PCT_GRADES_9_12,STUDENT_SERVED_BY_SPECIAL_ED,PCT_SERVED_BY_SPECIAL_ED,STUDENT_SERVED_BY_GIFTED,PCT_SERVED_BY_GIFTED,STUDENT_IS_ENGLISH_LEARNER,PCT_ENGLISH_LEARNER,CT_RETAINED_STUDTS,PCT_RETAINED_STUDTS,CT_HOMELESS_UNACCOMP_STUDTS,PCT_HOMELESS,CT_STUDTS_PARENT_ACTV_MILITARY,PCT_STUDTS_PARENT_ACTV_MILITARY,CT_MID_STUDENTS_WITHDRAW_HOME,PCT_MID_STUDENTS_WITHDRAW_HOME,CT_HS_STUDENTS_WITHDRAW_HOME,PCT_HS_STUDENTS_WITHDRAW_HOME,CT_MID_STUDENTS_WITHDRAW_DJJ,PCT_MID_STUDENTS_WITHDRAW_DJJ,CT_HS_STUDENTS_WITHDRAW_DJJ,PCT_HS_STUDENTS_WITHDRAW_DJJ,CT_STUDENTS_WITHDRAW_ANY,PCT_STUDENTS_WITHDRAW_ANY,STUDENTS_ABSENT_0_5_days,PCT_STUDENTS_ABSENT_0_5_days,STUDENTS_ABSENT_6_15_days,PCT_STUDENTS_ABSENT_6_15_days,STUDENTS_ABSENT_16_MORE_DAYS,PCT_STUDTS_ABSENT_16_MORE_DAYS,CT_STUDTS_REC_DISCIPLINE,PCT_STUDTS_ABS_REC_DISCIPLINE,CT_STUDTS_OSS_MORE_10_days,PCT_STUDTS_OSS_MORE_10_days,CT_STUDTS_ISS_MORE_10_days,PCT_STUDTS_ISS_MORE_10_days,CT_GRD3_MILES_EOG_ELA_PRO_DIS,PCT_GRD3_MILES_EOG_ELA_PRO_DIS,CT_GRD5_MILES_EOG_ELA_PRO_DIS,PCT_GRD5_MILES_EOG_ELA_PRO_DIS,CT_GRD8_MILES_EOG_ELA_PRO_DIS,PCT_GRD8_MILES_EOG_ELA_PRO_DIS,CT_GRD3_MILES_EOG_MATH_PRO_DIS,PCT_GRD3_MILES_EOG_MATH_PRO_DIS,CT_GRD5_MILES_EOG_MATH_PRO_DIS,PCT_GRD5_MILES_EOG_MATH_PRO_DIS,CT_GRD8_MILES_EOG_MATH_PRO_DIS,PCT_GRD8_MILES_EOG_Math_PRO_DIS,CT_MILES_EOC_ALGEBRA_PRO_or_DIS,PCT_MILES_EOC_ALGEBRA_PRO_DIS,DENOM_TOT_GRD3_MILES_EOG_ELA,DENOM_TOT_GRD5_MILES_EOG_ELA,DENOM_TOT_GRD8_MILES_EOG_ELA,DENOM_TOT_GRD3_MILES_EOG_MATH,DENOM_TOT_GRD5_MILES_EOG_MATH,DENOM_TOT_GRD8_MILES_EOG_MATH,DENOM_TOT_MILES_EOC_ALG_TAKERS,GlobalID,last_edited_date
482,13121000700,13121,"Census Tract 7, Fulton County",2969,186,ARC 10,431.45300293,0,431.45300293,0.67414498,0,0.67414498,000700,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{CAF470AF-08C9-4BA7-8F81-C5DF28829EB9},
483,13121001002,13121,"Census Tract 10.02, Fulton County",7130,453,ARC 10,438.50799561,0,438.50799561,0.68516898,0,0.68516898,001002,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{72F7FD87-76E3-424F-9249-A2B494CD1565},
484,13121011410,13121,"Census Tract 114.10, Fulton County",6678,585,ARC 10,1838.26000977,100.09799957,1938.35998535,2.87227988,0.15640301,3.0286901,011410,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{F4A49B7E-9DD3-452E-AC9A-C094968B7F17},
485,13121010107,13121,"Census Tract 101.07, Fulton County",2006,193,ARC 10,1315.19995117,40.85860062,1356.06005859,2.05500007,0.0638416,2.11883998,010107,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{C1A889DC-F85B-4B72-8FEB-3CF56A7FC80F},
486,13121011405,13121,"Census Tract 114.05, Fulton County",7920,1108,ARC 10,1876.2800293,28.31010056,1904.58996582,2.93168998,0.0442345,2.97591996,011405,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{4C81CF4F-F7DD-460D-A644-F08CE29D4017},
487,13121010106,13121,"Census Tract 101.06, Fulton County",4346,327,ARC 10,1646.85998535,66.4484024,1713.30004883,2.57322001,0.103826,2.67703009,010106,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{F4790ACF-C056-4863-A810-180C90DA5D13},
488,13121002900,13121,"Census Tract 29, Fulton County",2411,338,ARC 10,176.65100098,0,176.65100098,0.27601701,0,0.27601701,002900,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B54EF12B-7F0C-43C2-A8F7-A6DDC422D5A0},
489,13121010110,13121,"Census Tract 101.10, Fulton County",6511,610,ARC 10,1318.06005859,14.54660034,1332.59997559,2.05946994,0.0227291,2.08219004,010110,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{F8279009-BBA7-4333-ACCF-802F29A41264},
490,13121010205,13121,"Census Tract 102.05, Fulton County",5347,451,ARC 10,1629.31005859,3.76391006,1633.06994629,2.54579997,0.00588111,2.55167007,010205,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{A0006ADE-3E78-4111-9347-1ACA78C86D52},
491,13121010210,13121,"Census Tract 102.10, Fulton County",6306,481,ARC 10,1126.43994141,37.52519989,1163.9699707,1.76005995,0.0586331,1.81869996,010210,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{45509357-0F68-4600-B56F-25A6DF4C0D15},
492,13121010209,13121,"Census Tract 102.09, Fulton County",5748,675,ARC 10,888.27502441,76.29380035,964.56799316,1.38793004,0.119209,1.50714004,010209,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{CAA9131C-907C-43AC-B5B3-D09844BCC260},
493,13121008902,13121,"Census Tract 89.02, Fulton County",6839,552,ARC 10,1710.54003906,51.37789917,1761.92004395,2.67271996,0.080278,2.75300002,008902,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{89C80C86-E50B-45FB-A637-DC8381644A73},
494,13121008500,13121,"Census Tract 85, Fulton County",2322,414,ARC 10,937.35302734,0,937.35302734,1.46460998,0,1.46460998,008500,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{D30128A6-4D9A-44EF-A511-F27983F234C4},
495,13121008601,13121,"Census Tract 86.01, Fulton County",4095,540,ARC 10,1114.4699707,0,1114.4699707,1.74135995,0,1.74135995,008601,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{E8BA461A-3AC6-48E4-8BB7-963F25D3E494},
496,13121005800,13121,"Census Tract 58, Fulton County",2048,322,ARC 10,310.47299194,0,310.47299194,0.48511401,0,0.48511401,005800,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{7F3809A9-D0DE-4880-B5C0-EB5AE1EABD4D},
497,13121007900,13121,"Census Tract 79, Fulton County",5552,676,ARC 10,2087.73999023,0.73167902,2088.4699707,3.26208997,0.00114325,3.26323009,007900,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{8C7ADB39-C117-45AD-A90D-753AC195565F},
498,13121010601,13121,"Census Tract 106.01, Fulton County",3516,527,ARC 10,724.09802246,0,724.09802246,1.13139999,0,1.13139999,010601,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{5860BCAD-C472-4A7C-9D8A-935038D3161F},
499,13121008700,13121,"Census Tract 87, Fulton County",4235,535,ARC 10,1905.59997559,12.42570019,1918.0300293,2.97749996,0.0194152,2.99692011,008700,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{930C9090-18C8-453B-AD95-242D03E843DB},
500,13121012300,13121,"Census Tract 123, Fulton County",2616,411,ARC 10,888.02099609,0,888.02099609,1.38752997,0,1.38752997,012300,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{217BED38-0049-4343-B9C2-15B7F1366B4A},
501,13121012000,13121,"Census Tract 120, Fulton County",2882,469,ARC 10,568.88500977,0,568.88500977,0.88888299,0,0.88888299,012000,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1F3CCD53-DDF7-4A9A-9A86-8580A834E7B2},
502,13121011900,13121,"Census Tract 119, Fulton County",3245,341,ARC 10,378.28100586,0,378.28100586,0.59106398,0,0.59106398,011900,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1593328F-23BA-4C5F-A7DF-1470EDE83CE8},
503,13121011800,13121,"Census Tract 118, Fulton County",2521,303,ARC 10,462.10598755,0,462.10598755,0.72204101,0,0.72204101,011800,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{61427698-45E3-4DA9-800E-6DE17BB7EB45},
504,13121011624,13121,"Census Tract 116.24, Fulton County",4270,265,ARC 10,658.91601563,8.29804993,667.21398926,1.02955997,0.0129657,1.04252005,011624,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{A69337FC-9D9E-4A3A-AA74-A9594F7610C9},
505,13121003600,13121,"Census Tract 36, Fulton County",1281,214,ARC 10,97.43039703,0,97.43039703,0.152235,0,0.152235,003600,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{2F4C2C7D-EB5F-4FE6-A950-E11FE5213A77},
506,13121003500,13121,"Census Tract 35, Fulton County",2212,327,ARC 10,341.11499023,0,341.11499023,0.53299201,0,0.53299201,003500,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{45D9CECB-840C-47CC-BEE9-B9EA83635949},
507,13121010208,13121,"Census Tract 102.08, Fulton County",4486,606,ARC 10,1330.82995605,226.34899902,1557.17004395,2.07942009,0.35367,2.43307996,010208,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{7D4A8E6E-9FF7-4516-86C0-B8BEC3A49870},
508,13121011411,13121,"Census Tract 114.11, Fulton County",8626,593,ARC 10,1780.05004883,121.4489975,1901.5,2.78133011,0.18976399,2.97109008,011411,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{2EA9F22E-54F3-41DB-A7D3-58A0E3E71164},
509,13121011412,13121,"Census Tract 114.12, Fulton County",9173,630,ARC 10,2199.68994141,22.83869934,2222.5300293,3.43702006,0.0356855,3.47270012,011412,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{9E18D7FA-A061-4120-BE60-4ACA8A64F4AB},
510,13121011414,13121,"Census Tract 114.14, Fulton County",7512,589,ARC 10,1154.17004395,5.82328987,1159.98999023,1.80339003,0.00909889,1.81247997,011414,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{2238C479-0814-4613-9B44-C2E3D87A734F},
511,13121010603,13121,"Census Tract 106.03, Fulton County",4079,546,ARC 10,1519.11999512,7.07684994,1526.18994141,2.37363005,0.0110576,2.38467002,010603,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{37BAFA58-7028-4DDD-BD04-1AC08DE5F706},
512,13121010604,13121,"Census Tract 106.04, Fulton County",2884,442,ARC 10,1171.4699707,0,1171.4699707,1.83042002,0,1.83042002,010604,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{231DEF51-E997-46DB-991E-F957A9C057FA},
513,13121007300,13121,"Census Tract 73, Fulton County",7995,895,ARC 10,1881.98999023,14.12849998,1896.11999512,2.94060993,0.0220758,2.96269011,007300,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{454C3DAF-CDCF-4683-A62F-9DE063D9B662},
514,13121010508,13121,"Census Tract 105.08, Fulton County",3488,488,ARC 10,965.36798096,0,965.36798096,1.50838995,0,1.50838995,010508,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{63CC02B5-C4B7-4047-8F2F-CA27426CDAB8},
515,13121010507,13121,"Census Tract 105.07, Fulton County",7743,1040,ARC 10,1707.14001465,8.97906971,1716.11999512,2.6674099,0.0140298,2.68144011,010507,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{F4A6CD74-084F-404F-8949-F278AC59CEF5},
516,13121010511,13121,"Census Tract 105.11, Fulton County",7926,957,ARC 10,3962.88989258,50.21429825,4013.10009766,6.19201994,0.0784598,6.27047014,010511,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{C5C3F9DF-2E42-436F-B3C5-920657907D18},
517,13121011626,13121,"Census Tract 116.26, Fulton County",10016,755,ARC 10,1420.04003906,12.78619957,1432.81994629,2.21881008,0.0199784,2.23878002,011626,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{78EC6C5A-BA4B-4A09-9B01-E7E9061A9EAA},
518,13121011622,13121,"Census Tract 116.22, Fulton County",10449,511,ARC 10,4161.14990234,74.81829834,4235.95996094,6.50180006,0.116904,6.61869001,011622,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{84D209DF-6E63-4539-865F-DAB348EF18EC},
519,13121011424,13121,"Census Tract 114.24, Fulton County",5532,403,ARC 10,1202.76000977,3.9138999,1206.67004395,1.87931001,0.00611547,1.88541996,011424,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{7353BE30-358E-4C51-9B9B-711AE9949196},
520,13121011422,13121,"Census Tract 114.22, Fulton County",3859,310,ARC 10,912.87701416,132.60299683,1045.47998047,1.42637002,0.207192,1.63355994,011422,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{7E17E8DD-85E5-415D-892D-194D632C45BE},
521,13121011505,13121,"Census Tract 115.05, Fulton County",4541,289,ARC 10,1028.61999512,34.76079941,1063.38000488,1.60722005,0.0543137,1.66153002,011505,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{F1CAB81D-3419-41B7-BD87-A85BE690B73D},
522,13121010123,13121,"Census Tract 101.23, Fulton County",5086,620,ARC 10,683.11199951,4.07080984,687.1829834,1.06736004,0.00636064,1.07371998,010123,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B9CFD805-EA90-46DD-9FCD-E46FC0E40EA3},
523,13121000100,13121,"Census Tract 1, Fulton County",4781,320,ARC 10,827.04101563,3.87610006,830.91802979,1.29225004,0.00605641,1.29831004,000100,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{FCDDC21F-3912-4487-B8C3-A64FD51DE44D},
524,13121000200,13121,"Census Tract 2, Fulton County",6275,339,ARC 10,711.31097412,0,711.31097412,1.11142004,0,1.11142004,000200,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{995437AF-4CBB-4CA7-A559-5946F62EA00D},
525,13121009402,13121,"Census Tract 94.02, Fulton County",4829,479,ARC 10,330.49200439,5.63819981,336.13000488,0.51639402,0.00880969,0.52520299,009402,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{C3E6D21C-38CF-4575-AA06-D03EF8EDAFDA},
526,13121001100,13121,"Census Tract 11, Fulton County",4287,440,ARC 10,116.4240036,0,116.4240036,0.181913,0,0.181913,001100,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{6FA2E441-3CC4-4912-B3EE-AB7587A372C0},
527,13121000400,13121,"Census Tract 4, Fulton County",1757,256,ARC 10,384.73400879,11.93120003,396.66500854,0.601147,0.0186425,0.619789,000400,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{A448B4D3-07D1-450F-8D98-F179B3A332C7},
528,13121009200,13121,"Census Tract 92, Fulton County",6727,625,ARC 10,861.6920166,13.13189983,874.82397461,1.34639001,0.0205186,1.36690998,009200,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{CB9B1844-3B60-402D-9ECA-16BBC0CA664F},
529,13121008201,13121,"Census Tract 82.01, Fulton County",6242,1746,ARC 10,1323.97998047,0,1323.97998047,2.0687201,0,2.0687201,008201,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{795FA344-3778-4063-A1E1-C9E4C3996AB7},
530,13121007808,13121,"Census Tract 78.08, Fulton County",4716,543,ARC 10,403.00299072,0,403.00299072,0.62969202,0,0.62969202,007808,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{11269F23-ACB5-4A4C-8F05-0C68EEFE046D},
531,13121007806,13121,"Census Tract 78.06, Fulton County",7253,925,ARC 10,1226.89001465,20.59569931,1247.48999023,1.91701996,0.0321808,1.94920003,007806,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{D44F4D7D-5430-4B7B-BD04-3D3F0554D72F},
532,13121008800,13121,"Census Tract 88, Fulton County",4859,451,ARC 10,2380.55004883,39.27270126,2419.82006836,3.71960998,0.0613636,3.7809701,008800,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{BD67B149-42CD-484E-A86C-6231ED83D9F1},
533,13121008602,13121,"Census Tract 86.02, Fulton County",1070,187,ARC 10,1122.89001465,16.00209999,1138.89001465,1.75452006,0.0250033,1.77952003,008602,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B358E0B6-4A1D-4641-B844-D2878EDBD97C},
534,13121010121,13121,"Census Tract 101.21, Fulton County",2327,209,ARC 10,518.0949707,0,518.0949707,0.80952299,0,0.80952299,010121,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{CBC2A6B3-8F58-44F9-80FA-B7D23F800FED},
535,13121010119,13121,"Census Tract 101.19, Fulton County",4835,821,ARC 10,532.83099365,0,532.83099365,0.83254802,0,0.83254802,010119,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{49517915-04AB-472F-8425-0D6EBFCB8258},
536,13121010211,13121,"Census Tract 102.11, Fulton County",3053,393,ARC 10,946.07397461,8.50636005,954.58001709,1.47824001,0.0132912,1.49152994,010211,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{E8A1D8E0-249A-4AED-9268-2D6DDEB9683A},
537,13121009801,13121,"Census Tract 98.01, Fulton County",4811,365,ARC 10,1397.5,7.36522007,1404.86999512,2.18358994,0.0115082,2.19511008,009801,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{E079000D-CC85-4F83-A5AE-1ECCC18CA95B},
538,13121009603,13121,"Census Tract 96.03, Fulton County",4557,404,ARC 10,464.15100098,0,464.15100098,0.725236,0,0.725236,009603,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{24D52E8B-7320-4924-9ABF-2878ECB1A537},
539,13121009601,13121,"Census Tract 96.01, Fulton County",2446,237,ARC 10,203.13499451,0,203.13499451,0.31739801,0,0.31739801,009601,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{4C5EEE64-DA6E-40B7-9AC7-533A1294F955},
540,13121007705,13121,"Census Tract 77.05, Fulton County",4800,561,ARC 10,814.74401855,6.50431013,821.24798584,1.27304006,0.010163,1.28320003,007705,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{78D90015-763B-4789-A283-109F23A091F1},
541,13121011612,13121,"Census Tract 116.12, Fulton County",3249,203,ARC 10,1777.7199707,64.43840027,1842.16003418,2.77768993,0.100685,2.87838006,011612,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{E4307D66-F92F-4070-A15A-27AD7C586959},
542,13121011623,13121,"Census Tract 116.23, Fulton County",11993,836,ARC 10,2256.73999023,43.44729996,2300.18994141,3.52616,0.0678864,3.59404993,011623,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{A14E634E-F2F3-429C-AA6A-527D30FC574F},
543,13121011625,13121,"Census Tract 116.25, Fulton County",7796,664,ARC 10,1487.32995605,20.5666008,1507.90002441,2.32395005,0.0321353,2.35609007,011625,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0CB0AFFF-43FD-4285-9AEB-329E09EDBF2A},
544,13121011619,13121,"Census Tract 116.19, Fulton County",8753,594,ARC 10,1761.5300293,3.54448009,1765.06994629,2.75238991,0.00553825,2.75792003,011619,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{FF9700E5-8273-4757-AA73-7F063FCD660F},
545,13121011621,13121,"Census Tract 116.21, Fulton County",7539,742,ARC 10,2629.5300293,91.3010025,2720.84008789,4.10864019,0.142658,4.25130987,011621,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{BEB630BC-7E33-41AB-8372-26D4591A3CCB},
546,13121000500,13121,"Census Tract 5, Fulton County",5541,548,ARC 10,814.38000488,2.81601,817.19598389,1.27247,0.00440002,1.27687001,000500,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{F986A4D4-1C7E-4431-8D5A-B046921A1980},
547,13121009300,13121,"Census Tract 93, Fulton County",4760,428,ARC 10,597.40802002,7.47370005,604.88201904,0.93344998,0.0116777,0.94512802,009300,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{2DE49C20-65E4-4C47-A9E7-9D730D0184D0},
548,13121009900,13121,"Census Tract 99, Fulton County",4735,494,ARC 10,1917.52001953,13.60809994,1931.13000488,2.99611998,0.0212627,3.01739001,009900,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{C88D60A2-E430-42B8-A194-2424BE44C37C},
549,13121009000,13121,"Census Tract 90, Fulton County",5146,291,ARC 10,779.35198975,8.38971996,787.74102783,1.21774006,0.0131089,1.23084998,009000,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{EB563E26-AC34-4F4C-BEDA-3D8D25485607},
550,13121009700,13121,"Census Tract 97, Fulton County",3825,323,ARC 10,2599.58007813,86.12090302,2685.69995117,4.06184006,0.134564,4.19641018,009700,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{43772671-EC1C-49FA-8F8C-A69990545E5C},
551,13121010206,13121,"Census Tract 102.06, Fulton County",5524,368,ARC 10,3653.43994141,47.9253006,3701.36010742,5.70849991,0.0748833,5.78338003,010206,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{E21E8375-1B23-428A-9B48-10F87FFFBD2D},
552,13121010204,13121,"Census Tract 102.04, Fulton County",4901,264,ARC 10,2319.14990234,94.56500244,2413.7199707,3.6236701,0.14775801,3.77144003,010204,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{DD9D1EDC-DEDB-4117-8370-68A18C706626},
553,13121007100,13121,"Census Tract 71, Fulton County",2002,329,ARC 10,612.30200195,0,612.30200195,0.95672202,0,0.95672202,007100,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{50900B6A-C1AA-4DE9-95D0-E51DCD9DE0A5},
