OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Total_housing_units,Occupied_housing_units,Percent_Occupied_housing_units,Vacant_housing_units,Percent_Vacant_housing_units,Homeowner_vacancy_rate,Rental_vacancy_rate,One_unit_detatched_housing_unit,Housing_units_built_since_2000,Owner_occupied_housing_units,Renter_occupied_housing_units,GlobalID,Pop_Chng_per_SqMi_2000_2010,Percent_1Unit_Detached,Pct_Units_Built_Since_2000,Units_Built_1980_to_1999,Units_Built_1979_or_Earlier,Pct_Units_Built_1979_or_Earlier,Pct_Owner_Occ_HousUnits,Pct_Renter_Occ_Units
235,040510,13063040510,405.10,ARC 10,2015-05-21T19:06:00.000Z,1472,1005,68.3,467,31.7,3.8,38.9,865,335,570,435,{9BEACFD9-79E6-44D7-934E-D1668727B940},-286.7,58.8,22.8,242,895,60.8,56.7,43.3
236,040514,13063040514,405.14,ARC 10,2015-05-21T19:06:00.000Z,2892,2633,91,259,9,0,12.6,1194,1039,1289,1344,{09C8E019-2E1A-4AFA-AF93-EB30EFB161F0},988.4,41.3,35.9,1468,385,13.3,49,51
237,040307,13063040307,403.07,ARC 10,2015-05-21T19:06:00.000Z,1558,1364,87.5,194,12.5,0,20.9,1469,289,1080,284,{97272849-F1F1-4164-87FE-DF2377C45A9B},495,94.3,18.5,124,1145,73.5,79.2,20.8
238,980000,13063980000,9800,ARC 10,2015-05-21T19:06:00.000Z,0,0,,0,,0,0,0,0,0,0,{AC9584A8-65A8-4554-832C-52A1DEC2A6C8},,,,0,0,,,
239,040622,13063040622,406.22,ARC 10,2015-05-21T19:06:00.000Z,2772,2374,85.6,398,14.4,11.3,15.6,2175,604,1742,632,{58835D8C-8004-4A54-84B3-4C5DB1D4F8E7},-87.8,78.5,21.8,1956,212,7.6,73.4,26.6
240,040621,13063040621,406.21,ARC 10,2015-05-21T19:06:00.000Z,3244,2578,79.5,666,20.5,7.4,11.5,2989,1190,2002,576,{54D627C8-C1B2-49E3-8224-9A70B907358A},1229,92.1,36.7,1459,595,18.3,77.7,22.3
241,040619,13063040619,406.19,ARC 10,2015-05-21T19:06:00.000Z,1140,990,86.8,150,13.2,0,15.3,812,175,602,388,{CB234D91-ADB0-40E3-AF4B-C120D6DF2258},142.9,71.2,15.4,622,343,30.1,60.8,39.2
242,040523,13063040523,405.23,ARC 10,2015-05-21T19:06:00.000Z,1156,949,82.1,207,17.9,0,12,696,384,553,396,{B16F2A9D-7495-4DE6-868A-A10368907521},978,60.2,33.2,87,685,59.3,58.3,41.7
243,040522,13063040522,405.22,ARC 10,2015-05-21T19:06:00.000Z,2103,1696,80.6,407,19.4,3.6,22.2,1252,400,675,1021,{47E3D0C5-5CDC-4FD2-8CEA-BAD682969422},-504.7,59.5,19,460,1243,59.1,39.8,60.2
244,040520,13063040520,405.20,ARC 10,2015-05-21T19:06:00.000Z,1907,1464,76.8,443,23.2,0,16.2,301,309,275,1189,{497F9CF9-F8EA-46A8-B958-86636B6496B5},-523.8,15.8,16.2,1324,274,14.4,18.8,81.2
245,040519,13063040519,405.19,ARC 10,2015-05-21T19:06:00.000Z,2484,1844,74.2,640,25.8,0,22,33,644,0,1844,{889C242C-9A47-4ACF-8A0E-187446EE1DAB},1263.3,1.3,25.9,1059,781,31.4,0,100
246,040417,13063040417,404.17,ARC 10,2015-05-21T19:06:00.000Z,2158,1699,78.7,459,21.3,0,17.3,371,549,324,1375,{6F7995FF-16E2-4133-8014-803B7C8962D3},12.5,17.2,25.4,683,926,42.9,19.1,80.9
247,040203,13063040203,402.03,ARC 10,2015-05-21T19:06:00.000Z,1738,1246,71.7,492,28.3,13.2,22.7,566,485,363,883,{90CB6905-87D0-4342-AE48-2B75275D2483},117.3,32.6,27.9,584,669,38.5,29.1,70.9
248,040617,13063040617,406.17,ARC 10,2015-05-21T19:06:00.000Z,450,409,90.9,41,9.1,7.9,0,38,28,304,105,{1A91B324-3344-4665-8A5A-0288852E1629},520,8.4,6.2,369,53,11.8,74.3,25.7
249,040615,13063040615,406.15,ARC 10,2015-05-21T19:06:00.000Z,708,620,87.6,88,12.4,0,39.7,708,131,497,123,{6F479190-71D2-4B1C-ABB5-1C6EDABC3A78},138.5,100,18.5,274,303,42.8,80.2,19.8
250,040521,13063040521,405.21,ARC 10,2015-05-21T19:06:00.000Z,1167,995,85.3,172,14.7,1.8,11.6,967,260,643,352,{0E19D5FE-291F-478E-907F-2B7837019007},-113,82.9,22.3,155,752,64.4,64.6,35.4
251,040415,13063040415,404.15,ARC 10,2015-05-21T19:06:00.000Z,2622,1843,70.3,779,29.7,6.5,27.6,683,335,435,1408,{B4135ADA-4D2D-40DC-A56C-C7335C568B71},-703.1,26,12.8,1147,1140,43.5,23.6,76.4
252,040414,13063040414,404.14,ARC 10,2015-05-21T19:06:00.000Z,684,590,86.3,94,13.7,3.9,12.6,489,145,348,242,{010FD8F1-8F95-4A71-803E-FE878199F661},403.8,71.5,21.2,35,504,73.7,59,41
253,040204,13063040204,402.04,ARC 10,2015-05-21T19:06:00.000Z,2080,1410,67.8,670,32.2,4.9,26.1,600,287,442,968,{E5A52E80-1097-4F9A-BFD4-F3ACEA5AF249},-625.5,28.8,13.8,628,1165,56,31.3,68.7
254,040308,13063040308,403.08,ARC 10,2015-05-21T19:06:00.000Z,1865,1485,79.6,380,20.4,9.8,6.5,1106,320,595,890,{16A1C52B-DD7F-4E58-8A55-82BB3A975C8D},-215.3,59.3,17.2,252,1293,69.3,40.1,59.9
255,040620,13063040620,406.20,ARC 10,2015-05-21T19:06:00.000Z,1247,975,78.2,272,21.8,6.3,57.2,1241,572,913,62,{FF905FA6-EC49-48D9-9684-C64C79E8880F},366.3,99.5,45.9,500,175,14,93.6,6.4
256,040616,13063040616,406.16,ARC 10,2015-05-21T19:06:00.000Z,3380,2873,85,507,15,9.1,13.7,1392,659,894,1979,{885C961F-4E8A-49FE-99F5-A2693E8C8160},613.8,41.2,19.5,1988,733,21.7,31.1,68.9
257,040526,13063040526,405.26,ARC 10,2015-05-21T19:06:00.000Z,2439,1846,75.7,593,24.3,10.6,23.6,1933,392,1088,758,{CAA197F1-B545-4F72-9FBE-CAA34C13F83A},-89.5,79.3,16.1,1487,560,23,58.9,41.1
258,040525,13063040525,405.25,ARC 10,2015-05-21T19:06:00.000Z,1090,975,89.4,115,10.6,1.4,9,978,83,723,252,{5C8EFFB9-322B-4F16-A1E6-1E36BAED472D},-22.2,89.7,7.6,603,404,37.1,74.2,25.8
259,040524,13063040524,405.24,ARC 10,2015-05-21T19:06:00.000Z,2901,2618,90.2,283,9.8,0,16.9,1800,547,1355,1263,{58FD44C2-8F17-49A7-8255-FE6BE6810EF6},-362.9,62,18.9,1220,1134,39.1,51.8,48.2
260,040416,13063040416,404.16,ARC 10,2015-05-21T19:06:00.000Z,1287,1062,82.5,225,17.5,0,21.3,1073,29,664,398,{B7C46222-4335-4362-B1F2-B5F8161033CC},-444.7,83.4,2.3,127,1131,87.9,62.5,37.5
261,040306,13063040306,403.06,ARC 10,2015-05-21T19:06:00.000Z,1586,1222,77,364,23,0,20,138,101,112,1110,{441E30BC-F10D-4531-9AD8-DA6F707373CC},-125.9,8.7,6.4,198,1287,81.1,9.2,90.8
262,040516,13063040516,405.16,ARC 10,2015-05-21T19:06:00.000Z,2503,2038,81.4,465,18.6,2.9,32.2,2073,593,1448,590,{56D429A8-D41A-4EBB-8BF7-4A95D5824CE3},755.3,82.8,23.7,1054,856,34.2,71.1,28.9
263,040509,13063040509,405.09,ARC 10,2015-05-21T19:06:00.000Z,1743,1474,84.6,269,15.4,9.6,12.9,1430,289,1027,447,{A1D9DD4C-1576-42E2-B68B-9F816185C3D0},-9,82,16.6,492,962,55.2,69.7,30.3
264,040202,13063040202,402.02,ARC 10,2015-05-21T19:06:00.000Z,1045,817,78.2,228,21.8,0,14.5,584,124,169,648,{786A4D51-1366-4115-B95C-5D3FAD93137E},-415.1,55.9,11.9,237,684,65.5,20.7,79.3
265,040518,13063040518,405.18,ARC 10,2015-05-21T19:06:00.000Z,1926,1594,82.8,332,17.2,9.3,16.2,1483,459,743,851,{FC1B0426-811A-4509-B5BB-F101672EDEBE},344.3,77,23.8,481,986,51.2,46.6,53.4
266,040515,13063040515,405.15,ARC 10,2015-05-21T19:06:00.000Z,2958,2401,81.2,557,18.8,6.9,9.9,1929,408,1246,1155,{527B035D-9A67-442D-A8C2-0F42B5FDC944},-111.7,65.2,13.8,1733,817,27.6,51.9,48.1
267,040513,13063040513,405.13,ARC 10,2015-05-21T19:06:00.000Z,1785,1491,83.5,294,16.5,5.9,5.2,1708,226,1145,346,{280158BF-D7FD-4372-B90D-CE87232631A4},-77.8,95.7,12.7,466,1093,61.2,76.8,23.2
268,070403,13151070403,704.03,ARC 10,2015-05-21T19:06:00.000Z,3722,3403,91.4,319,8.6,2.6,7.2,3330,1605,2871,532,{ADCD1F91-E580-491D-8E9B-ADB6306C416E},204,89.5,43.1,1719,398,10.7,84.4,15.6
269,070307,13151070307,703.07,ARC 10,2015-05-21T19:06:00.000Z,1793,1579,88.1,214,11.9,3.2,38.6,1680,853,1337,242,{7BEB2ACA-BDCF-442C-B1D4-716753A8A31D},624.1,93.7,47.6,719,221,12.3,84.7,15.3
270,070113,13151070113,701.13,ARC 10,2015-05-21T19:06:00.000Z,1606,1418,88.3,188,11.7,6.6,7,1160,98,953,465,{2EE377D8-7F18-48D3-842C-C0A893D76850},6.9,72.2,6.1,1109,399,24.8,67.2,32.8
271,070501,13151070501,705.01,ARC 10,2015-05-21T19:06:00.000Z,2397,2128,88.8,269,11.2,4.6,10.4,1997,1034,1506,622,{1C4F2EAE-1805-4892-9F58-50E1E262436C},150.7,83.3,43.1,883,480,20,70.8,29.2
272,070502,13151070502,705.02,ARC 10,2015-05-21T19:06:00.000Z,4813,4566,94.9,247,5.1,0.6,12.9,4753,3383,4054,512,{321742E0-F00B-4326-A04C-C8FFF1CAD410},270.4,98.8,70.3,920,510,10.6,88.8,11.2
273,070311,13151070311,703.11,ARC 10,2015-05-21T19:06:00.000Z,4700,4245,90.3,455,9.7,0,9.2,2342,2176,1833,2412,{679A0AE7-2B49-41CC-89BA-2FF5BB4CFBD6},1014.1,49.8,46.3,2331,193,4.1,43.2,56.8
274,070404,13151070404,704.04,ARC 10,2015-05-21T19:06:00.000Z,2807,2369,84.4,438,15.6,7.2,17.1,2185,1957,1705,664,{5581237A-1905-4511-85D7-54F69FFA32B9},165.4,77.8,69.7,693,157,5.6,72,28
275,070204,13151070204,702.04,ARC 10,2015-05-21T19:06:00.000Z,1550,1517,97.9,33,2.1,2.4,0,1495,473,1370,147,{17EA0D1D-464F-4C13-A291-8DCF256830B4},81.3,96.5,30.5,841,236,15.2,90.3,9.7
276,070310,13151070310,703.10,ARC 10,2015-05-21T19:06:00.000Z,1575,1430,90.8,145,9.2,2.9,28.6,1543,230,1155,275,{FCF7BE6C-94B4-485D-A3DB-D27911FE6540},-157.9,98,14.6,1154,191,12.1,80.8,19.2
277,070205,13151070205,702.05,ARC 10,2015-05-21T19:06:00.000Z,3827,3420,89.4,407,10.6,5.6,5.4,3021,1408,2423,997,{5BEDF136-CCDC-4B89-A59A-2647043DD48B},342.1,78.9,36.8,1750,669,17.5,70.8,29.2
278,070309,13151070309,703.09,ARC 10,2015-05-21T19:06:00.000Z,2552,2253,88.3,299,11.7,9.8,0,2490,1120,1903,350,{C480D2B0-D5B2-4346-905A-485C358737D0},792,97.6,43.9,1326,106,4.2,84.5,15.5
279,070114,13151070114,701.14,ARC 10,2015-05-21T19:06:00.000Z,2343,2072,88.4,271,11.6,0,7.4,919,979,712,1360,{BDEDEDA4-176C-4470-9626-C432A0AFCA7B},437.7,39.2,41.8,1067,297,12.7,34.4,65.6
280,070111,13151070111,701.11,ARC 10,2015-05-21T19:06:00.000Z,3520,3084,87.6,436,12.4,2.7,8.5,2670,887,1871,1213,{D3D52B0E-42B5-4DED-8C57-D6D0B5AFDBDA},578.6,75.9,25.2,2396,237,6.7,60.7,39.3
281,070107,13151070107,701.07,ARC 10,2015-05-21T19:06:00.000Z,2505,2190,87.4,315,12.6,0.9,0,2414,675,1939,251,{E4D16697-E290-4641-AD27-54C955F1ECD1},136.8,96.4,26.9,1065,765,30.5,88.5,11.5
282,070109,13151070109,701.09,ARC 10,2015-05-21T19:06:00.000Z,1243,1095,88.1,148,11.9,8.4,0,1232,284,1019,76,{824B1B2F-D276-4964-BBF4-430A387E8FF0},102.7,99.1,22.8,658,301,24.2,93.1,6.9
283,070110,13151070110,701.10,ARC 10,2015-05-21T19:06:00.000Z,2702,2550,94.4,152,5.6,4.6,10,2687,787,2090,460,{FC0AE6E9-C77B-437F-A671-3962E0E4D9B5},108.4,99.4,29.1,1297,618,22.9,82,18
284,070108,13151070108,701.08,ARC 10,2015-05-21T19:06:00.000Z,1943,1708,87.9,235,12.1,2.4,8.2,1619,720,1441,267,{A043A254-27D8-4889-8E63-7151E592B54F},337.6,83.3,37.1,839,384,19.8,84.4,15.6
285,070306,13151070306,703.06,ARC 10,2015-05-21T19:06:00.000Z,3669,3253,88.7,416,11.3,2.1,8.1,2765,2682,2106,1147,{718FD3C1-3061-4A4E-98E5-86045FA4DF43},461.8,75.4,73.1,816,171,4.7,64.7,35.3
286,070104,13151070104,701.04,ARC 10,2015-05-21T19:06:00.000Z,4915,4238,86.2,677,13.8,2.3,15.4,3956,2601,2914,1324,{64FED870-3BE3-4636-8AE5-9C5A2A6D47FE},718.3,80.5,52.9,2070,244,5,68.8,31.2
287,070202,13151070202,702.02,ARC 10,2015-05-21T19:06:00.000Z,3684,3472,94.2,212,5.8,2.8,0,3672,1693,3203,269,{FFD91A1B-8FD4-4249-9513-B65136EA41AA},256.4,99.7,46,1591,400,10.9,92.3,7.7
288,070305,13151070305,703.05,ARC 10,2015-05-21T19:06:00.000Z,3102,2896,93.4,206,6.6,6,3.2,2997,1334,2565,331,{05F5A5C8-1297-4C18-9301-858779E5D4D4},180.5,96.6,43,1599,169,5.4,88.6,11.4
289,070304,13151070304,703.04,ARC 10,2015-05-21T19:06:00.000Z,4372,3874,88.6,498,11.4,4,9,2643,2401,2034,1840,{DF2B000C-C8E7-4011-B8D5-7862421B1945},533.3,60.5,54.9,980,991,22.7,52.5,47.5
290,070106,13151070106,701.06,ARC 10,2015-05-21T19:06:00.000Z,2090,1863,89.1,227,10.9,5.3,3.9,1814,534,1389,474,{F656254D-E789-404D-B169-9C056B6C2B9F},120,86.8,25.6,881,675,32.3,74.6,25.4
291,070203,13151070203,702.03,ARC 10,2015-05-21T19:06:00.000Z,5209,4881,93.7,328,6.3,0.6,0,5190,2671,4297,584,{8486A8E0-706D-4F27-8406-428E3EADC2E8},223.8,99.6,51.3,2249,289,5.5,88,12
292,070402,13151070402,704.02,ARC 10,2015-05-21T19:06:00.000Z,3956,3734,94.4,222,5.6,0.8,6.5,3920,2011,3232,502,{34B1CDBA-63F8-4154-B686-D42E52CAB97E},158.9,99.1,50.8,1543,402,10.2,86.6,13.4
293,960101,13015960101,9601.01,ARC 20,2015-05-21T19:06:00.000Z,736,583,79.2,153,20.8,0,0,653,237,515,68,{6544AF11-AB65-4E51-9867-63E2A9BEF7E2},12.2,88.7,32.2,236,263,35.7,88.3,11.7
294,960402,13015960402,9604.02,ARC 20,2015-05-21T19:06:00.000Z,3473,3114,89.7,359,10.3,4.6,5.2,2427,1287,1869,1245,{77DD7AEA-9B6B-4030-B28F-3B202AD45BE1},154.4,69.9,37.1,1308,878,25.3,60,40
295,960901,13015960901,9609.01,ARC 20,2015-05-21T19:06:00.000Z,1076,989,91.9,87,8.1,0,3.5,767,125,629,360,{FFDCFF27-03C1-4848-880D-0C7A936DB29F},6,71.3,11.6,570,381,35.4,63.6,36.4
296,960102,13015960102,9601.02,ARC 20,2015-05-21T19:06:00.000Z,3728,3279,88,449,12,11.9,1.6,3153,915,2586,693,{FB05727B-8621-4461-A9DD-F4A6E63C52CB},24.6,84.6,24.5,1784,1029,27.6,78.9,21.1
297,960802,13015960802,9608.02,ARC 20,2015-05-21T19:06:00.000Z,1243,987,79.4,256,20.6,8.8,24.6,449,141,751,236,{29F3C898-A9C7-42C5-8C84-B796CC8C65D0},57.9,36.1,11.3,568,534,43,76.1,23.9
298,961000,13015961000,9610,ARC 20,2015-05-21T19:06:00.000Z,2843,2597,91.3,246,8.7,1.5,7.6,2441,801,2319,278,{21F72C35-72DF-4DAB-A4F7-9A604A8A31EA},31.8,85.9,28.2,1609,433,15.2,89.3,10.7
299,960801,13015960801,9608.01,ARC 20,2015-05-21T19:06:00.000Z,1318,1199,91,119,9,6.1,0,975,119,954,245,{0AD9EF4A-DA1F-417C-9C28-B64FC40BC8C3},43.9,74,9,1043,156,11.8,79.6,20.4
300,960300,13015960300,9603,ARC 20,2015-05-21T19:06:00.000Z,2604,2278,87.5,326,12.5,2.1,17.3,2209,870,1977,301,{767183C4-E680-4C1B-AB20-9C149F310B13},41.6,84.8,33.4,1079,655,25.2,86.8,13.2
301,960902,13015960902,9609.02,ARC 20,2015-05-21T19:06:00.000Z,2334,2160,92.5,174,7.5,2.5,0,2038,189,1836,324,{3D582033-23E5-4735-9CD9-14C389E2A9F0},78,87.3,8.1,1720,425,18.2,85,15
302,960500,13015960500,9605,ARC 20,2015-05-21T19:06:00.000Z,3021,2730,90.4,291,9.6,2.5,3.3,2036,479,1430,1300,{22B1BDD1-E8C8-4336-8863-7AACDDB75FFE},231.2,67.4,15.9,1006,1536,50.8,52.4,47.6
303,960600,13015960600,9606,ARC 20,2015-05-21T19:06:00.000Z,3829,3147,82.2,682,17.8,9.2,13.7,2628,620,1725,1422,{386AE0D1-283E-4255-9D59-147D98562796},140.7,68.6,16.2,1162,2047,53.5,54.8,45.2
304,960200,13015960200,9602,ARC 20,2015-05-21T19:06:00.000Z,4429,4004,90.4,425,9.6,0,7.6,3019,1305,2878,1126,{2620CFAF-1127-45B5-A1B3-A0AFCE30A347},44.7,68.2,29.5,1599,1525,34.4,71.9,28.1
305,960401,13015960401,9604.01,ARC 20,2015-05-21T19:06:00.000Z,3729,3084,82.7,645,17.3,6.8,22,2005,1154,1571,1513,{CE90C1A6-B2EC-4830-8D0C-4CEA1DB7748C},425.7,53.8,30.9,1861,714,19.1,50.9,49.1
306,960803,13015960803,9608.03,ARC 20,2015-05-21T19:06:00.000Z,2328,2012,86.4,316,13.6,4.6,11.2,1564,538,1377,635,{9ED74AB5-45A5-4C05-B6B6-53AC8B4E4C7A},22.8,67.2,23.1,874,916,39.3,68.4,31.6
307,960700,13015960700,9607,ARC 20,2015-05-21T19:06:00.000Z,3024,2404,79.5,620,20.5,8,14.4,1684,710,969,1435,{ED0C4DB7-F868-43FD-89AB-E0E202FC9A64},53.3,55.7,23.5,1027,1287,42.6,40.3,59.7
308,050319,13135050319,503.19,ARC 10,2015-05-21T19:06:00.000Z,1996,1679,84.1,317,15.9,3.4,17.3,609,286,622,1057,{C0A6B228-B78C-4EE2-B7DB-2C0A1BD62713},-660,30.5,14.3,1346,364,18.2,37,63
309,050219,13135050219,502.19,ARC 10,2015-05-21T19:06:00.000Z,1442,1418,98.3,24,1.7,0,0,865,195,1052,366,{1B21BF39-19CD-4658-B7B6-5B6EFD2772F2},-331.8,60,13.5,1188,59,4.1,74.2,25.8
310,050211,13135050211,502.11,ARC 10,2015-05-21T19:06:00.000Z,2252,1991,88.4,261,11.6,0,11.7,415,630,361,1630,{5CE455FE-F72C-4321-9A9C-55B9AE9193F8},-947.7,18.4,28,1539,83,3.7,18.1,81.9
311,050215,13135050215,502.15,ARC 10,2015-05-21T19:06:00.000Z,1226,1226,100,0,0,0,0,412,557,309,917,{B66B3296-B479-4041-A839-55A71F968F72},444.6,33.6,45.4,669,0,0,25.2,74.8
312,050216,13135050216,502.16,ARC 10,2015-05-21T19:06:00.000Z,2781,2652,95.4,129,4.6,2.8,0,2412,1527,2051,601,{20A706FB-328F-4F7F-9F91-B0691264899F},637.8,86.7,54.9,1193,61,2.2,77.3,22.7
313,050527,13135050527,505.27,ARC 10,2015-05-21T19:06:00.000Z,1995,1933,96.9,62,3.1,0.8,0,1995,134,1666,267,{10D01E14-6BC5-4F9C-AEA5-7331BA56CB55},76.5,100,6.7,1652,209,10.5,86.2,13.8
314,050549,13135050549,505.49,ARC 10,2015-05-21T19:06:00.000Z,1645,1494,90.8,151,9.2,4.2,0,1554,227,1316,178,{88F003F1-B05A-40CB-B67F-0652DCFC33B0},235.3,94.5,13.8,1337,81,4.9,88.1,11.9
315,050540,13135050540,505.40,ARC 10,2015-05-21T19:06:00.000Z,2640,2453,92.9,187,7.1,0,7.7,1151,426,1000,1453,{78452F3D-BCC6-4F09-AD7B-74FAAA6A8CF2},544.1,43.6,16.1,2214,0,0,40.8,59.2
316,050722,13135050722,507.22,ARC 10,2015-05-21T19:06:00.000Z,1081,1032,95.5,49,4.5,0,0,1081,382,847,185,{C11706A9-A990-4E26-AE80-F53CB87F48DD},422.9,100,35.3,454,245,22.7,82.1,17.9
317,050729,13135050729,507.29,ARC 10,2015-05-21T19:06:00.000Z,1341,1236,92.2,105,7.8,3.2,0,953,328,723,513,{00619231-FCA5-477F-98F0-1DD8AAF14BEE},222,71.1,24.5,757,256,19.1,58.5,41.5
318,050725,13135050725,507.25,ARC 10,2015-05-21T19:06:00.000Z,2004,1737,86.7,267,13.3,1.7,30.5,1883,428,1531,206,{3A7166B2-F134-4438-A24C-1ABD02D3C827},280,94,21.4,1292,284,14.2,88.1,11.9
319,050730,13135050730,507.30,ARC 10,2015-05-21T19:06:00.000Z,2274,2161,95,113,5,0,9.5,1939,904,1771,390,{C3FC8571-F651-4FE0-901A-9CF105E4959D},613.3,85.3,39.8,1141,229,10.1,82,18
320,050728,13135050728,507.28,ARC 10,2015-05-21T19:06:00.000Z,4846,4365,90.1,481,9.9,6.2,0,4846,2418,3795,570,{8D55D84E-AB73-48D6-9F03-9745DDB1BA99},629.2,100,49.9,2148,280,5.8,86.9,13.1
321,050731,13135050731,507.31,ARC 10,2015-05-21T19:06:00.000Z,3203,2866,89.5,337,10.5,4.5,27.8,3081,1276,2630,236,{AB4A3B72-18A2-4036-80D7-48D12F16C1B0},753.9,96.2,39.8,1734,193,6,91.8,8.2
322,050609,13135050609,506.09,ARC 10,2015-05-21T19:06:00.000Z,3851,3358,87.2,493,12.8,5.2,0,3694,2343,2979,379,{034B0B39-F70E-4087-9A38-C79A33C0BD93},591.4,95.9,60.8,1247,261,6.8,88.7,11.3
323,050610,13135050610,506.10,ARC 10,2015-05-21T19:06:00.000Z,4908,4830,98.4,78,1.6,1.8,0,4808,2419,4325,505,{7C7F33E2-70CA-443D-9D6A-865512864692},593.4,98,49.3,2339,150,3.1,89.5,10.5
324,050541,13135050541,505.41,ARC 10,2015-05-21T19:06:00.000Z,2209,2073,93.8,136,6.2,0,2,101,414,68,2005,{E9C8583F-1E3C-4023-810C-A4F4D6E6B280},442,4.6,18.7,1683,112,5.1,3.3,96.7
325,050524,13135050524,505.24,ARC 10,2015-05-21T19:06:00.000Z,2132,1862,87.3,270,12.7,0,15,932,246,941,921,{40CC8F2E-FE87-4955-852B-535D66D67FF6},348.5,43.7,11.5,1454,432,20.3,50.5,49.5
326,050547,13135050547,505.47,ARC 10,2015-05-21T19:06:00.000Z,2427,2223,91.6,204,8.4,1.9,4.7,2427,479,1897,326,{D4BAAF0E-B486-4A6D-B2B1-EAB1980D4C64},323.3,100,19.7,1545,403,16.6,85.3,14.7
327,050523,13135050523,505.23,ARC 10,2015-05-21T19:06:00.000Z,2938,2783,94.7,155,5.3,7,4.5,1023,880,805,1978,{4FDB6421-B0DB-4BFE-8F78-56245333A1DC},691,34.8,30,1905,153,5.2,28.9,71.1
328,050724,13135050724,507.24,ARC 10,2015-05-21T19:06:00.000Z,5797,5116,88.3,681,11.7,4.8,15.7,4599,3943,3797,1319,{F1D262F5-8601-429A-A333-EF75CFE03AF2},962.5,79.3,68,1647,207,3.6,74.2,25.8
329,050543,13135050543,505.43,ARC 10,2015-05-21T19:06:00.000Z,2269,2165,95.4,104,4.6,5.3,0,2091,1326,1840,325,{4573669B-104D-44B0-904C-7EBB7A05EE2E},1206.5,92.2,58.4,505,438,19.3,85,15
330,050545,13135050545,505.45,ARC 10,2015-05-21T19:06:00.000Z,4015,3512,87.5,503,12.5,7,24.6,3416,2609,2839,673,{C28F665B-2079-4949-8402-01CD4AEAA82F},1447.5,85.1,65,1012,394,9.8,80.8,19.2
331,050727,13135050727,507.27,ARC 10,2015-05-21T19:06:00.000Z,3215,2992,93.1,223,6.9,1.8,0,3150,1339,2800,192,{73EFE9C1-02D0-4D77-976C-40A07EC4A33D},613.8,98,41.6,1728,148,4.6,93.6,6.4
332,050548,13135050548,505.48,ARC 10,2015-05-21T19:06:00.000Z,3012,2901,96.3,111,3.7,1.2,0,2859,1223,2623,278,{E417162A-AC69-450D-9111-4AFBBD9F5B92},626.2,94.9,40.6,1567,222,7.4,90.4,9.6
333,050546,13135050546,505.46,ARC 10,2015-05-21T19:06:00.000Z,4836,4472,92.5,364,7.5,4.9,0,4505,2606,3917,555,{E28841CC-6334-42A8-B572-9A6235F6A589},1339.1,93.2,53.9,1901,329,6.8,87.6,12.4
334,050726,13135050726,507.26,ARC 10,2015-05-21T19:06:00.000Z,3070,2921,95.1,149,4.9,0,0,2910,1557,2462,459,{9C67251F-DDCB-459E-B4CE-46A0020292F2},379.3,94.8,50.7,1358,155,5,84.3,15.7
335,050608,13135050608,506.08,ARC 10,2015-05-21T19:06:00.000Z,4960,4684,94.4,276,5.6,3.1,0,4856,2288,4098,586,{A88E009D-F1F9-4AB5-8345-CA95E7BFE97E},228.3,97.9,46.1,1919,753,15.2,87.5,12.5
336,050607,13135050607,506.07,ARC 10,2015-05-21T19:06:00.000Z,5066,4760,94,306,6,2.8,0,5017,3391,4218,542,{090E614F-25F2-45B3-82D9-E7AB968F01D9},930.9,99,66.9,1507,168,3.3,88.6,11.4
337,050542,13135050542,505.42,ARC 10,2015-05-21T19:06:00.000Z,2397,1987,82.9,410,17.1,0,12.7,167,1198,357,1630,{4E43E011-F688-438C-8B0A-B79BE932176D},1649.3,7,50,1188,11,0.5,18,82
338,050536,13135050536,505.36,ARC 10,2015-05-21T19:06:00.000Z,1907,1707,89.5,200,10.5,2.1,22.4,1323,542,1230,477,{4F057F83-0869-468A-B4E6-EEE9F8BAE3D1},239.7,69.4,28.4,1220,145,7.6,72.1,27.9
339,050537,13135050537,505.37,ARC 10,2015-05-21T19:06:00.000Z,2020,1690,83.7,330,16.3,0,12.9,283,286,241,1449,{E4A04C58-8FC1-4A93-9CAB-C646986F896F},660,14,14.2,1574,160,7.9,14.3,85.7
340,050539,13135050539,505.39,ARC 10,2015-05-21T19:06:00.000Z,1909,1520,79.6,389,20.4,12.6,16.6,1076,161,598,922,{F899E345-C10E-4EAB-B0CB-410CB67C7512},1246.7,56.4,8.4,1650,98,5.1,39.3,60.7
341,050544,13135050544,505.44,ARC 10,2015-05-21T19:06:00.000Z,3996,3884,97.2,112,2.8,0,11.4,3730,1712,3108,776,{410382D6-15A1-43FF-A7CA-BC783A290E7D},1249.2,93.3,42.8,2032,252,6.3,80,20
342,050535,13135050535,505.35,ARC 10,2015-05-21T19:06:00.000Z,2354,2213,94,141,6,2.4,1.9,1932,621,1651,562,{F484ED6F-BF31-4E57-9AE8-1B5581E636F9},551.2,82.1,26.4,1176,557,23.7,74.6,25.4
343,050532,13135050532,505.32,ARC 10,2015-05-21T19:06:00.000Z,2851,2649,92.9,202,7.1,2.6,6.1,2170,945,1945,704,{0AB4AE42-B89D-41DF-8330-36CDF854A4DC},1328.2,76.1,33.1,1716,190,6.7,73.4,26.6
