OBJECTID,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Percent_BA_or_Higher,Median_household_income,Square_Miles,Total_Jobs__2015,Total_Jobs__2020,Total_Jobs__2030,Total_Jobs__2035,Total_Jobs__2040,Change_in_Jobs__2015_2040,GlobalID,Pop_Change_per_SqMi_2000_2010,Chng_in_jobs_per_SqMi_2015_2040
693,13077170501,1705.01,ARC 20,2015-05-19T13:59:12.000Z,24.1,63905,40.9,729,615,836,971,1094,619,{05199028-950B-4C77-B23F-EF540613A370},31.6,15.1
694,13077170406,1704.06,ARC 20,2015-05-19T13:59:12.000Z,37.9,73587,4.9,410,344,478,552,615,345,{81AFA2A2-789F-484D-9EC8-26BA6E326156},113.3,70.4
695,13077170305,1703.05,ARC 20,2015-05-19T13:59:12.000Z,15.1,37004,10.6,12798,12218,13384,14067,14623,3352,{958140D0-33E0-484F-95B0-78BCC5816559},349.9,316.2
696,13077170601,1706.01,ARC 20,2015-05-19T13:59:12.000Z,8.3,32725,9.4,2635,2557,2710,2791,2832,500,{62C7FAF8-2AEB-4DD5-9010-B63EA2F97FCC},165.9,53.2
697,13077170603,1706.03,ARC 20,2015-05-19T13:59:12.000Z,23.9,69276,12.5,1832,1578,2196,2625,2912,1722,{6566F4BB-9D21-4540-9902-8F46EF4EFA9E},75.5,137.8
698,13077170502,1705.02,ARC 20,2015-05-19T13:59:12.000Z,20.2,61650,30.8,565,477,661,781,883,505,{3268AD0B-1E17-4755-8E58-584E1618125A},69,16.4
699,13077170405,1704.05,ARC 20,2015-05-19T13:59:12.000Z,23.7,79531,7.6,1078,938,1248,1436,1589,823,{B45FC10A-47D5-4697-AFF1-784A1B3A7C74},153.8,108.3
700,13077170404,1704.04,ARC 20,2015-05-19T13:59:12.000Z,37.9,78459,7.5,2615,2182,3161,3795,4366,2784,{DF8BFA10-428D-4F7F-ADEF-964557CAE275},90.3,371.2
701,13077170403,1704.03,ARC 20,2015-05-19T13:59:12.000Z,33.1,88071,16.4,1705,1405,2066,2467,2771,1766,{30A7EF9A-D090-4940-9475-81A0E18EDE20},108.8,107.7
702,13077170306,1703.06,ARC 20,2015-05-19T13:59:12.000Z,33.5,59006,6.9,4823,4551,5179,5576,5860,1705,{97567810-A767-4590-8F5E-D553AD0853AB},430.1,247.1
703,13097080603,806.03,ARC 10,2015-05-19T13:59:12.000Z,26.6,70833,5.5,2710,2119,3301,3977,4600,2895,{8F65F3B8-89C1-4427-B2B1-E5AC6717065B},316.7,526.4
704,13097080511,805.11,ARC 10,2015-05-19T13:59:12.000Z,35.2,65185,16.6,1549,1167,2060,2711,3392,2563,{F51AFBC8-74FF-456D-993C-280F59FE1150},291.3,154.4
705,13097080304,803.04,ARC 10,2015-05-19T13:59:12.000Z,20,42972,4,6301,5913,6767,7298,7740,2235,{10993AA1-9B8E-47D7-B893-CD12AC002877},229,558.8
706,13097080404,804.04,ARC 10,2015-05-19T13:59:12.000Z,27.1,61341,23.1,2023,1816,2257,2512,2723,1174,{FC5F65BA-75C7-4F6C-ADCA-1983DEA39E0A},190.8,50.8
707,13097080303,803.03,ARC 10,2015-05-19T13:59:12.000Z,12.8,37266,2,2133,1999,2270,2404,2514,668,{4CCD572F-653F-49C2-9911-E68FCD9726A8},-72,334
708,13097080403,804.03,ARC 10,2015-05-19T13:59:12.000Z,30.9,64917,16.4,2068,1858,2306,2559,2770,1215,{ED47C9BB-E6E3-41B4-9C9B-30B5FD9836DE},139.6,74.1
709,13097080103,801.03,ARC 10,2015-05-19T13:59:12.000Z,19.7,32285,3.9,6834,6047,7555,8353,8926,3698,{18F9E542-59BA-46CE-92CB-61AD87B7408C},60.3,948.2
710,13097080604,806.04,ARC 10,2015-05-19T13:59:12.000Z,22.2,57674,10.8,1380,1132,1684,1993,2265,1477,{4DE09AED-C32C-4DA9-9FEC-19DABA77A53B},331.2,136.8
711,13077170304,1703.04,ARC 20,2015-05-19T13:59:12.000Z,27.9,69519,11.5,3280,2694,3995,4796,5475,3596,{D9930FB4-0C7A-4514-8E61-8D1394D80073},159.4,312.7
712,13077170303,1703.03,ARC 20,2015-05-19T13:59:12.000Z,39.3,95767,23.2,676,538,834,996,1131,791,{D7BF98EA-8EE3-40E0-BDD1-AE1514B9FE3D},87.2,34.1
713,13077170802,1708.02,ARC 20,2015-05-19T13:59:12.000Z,20,48403,46,1369,1054,1477,1518,1717,614,{AEF6334D-A2D2-4F32-91F8-079DC779C806},27.6,13.3
714,13077170801,1708.01,ARC 20,2015-05-19T13:59:12.000Z,16.7,47640,54,1406,1176,1617,1856,2047,1114,{7CEAA890-7672-46F5-AC2D-CE3091DDCE7E},40.5,20.6
715,13077170700,1707,ARC 20,2015-05-19T13:59:12.000Z,14.3,38075,14.5,2279,2076,2489,2725,2897,1097,{CABA3FCC-9F32-4EE7-BAEF-37D78842F612},27.2,75.7
716,13077170402,1704.02,ARC 20,2015-05-19T13:59:12.000Z,34.8,88426,15.9,3301,2713,4025,4738,5431,3584,{3B89DF64-052C-4353-B162-21C89AF8EA14},144.4,225.4
717,13077170200,1702,ARC 20,2015-05-19T13:59:12.000Z,21.3,44712,15,3351,2933,3812,4305,4741,2610,{4E58E1C9-AE9F-4820-BD83-9F73054EAAA3},41.1,174
718,13077170100,1701,ARC 20,2015-05-19T13:59:12.000Z,21.7,58720,86.3,2038,1800,2330,2635,2872,1408,{F0C130A0-8C6B-4900-B919-9AD6A18FEF02},13.2,16.3
719,13097080201,802.01,ARC 10,2015-05-19T13:59:12.000Z,15.1,52963,7.3,1055,949,1170,1291,1383,591,{0CD48AC3-7B76-45A4-9D01-D6CA6502DE09},185.1,81
720,13097080506,805.06,ARC 10,2015-05-19T13:59:12.000Z,18.8,51723,7.1,1927,1641,2263,2725,3158,2006,{78E0A095-9CCF-46D4-B2BF-C3368A763D6F},84.8,282.5
721,13097080505,805.05,ARC 10,2015-05-19T13:59:12.000Z,17.3,54344,3.8,3190,2877,3592,4043,4403,2116,{4C010513-3083-4052-8D24-143E6C16734E},224.7,556.8
722,13097080202,802.02,ARC 10,2015-05-19T13:59:12.000Z,19,39663,5.9,1693,1421,1999,2337,2639,1550,{2D15250D-31E1-4CE9-BC49-98397E52E05E},382.2,262.7
723,13097080507,805.07,ARC 10,2015-05-19T13:59:12.000Z,22.2,60694,9.8,1648,1357,2071,2530,2935,2005,{53BB9E28-B258-4331-A5A5-5E6D4B9DE149},119.2,204.6
724,13097080402,804.02,ARC 10,2015-05-19T13:59:12.000Z,27.2,80386,43.4,850,731,996,1144,1255,704,{CF512F10-EFCF-44A2-A4A2-4EB34139035C},72.1,16.2
725,13097080301,803.01,ARC 10,2015-05-19T13:59:12.000Z,18.9,40722,8.7,2658,2239,3094,3537,3918,2226,{F654BE54-B0E6-4A56-8FD5-78CBEBE46966},536.9,255.9
726,13089980000,9800,ARC 10,2015-05-19T13:59:12.000Z,,,,241,224,269,293,301,100,{2435129C-CEBE-4977-97B1-F0BC2C08BEBD},,
727,13089023428,234.28,ARC 10,2015-05-19T13:59:12.000Z,21.6,34297,3,684,662,706,729,739,108,{B4C1C3D6-6DB6-47D2-A7E7-CBC67DE45946},633,36
728,13089023426,234.26,ARC 10,2015-05-19T13:59:12.000Z,39.8,60523,2.1,260,244,277,295,313,87,{28A54414-8D27-4216-A58B-E4314BF26976},405.7,41.4
729,13089021502,215.02,ARC 10,2015-05-19T13:59:12.000Z,66.6,59383,1.4,5386,4940,5921,6498,6964,2505,{0177A3D4-A8ED-4924-A50C-9EF080BF0703},117.1,1789.3
730,13089022302,223.02,ARC 10,2015-05-19T13:59:12.000Z,59.6,58977,1.4,1209,1186,1225,1241,1225,75,{D8491E29-76AB-4E89-BBE5-849A9FEFEDC4},-18.6,53.6
731,13089022007,220.07,ARC 10,2015-05-19T13:59:12.000Z,16.3,33039,0.5,309,300,321,333,337,46,{A822EA9E-7CB2-4710-863B-330C87680680},-450,92
732,13089021602,216.02,ARC 10,2015-05-19T13:59:12.000Z,66.5,72168,1.2,973,815,1165,1383,1566,958,{431314CC-AC2B-4077-95B5-5DA7E86A468D},377.5,798.3
733,13089023803,238.03,ARC 10,2015-05-19T13:59:12.000Z,17.1,40352,1.9,288,252,326,369,398,176,{13C60217-7954-4855-B084-D677DB69722C},-439.5,92.6
734,13089022402,224.02,ARC 10,2015-05-19T13:59:12.000Z,68.4,27045,1.2,34376,34168,36949,39754,42552,9993,{907A4AD1-0ACA-4B87-BD1E-40F570E3F783},1050.8,8327.5
735,13089022700,227,ARC 10,2015-05-19T13:59:12.000Z,60.8,92667,0.9,1037,918,1152,1285,1382,578,{0A10C526-0B31-413F-A6B1-88E622EE0307},392.2,642.2
736,13089022403,224.03,ARC 10,2015-05-19T13:59:12.000Z,87.1,132313,1.9,878,802,973,1079,1149,422,{9A608B66-A974-4DC5-9CCF-B6F9EC57DEB5},15.8,222.1
737,13089023425,234.25,ARC 10,2015-05-19T13:59:12.000Z,32.2,63816,2,880,848,909,941,954,155,{2224BECE-07ED-4979-A817-423B4DD53E0E},211,77.5
738,13089022204,222.04,ARC 10,2015-05-19T13:59:12.000Z,34.9,40044,1.6,2344,2224,2466,2580,2664,594,{DFC37D88-5829-44C5-B06A-E0596D37E63A},323.8,371.3
739,13089023423,234.23,ARC 10,2015-05-19T13:59:12.000Z,22.1,50175,9,11056,10754,11241,11430,11443,1171,{C2856557-2EAD-4774-ACA0-9AE7BAF56367},372.7,130.1
740,13089023419,234.19,ARC 10,2015-05-19T13:59:12.000Z,32,62813,5.2,249,197,305,369,430,285,{BA66350C-F5F0-4EAA-ADD7-B71707FBF4EE},551.5,54.8
741,13089023312,233.12,ARC 10,2015-05-19T13:59:12.000Z,36.7,63025,3.4,542,516,561,580,586,96,{AF1F2987-6DE6-49E7-913D-8D5B9C51351A},627.1,28.2
742,13089023311,233.11,ARC 10,2015-05-19T13:59:12.000Z,39.7,80149,1.9,466,442,484,506,519,99,{28251A56-93E3-4E0E-A366-4037F9971830},257.9,52.1
743,13089023213,232.13,ARC 10,2015-05-19T13:59:12.000Z,23.7,42072,2,976,939,1030,1100,1131,273,{367EC47E-4C60-4495-8ED1-2FA2B7F608CB},793,136.5
744,13089022301,223.01,ARC 10,2015-05-19T13:59:12.000Z,58.8,51310,1.6,1792,1747,1838,1870,1862,172,{1BCA21BB-F84C-4772-84E3-F7CDE3FF8015},274.4,107.5
745,13089023602,236.02,ARC 10,2015-05-19T13:59:12.000Z,12.9,36875,1.1,250,232,268,288,304,92,{C9C1FE22-DEE7-4FD0-B5D7-40033ECAE03F},-543.6,83.6
746,13089023504,235.04,ARC 10,2015-05-19T13:59:12.000Z,6,20022,0.8,365,340,386,419,437,122,{97574D43-56FE-41EE-B1CA-673A1DA64BAC},-1242.5,152.5
747,13089023411,234.11,ARC 10,2015-05-19T13:59:12.000Z,17.3,47557,1.1,21,20,22,23,24,6,{3E8E264E-981E-42FC-A82A-834A47717553},-717.3,5.5
748,13089023410,234.10,ARC 10,2015-05-19T13:59:12.000Z,12.7,28822,1.3,1700,1664,1741,1789,1806,192,{E4A20535-375A-430E-8536-23DE74BB1E3F},-563.1,147.7
749,13089023501,235.01,ARC 10,2015-05-19T13:59:12.000Z,6,31534,0.9,653,563,768,894,977,529,{34F5A1EB-373B-4E9F-9110-FDE48753AEDA},-153.3,587.8
750,13089023114,231.14,ARC 10,2015-05-19T13:59:12.000Z,29.9,54608,0.9,583,523,652,729,789,350,{B2464CEF-DE54-4623-8550-8437565F0D33},-283.3,388.9
751,13089023112,231.12,ARC 10,2015-05-19T13:59:12.000Z,8.6,26496,1,1077,953,1216,1371,1505,674,{7290EDDF-9274-4FF5-B2DB-D8461D1E23AD},-1778,674
752,13089021912,219.12,ARC 10,2015-05-19T13:59:12.000Z,61.2,79844,4.4,283,250,315,357,381,168,{80A24CB7-CC3F-49F2-8B84-6E3A22510709},-25.2,38.2
753,13089021910,219.10,ARC 10,2015-05-19T13:59:12.000Z,33.2,51382,1.4,2294,2197,2468,2610,2701,738,{86FD9A9B-D75C-421B-A008-0D292D0AE2D2},185.7,527.1
754,13089021604,216.04,ARC 10,2015-05-19T13:59:12.000Z,69.6,128750,1.3,214,203,227,238,244,52,{30700C30-08C4-4203-B64E-647405784CAC},231.5,40
755,13089021504,215.04,ARC 10,2015-05-19T13:59:12.000Z,75.3,57861,1.5,6025,5861,6600,7604,8583,2853,{A4D29B0E-3BB0-42D3-B02C-D075DD7D8AEF},213.3,1902
756,13089021503,215.03,ARC 10,2015-05-19T13:59:12.000Z,49.1,41453,0.7,720,656,797,881,957,363,{A355A889-0218-4677-8969-D2DB18078109},-18.6,518.6
757,13089023107,231.07,ARC 10,2015-05-19T13:59:12.000Z,18.7,37776,1.4,1063,915,1237,1425,1564,863,{7B9C2311-B788-4E97-BE47-A7C97E6CC236},-812.1,616.4
758,13089023418,234.18,ARC 10,2015-05-19T13:59:12.000Z,37,52517,19.8,4431,4245,4658,4914,5028,1084,{ADD8205D-F73A-4360-B6F2-33A0C9E61F99},496.4,54.7
759,13089023101,231.01,ARC 10,2015-05-19T13:59:12.000Z,23.2,40952,1.4,338,315,366,404,427,144,{8058558B-E83B-47CA-98FC-B48DD69A077A},-695,102.9
760,13089022401,224.01,ARC 10,2015-05-19T13:59:12.000Z,80.6,69917,1,895,841,941,985,1013,225,{944A3568-ACCB-4042-B932-6BF793FFA096},563,225
761,13089020900,209,ARC 10,2015-05-19T13:59:12.000Z,35.6,37242,1.7,1328,1260,1449,1551,1632,502,{93C186F4-F75C-445E-87EF-0F20B73B1A89},-610.6,295.3
762,13089020700,207,ARC 10,2015-05-19T13:59:12.000Z,51.3,46458,0.5,355,294,415,494,549,327,{E972786B-7089-4D1A-A896-F228DFA7404A},-1174,654
763,13089020600,206,ARC 10,2015-05-19T13:59:12.000Z,42.3,39718,0.4,826,772,878,942,978,300,{B69340C7-E205-4355-8165-455494784E96},-412.5,750
764,13089020500,205,ARC 10,2015-05-19T13:59:12.000Z,38.6,39282,0.7,1435,1425,1451,1455,1440,63,{81AE8080-12D9-40A2-9365-E539E9731297},-565.7,90
765,13089021410,214.10,ARC 10,2015-05-19T13:59:12.000Z,28.4,44159,1.1,6177,6226,6178,6238,6339,100,{2D394B66-547D-4F20-A582-18E2D3215312},-320.9,90.9
766,13089021216,212.16,ARC 10,2015-05-19T13:59:12.000Z,70.9,63595,1.4,10700,10420,11021,11417,11547,1547,{530E89B9-6EF8-409D-AD0D-E8AB9D27FB70},2567.9,1105
767,13089021911,219.11,ARC 10,2015-05-19T13:59:12.000Z,7.9,24355,0.4,1009,881,1161,1333,1469,743,{3CE2D23E-FC27-4816-B721-D8D8D4D3E029},-1460,1857.5
768,13089020802,208.02,ARC 10,2015-05-19T13:59:12.000Z,42.1,42679,1.1,1852,1690,2036,2333,2805,1320,{5FE22587-8673-4BC6-AE86-3DE65B560F07},447.3,1200
769,13089021416,214.16,ARC 10,2015-05-19T13:59:12.000Z,38.1,53555,0.3,78,77,82,88,87,17,{431BC033-B07C-4FF4-ADD9-25042B9BCA14},-2486.7,56.7
770,13089021413,214.13,ARC 10,2015-05-19T13:59:12.000Z,15.9,32076,0.4,107,105,113,117,113,12,{E2EDA8FC-7F06-4BC8-99D7-65149E49E44E},2352.5,30
771,13089021411,214.11,ARC 10,2015-05-19T13:59:12.000Z,76,88681,0.6,565,516,621,681,720,274,{60865044-172A-47C8-AEC0-98C473950925},736.7,456.7
772,13089020400,204,ARC 10,2015-05-19T13:59:12.000Z,78.9,83378,0.4,652,620,687,725,748,162,{2AA9CD01-1453-458A-9489-1F478827E5A3},612.5,405
773,13089020300,203,ARC 10,2015-05-19T13:59:12.000Z,82.8,104311,0.7,908,794,1052,1208,1319,691,{E9433B76-B630-4503-A5F0-F8D00F4604ED},452.9,987.1
774,13089020100,201,ARC 10,2015-05-19T13:59:12.000Z,78,159362,0.4,186,176,189,203,205,40,{96EEBABB-9C45-482A-B9CC-6966D3AC3AA4},-82.5,100
775,13089023802,238.02,ARC 10,2015-05-19T13:59:12.000Z,21.8,32204,3.7,3968,3732,4191,4420,4600,1188,{12FD631D-F987-42A0-91E2-4B0143850C33},-25.4,321.1
776,13089023801,238.01,ARC 10,2015-05-19T13:59:13.000Z,28.7,48450,1.7,619,515,727,835,922,553,{5A372DE3-F941-4DB7-BFC6-FBAF3F956E17},-660,325.3
777,13089023700,237,ARC 10,2015-05-19T13:59:13.000Z,27.9,25772,1.8,618,602,635,652,650,76,{5E0C81DB-6700-429D-A896-0B4DF8951537},-349.4,42.2
778,13089023506,235.06,ARC 10,2015-05-19T13:59:13.000Z,17.1,42477,2.1,475,441,517,550,573,178,{B13B5C6D-DFBA-4399-944D-5B89DC479A76},-751,84.8
779,13089023505,235.05,ARC 10,2015-05-19T13:59:13.000Z,20.3,41853,0.8,146,138,151,159,157,26,{E88E3EEF-353A-497F-8186-E7176DB935E7},-751.3,32.5
780,13089023427,234.27,ARC 10,2015-05-19T13:59:13.000Z,33,55322,1.8,45,42,47,52,55,18,{DDD2BFAE-A836-409C-A846-5FB5CAA4E4E3},-261.7,10
781,13089023424,234.24,ARC 10,2015-05-19T13:59:13.000Z,22.1,55779,2.7,230,211,247,267,283,96,{87C62519-5F3E-4063-B7CF-0E72C6806C23},538.1,35.6
782,13089023422,234.22,ARC 10,2015-05-19T13:59:13.000Z,21.6,51231,3.5,304,304,308,309,302,3,{BB0E3366-A77A-4123-866D-2B9DFF92B4EE},288,0.9
783,13089023421,234.21,ARC 10,2015-05-19T13:59:13.000Z,25.5,42159,2.4,1351,1274,1412,1475,1520,360,{B1C3524C-E0B4-43B0-8187-16BAAF62B615},955,150
784,13089023315,233.15,ARC 10,2015-05-19T13:59:13.000Z,41.9,62793,9.1,750,660,858,987,1102,562,{C3810A3D-638D-4EC5-BB5E-F00C8294C1CC},266.4,61.8
785,13089023314,233.14,ARC 10,2015-05-19T13:59:13.000Z,24.9,45861,2,571,457,693,831,953,644,{7D34B572-56D7-46E3-953A-BD99A721B81E},-519.5,322
786,13089023115,231.15,ARC 10,2015-05-19T13:59:13.000Z,6,,0.3,2017,2040,2021,2043,2053,-27,{C3C9F856-83F2-4126-A260-4B94004967FC},2356.7,-90
787,13089023413,234.13,ARC 10,2015-05-19T13:59:13.000Z,26.8,54648,1.6,885,759,1034,1197,1294,674,{33448791-858C-48BB-A637-8B40A6E997C7},-381.9,421.3
788,13089023414,234.14,ARC 10,2015-05-19T13:59:13.000Z,20.1,54151,2.7,1747,1729,1760,1771,1759,59,{EE0E21CD-34AB-4538-9AF6-35B0FF9F9A91},-411.1,21.9
789,13089023206,232.06,ARC 10,2015-05-19T13:59:13.000Z,18,45893,2.8,549,521,578,608,613,126,{20D9202F-6EC9-4AF7-8099-83BE9000E017},-172.9,45
790,13089021907,219.07,ARC 10,2015-05-19T13:59:13.000Z,45.2,63097,9,2491,2209,2892,3345,3739,1823,{AF1EA728-5BC3-4935-BBA3-D0875461A186},103.8,202.6
791,13089023204,232.04,ARC 10,2015-05-19T13:59:13.000Z,27.3,53931,2.6,473,430,518,572,599,222,{309F0214-70A4-43DE-A015-9E8FAB85CCB3},-113.1,85.4
792,13089023113,231.13,ARC 10,2015-05-19T13:59:13.000Z,26.3,27410,0.8,1480,1253,1708,1945,2121,1144,{AC8300F3-F6DD-4808-8525-BF8A12F330AA},-1697.5,1430
793,13089022010,220.10,ARC 10,2015-05-19T13:59:13.000Z,19.4,40123,0.5,198,160,240,288,331,210,{11837A2E-FF03-41CB-B026-0AAAE814E508},182,420
794,13089023111,231.11,ARC 10,2015-05-19T13:59:13.000Z,31.1,56050,0.9,653,547,785,938,1055,648,{55BBFE65-34AE-46F1-8334-9DB23738D34B},-176.7,720
795,13089021814,218.14,ARC 10,2015-05-19T13:59:13.000Z,28.8,32896,1,4679,4411,4914,5171,5301,1321,{BA33BD87-62B5-44DA-8BB6-547375AD3E34},-40,1321
796,13089021409,214.09,ARC 10,2015-05-19T13:59:13.000Z,25.4,43307,0.4,675,645,708,742,761,154,{D213C2A2-5B6D-40EA-AF3B-85B64986F801},-1357.5,385
797,13089021218,212.18,ARC 10,2015-05-19T13:59:13.000Z,55.2,53820,1.1,2691,2376,3078,3536,3983,1896,{C2864AAA-5B9A-474A-B8C0-641375AE34DA},1124.5,1723.6
798,13089023507,235.07,ARC 10,2015-05-19T13:59:13.000Z,14.3,43929,1.4,599,575,620,638,644,99,{D5884223-15D2-491A-9762-4319909896EE},-386.4,70.7
799,13089023412,234.12,ARC 10,2015-05-19T13:59:13.000Z,21.7,44942,2.8,729,668,795,860,913,311,{5D16C912-E068-490D-A588-AED9C00B1C9C},-276.8,111.1
800,13089023416,234.16,ARC 10,2015-05-19T13:59:13.000Z,29,57057,3.7,1286,1276,1267,1235,1188,-43,{74FDE20A-ABBD-4861-AA9E-C2E7E0E7A612},317.3,-11.6
801,13089023102,231.02,ARC 10,2015-05-19T13:59:13.000Z,40.6,41028,1,1899,1647,2250,2627,2890,1599,{EC6DCB4B-B661-42FE-846B-C4599444E859},-410,1599
802,13089023000,230,ARC 10,2015-05-19T13:59:13.000Z,59.7,62400,0.7,1070,981,1150,1234,1298,427,{C7A127E4-C9D6-4574-BEEF-C879E3AA11B5},-54.3,610
803,13089021906,219.06,ARC 10,2015-05-19T13:59:13.000Z,20.7,39966,1.2,491,456,520,547,568,150,{AFE89BB9-52E9-4986-AA1F-25E7B4728E3A},-615.8,125
804,13089021217,212.17,ARC 10,2015-05-19T13:59:13.000Z,63,73927,0.6,197,181,211,225,235,68,{A2EE0C32-4A54-4B29-8794-BAA2EF5E5B5C},-768.3,113.3
805,13089021215,212.15,ARC 10,2015-05-19T13:59:13.000Z,79.1,88346,1.3,17688,17168,18301,19139,19321,3277,{98A3EB1D-2F03-4ADD-82FA-3CF72B590E55},1816.9,2520.8
806,13089021414,214.14,ARC 10,2015-05-19T13:59:13.000Z,29.1,39250,0.4,915,886,936,967,977,131,{3DB9865D-4226-491F-9897-C817A3046BA7},-1117.5,327.5
807,13089021101,211.01,ARC 10,2015-05-19T13:59:13.000Z,68.4,116250,1.3,99,92,103,108,107,20,{BA07530D-F994-423A-A0BB-99C35F85D603},583.1,15.4
808,13089023316,233.16,ARC 10,2015-05-19T13:59:13.000Z,40,60406,2.3,445,408,493,547,583,229,{419CFD04-188A-42C3-8F92-D7176E122B38},277.4,99.6
809,13089023313,233.13,ARC 10,2015-05-19T13:59:13.000Z,19,46058,1.9,1501,1365,1620,1754,1844,666,{F770A1F2-5D23-43A8-9B0F-CEE2EA7A825A},-11.6,350.5
810,13089022900,229,ARC 10,2015-05-19T13:59:13.000Z,55.4,66985,1.5,1615,1425,1789,2098,2331,1182,{ACFD4B63-6BB0-42D0-A124-E7362BCA9EE8},-465.3,788
811,13089022800,228,ARC 10,2015-05-19T13:59:13.000Z,76.3,84341,1,2541,2257,2882,3261,3606,1669,{CC953C64-A5A8-4F59-83C4-83E29A1BC3F9},-90,1669
812,13089022600,226,ARC 10,2015-05-19T13:59:13.000Z,74.6,65921,1.2,3891,3645,4210,4600,4905,1499,{6F762340-15BB-4C8E-933A-B773918DE5BC},595,1249.2
813,13089022500,225,ARC 10,2015-05-19T13:59:13.000Z,72.8,67756,1.1,5107,4911,5357,5653,5869,1147,{7F1C794D-C52F-41EE-9AE5-1D319AFCB190},151.8,1042.7
814,13089022100,221,ARC 10,2015-05-19T13:59:13.000Z,29.5,35250,1.3,1538,1473,1590,1641,1668,296,{02C58860-99C1-4F25-8352-BFF4A435C0D3},-21.5,227.7
815,13089022005,220.05,ARC 10,2015-05-19T13:59:13.000Z,21.9,31778,1.3,4779,4475,5103,5425,5672,1559,{0B20A33F-625E-4D24-BA57-30A513570BE0},-692.3,1199.2
816,13089023214,232.14,ARC 10,2015-05-19T13:59:13.000Z,30.1,48961,2.6,6508,6258,6727,6949,7057,1257,{B7E9AF54-349E-425D-8AB1-4BF45942E388},188.1,483.5
817,13089022203,222.03,ARC 10,2015-05-19T13:59:13.000Z,55.8,38182,1.1,11983,10405,13913,14711,15048,5471,{7EB12233-E910-46E1-9AAC-1920069B1C9E},482.7,4973.6
818,13089022009,220.09,ARC 10,2015-05-19T13:59:13.000Z,17,26720,0.7,1110,911,1347,1603,1830,1188,{1A12EB2B-A47F-4A02-8BDC-29B8A914EE54},-1125.7,1697.1
819,13089021913,219.13,ARC 10,2015-05-19T13:59:13.000Z,17.8,33221,1.2,3215,2974,3282,3429,3803,1125,{64283B59-9D52-4515-9918-DF46D63D33ED},-829.2,937.5
820,13089021813,218.13,ARC 10,2015-05-19T13:59:13.000Z,24.8,27564,0.2,727,657,810,892,919,331,{E5270BF4-5F58-400C-AAEA-4CD5CE424875},1995,1655
821,13089021605,216.05,ARC 10,2015-05-19T13:59:13.000Z,53.7,52218,1.4,465,409,532,607,663,310,{ADE2807F-6E2F-423B-926E-28FBE8FB49E2},277.1,221.4
822,13089021308,213.08,ARC 10,2015-05-19T13:59:13.000Z,27.8,43750,1,2936,2860,3084,3232,3325,589,{7E6CD6A1-2C33-4890-BDC3-763A495917B8},-723,589
823,13089022004,220.04,ARC 10,2015-05-19T13:59:13.000Z,29.6,49503,1.4,640,611,675,716,735,167,{9F763A8D-CED3-4D6D-9EA3-22C1B1151A06},-245,119.3
824,13089022008,220.08,ARC 10,2015-05-19T13:59:13.000Z,15.6,26211,0.9,343,334,356,368,380,54,{A1046112-83A9-43C0-9E65-EA15A9E6FD6B},-393.3,60
825,13089021909,219.09,ARC 10,2015-05-19T13:59:13.000Z,27,38741,1.3,808,738,885,971,1035,380,{B53643FE-88E5-4DF1-9F8E-767F3CA75A7A},-1130,292.3
826,13089022001,220.01,ARC 10,2015-05-19T13:59:13.000Z,49.5,56641,1.7,1192,1043,1337,1509,1656,731,{0BF110F8-FB47-4223-BDAC-EF5635ECCA49},245.9,430
827,13089023108,231.08,ARC 10,2015-05-19T13:59:13.000Z,11.3,32393,1.4,1020,984,1057,1109,1136,205,{00005571-D901-47B5-BD3B-0390335BA03B},-641.4,146.4
828,13089020200,202,ARC 10,2015-05-19T13:59:13.000Z,70.9,79289,0.6,554,546,568,580,578,43,{27364BAC-E029-4D44-93FD-69FDC854846B},-431.7,71.7
829,13089021306,213.06,ARC 10,2015-05-19T13:59:13.000Z,22.8,37325,2,4288,3959,4687,5130,5443,1992,{C70CAF48-6374-443E-B251-C1B293369A41},-309.5,996
830,13089021305,213.05,ARC 10,2015-05-19T13:59:13.000Z,27.1,40397,1,750,687,868,959,1038,454,{6F5BF1A1-95D0-41C3-87E9-2ECEC1433433},-35,454
831,13089021417,214.17,ARC 10,2015-05-19T13:59:13.000Z,29.7,39141,0.7,2766,2678,2874,2995,3024,488,{5463A6AD-6F25-45BD-A006-EA844541DC4E},358.6,697.1
832,13089021415,214.15,ARC 10,2015-05-19T13:59:13.000Z,64.8,72813,0.8,5538,5320,5792,6109,6290,1269,{0C91EC72-A073-42EF-BC24-B2F0E9B0B836},913.8,1586.3
833,13089021102,211.02,ARC 10,2015-05-19T13:59:13.000Z,73.9,89351,1.4,3011,2530,3590,4230,4798,2805,{56A90DAE-5EA2-48CB-8527-5CB527C8A030},-530.7,2003.6
834,13089021307,213.07,ARC 10,2015-05-19T13:59:13.000Z,23.7,47169,1.4,3285,2982,3621,3991,4282,1657,{5C287AFB-39A5-4503-99E2-2E91A2384AD6},-10,1183.6
835,13089023601,236.01,ARC 10,2015-05-19T13:59:13.000Z,32.2,54120,0.7,353,311,401,457,501,235,{7E0A3BD4-711A-4CF7-83F1-0326F944D9A7},-865.7,335.7
836,13089021412,214.12,ARC 10,2015-05-19T13:59:13.000Z,63.5,97500,1.2,2123,1912,2354,2603,2754,1139,{573B3282-58CB-4019-9D87-AE084D3F5E83},80,949.2
