OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,COUNTY_NM,PLNG_REGIO,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,SD10,SD_Name,Total_Households__2015,Total_Population__2015,Total_Households__2020,Total_Population__2020,Total_Households__2030,Total_Population__2030,Total_Households__2040,Total_Population__2040,Density__Population_per_Sq_Mile,Density__Population_per_Sq_Mi_1,Change__Population_per_Sq_Mile_,Change__Households__2015_2040,Change__Population__2015_2040,last_edited_date,GlobalID
1,13,045,910103,13045910103,Carroll,ARC 20,13733.900391,211.031998,13945,21.4592,0.329737,21.789101,121,NE Carroll,1846,4813,2123,5475,2809,7141,3551,8992,220.8,,191.7,1705,4179,2016-06-22T20:22:22.000Z,{548276BF-5D76-4FB7-8C19-07301AD29611}
2,13,045,910104,13045910104,Carroll,ARC 20,10931.299805,177.147995,11108.5,17.0802,0.276794,17.357,121,NE Carroll,3223,8918,3367,9196,3639,9809,3800,10147,512.5,,70.6,577,1229,2016-06-22T20:22:22.000Z,{16B9EC03-83C8-4B1F-ABEE-F30A0339528E}
3,13,045,910502,13045910502,Carroll,ARC 20,1039.959961,35.622002,1075.589966,1.62494,0.055659,1.68061,123,Central Carroll,1279,3356,1407,3645,1577,4013,1743,4289,1974.1,,548.8,464,933,2016-06-22T20:22:22.000Z,{0AF45191-BCC2-4EB5-9567-594C116698D0}
4,13,045,910800,13045910800,Carroll,ARC 20,42136.601562,437.873993,42574.5,65.838402,0.684178,66.522697,124,SE Carroll,1783,4775,2082,5473,2684,6994,3371,8684,71.8,,58.8,1588,3909,2016-06-22T20:22:22.000Z,{E3F56FD3-FEDC-4283-8C4E-DA3C6170BB7B}
5,13,045,910101,13045910101,Carroll,ARC 20,4104.149902,16.126101,4120.27002,6.41273,0.025197,6.43792,121,NE Carroll,2335,6107,2600,6706,3135,7987,3256,8240,954.2,,333.3,921,2133,2016-06-22T20:22:22.000Z,{6E1555DB-B173-44D1-83F9-F07660C4B91C}
6,13,045,910200,13045910200,Carroll,ARC 20,29329.300781,392.248993,29721.599609,45.827,0.612889,46.439999,121,NE Carroll,4393,11951,5165,13883,6503,17245,7713,20288,257.6,,179.7,3320,8337,2016-06-22T20:22:22.000Z,{CCE340BA-7E1D-4C7D-B649-B64FABD2E280}
7,13,045,910900,13045910900,Carroll,ARC 20,32149.599609,480.14801,32629.699219,50.2337,0.750231,50.983898,124,SE Carroll,1778,4824,2155,5774,2647,7012,2958,7749,94.6,,57.4,1180,2925,2016-06-22T20:22:22.000Z,{23A42D31-25EE-4184-A2F5-0B441DCD0411}
8,13,045,910300,13045910300,Carroll,ARC 20,36344.898438,214.264008,36559.101562,56.788898,0.334788,57.1236,122,W Carroll,2435,6456,2704,7083,3061,7921,3393,8655,113.1,,38.5,958,2199,2016-06-22T20:22:22.000Z,{E32F6A7A-75F0-4006-A2AF-A5A374467A05}
9,13,045,911100,13045911100,Carroll,ARC 20,12758.700195,138.085999,12896.799805,19.935499,0.215759,20.151199,123,Central Carroll,3211,7537,3468,8067,3782,8739,4239,9703,373.1,,107.2,1028,2166,2016-06-22T20:22:22.000Z,{C720AA2F-91C8-4AE9-B70C-AC3985C02E6F}
10,13,045,911000,13045911000,Carroll,ARC 20,12543,130.886002,12673.799805,19.5984,0.204509,19.802799,123,Central Carroll,2512,6455,2833,7185,3308,8398,3828,9500,326,,153.8,1316,3045,2016-06-22T20:22:22.000Z,{A3E24693-FF53-47DE-9353-E652DBE50E5D}
11,13,045,910701,13045910701,Carroll,ARC 20,16111.200195,125.411003,16236.599609,25.1737,0.195955,25.369699,123,Central Carroll,3062,8965,3248,9530,3736,10983,4279,12397,353,,135.1,1217,3432,2016-06-22T20:22:22.000Z,{E0453F52-3D0D-4100-BA36-2C777963862D}
12,13,045,910703,13045910703,Carroll,ARC 20,8591.169922,261.167999,8852.339844,13.4237,0.408075,13.8318,123,Central Carroll,3106,8286,3388,8995,3881,10230,4373,11292,600.4,,217.8,1267,3006,2016-06-22T20:22:22.000Z,{E2CBCD46-19EC-49C6-A929-A3D8D23D10C8}
13,13,045,910600,13045910600,Carroll,ARC 20,8041.379883,0.544373,8041.919922,12.5647,0.000851,12.5655,123,Central Carroll,2256,5532,2454,5987,2850,6850,3245,7609,439,,164.8,989,2077,2016-06-22T20:22:22.000Z,{EC1B9B69-FA0E-4DEE-B713-69F5C6D6736E}
14,13,097,080102,13097080102,Douglas,ARC 10,7497.430176,50.140598,7547.569824,11.7147,0.078345,11.7931,52,E Douglas,2906,6579,3187,7178,3911,8807,4578,10243,557.5,,310.5,1672,3664,2016-06-22T20:22:22.000Z,{ECDBB6F7-8E06-4DA1-9626-F46193CC82A0}
15,13,097,080602,13097080602,Douglas,ARC 10,5977.830078,30.149799,6007.97998,9.34036,0.047109,9.38747,52,E Douglas,1959,5439,2108,5854,2462,6835,2793,7725,578.6,,243.2,834,2286,2016-06-22T20:22:22.000Z,{90B060B8-69CD-431B-8F2D-CC0A1DC7404E}
16,13,097,080508,13097080508,Douglas,ARC 10,1585.01001,17.489099,1602.48999,2.47658,0.027327,2.50389,51,W Douglas,2351,5732,2446,5900,2542,6042,2738,6476,2292.8,,297.6,387,744,2016-06-22T20:22:22.000Z,{DFFF2601-16B1-4B35-8D56-1F4CA639FB23}
17,13,097,080510,13097080510,Douglas,ARC 10,3683.51001,24.538099,3708.050049,5.75548,0.038341,5.79383,51,W Douglas,2715,7986,2961,8650,3461,10050,3889,11210,1376.9,,555.9,1174,3224,2016-06-22T20:22:22.000Z,{78A01227-9A08-4948-9056-ECA05B83B4AE}
18,13,097,080509,13097080509,Douglas,ARC 10,2135.159912,13.8601,2149.02002,3.33619,0.021656,3.35784,51,W Douglas,2002,5555,2079,5727,2188,5942,2427,6565,1633.8,,297.1,425,1010,2016-06-22T20:22:22.000Z,{334E945D-EFE2-4DB7-8D77-417A5FD73FE7}
19,13,077,170602,13077170602,Coweta,ARC 20,2392.070068,97.6474,2489.709961,3.73761,0.152574,3.89017,132,N Coweta,2931,7504,2987,7525,3128,7778,3255,7995,1924.1,2050,125.9,324,491,2016-06-22T20:22:22.000Z,{4E5435A8-DDBE-48B2-ADE3-2A4859FD8AF3}
20,13,077,170503,13077170503,Coweta,ARC 20,17520,347.19101,17867.199219,27.375,0.542486,27.9175,134,SE Coweta,2184,5909,2683,7096,3785,9974,4788,12533,211.8,,237.4,2604,6624,2016-06-22T20:22:22.000Z,{C76AC18E-D6F4-42B3-9646-A0EAE357E617}
21,13,077,170501,13077170501,Coweta,ARC 20,25793.099609,355.265991,26148.400391,40.301701,0.555103,40.856899,134,SE Coweta,2719,7290,2986,7914,3586,9431,4262,11133,178.2,,94,1543,3843,2016-06-22T20:22:22.000Z,{5CC41518-FBE8-4079-A5E7-ABAB9BA43A52}
22,13,077,170406,13077170406,Coweta,ARC 20,3114.219971,50.5741,3164.800049,4.86597,0.079022,4.945,132,N Coweta,1512,4392,2003,5787,2688,7672,3190,9036,896.3,,947.8,1678,4644,2016-06-22T20:22:22.000Z,{0233B38C-87F8-4478-9369-BE7388307378}
23,13,077,170305,13077170305,Coweta,ARC 20,6719.509766,48.1297,6767.640137,10.4992,0.075203,10.5744,132,N Coweta,3606,9375,4003,10304,4856,12231,5788,14299,884.4,1349,464.5,2182,4924,2016-06-22T20:22:22.000Z,{CBA15E7A-7405-433B-8F6B-C51D8ACA00A2}
24,13,077,170601,13077170601,Coweta,ARC 20,5868.390137,169.289993,6037.680176,9.16936,0.264516,9.43388,132,N Coweta,2950,7764,3520,9168,4401,11216,5294,13270,826,,585.7,2344,5506,2016-06-22T20:22:22.000Z,{5C20234C-F369-4D9A-9F2F-50F0968C4675}
25,13,077,170603,13077170603,Coweta,ARC 20,7881.879883,138.837997,8020.720215,12.3154,0.216934,12.5324,132,N Coweta,1836,5444,2109,6193,2563,7433,3185,9134,435.5,,295.2,1349,3690,2016-06-22T20:22:22.000Z,{5407F59D-B2EB-43A7-B948-4DCC4FF89D41}
26,13,077,170502,13077170502,Coweta,ARC 20,19562.099609,178.860001,19740.900391,30.5658,0.279469,30.8452,134,SE Coweta,2197,6133,2527,6954,3292,8938,3827,10355,199.1,,137.1,1630,4222,2016-06-22T20:22:22.000Z,{869A677C-A6A5-4D30-85F9-9CBBFE26A0CF}
27,13,077,170405,13077170405,Coweta,ARC 20,4812.890137,63.6632,4876.549805,7.52014,0.099474,7.61961,132,N Coweta,2787,8370,3531,10519,4523,13324,5273,15435,1101.3,,929.6,2486,7065,2016-06-22T20:22:22.000Z,{8F3A56BF-1341-44A8-A0A4-949E863B9EFC}
28,13,077,170404,13077170404,Coweta,ARC 20,4705.790039,81.401001,4787.189941,7.3528,0.127189,7.47998,132,N Coweta,2357,6925,2992,8714,3739,10735,4289,12232,923.3,,707.6,1932,5307,2016-06-22T20:22:22.000Z,{019319BB-9138-4DB5-A90B-27E7BACC537D}
29,13,077,170403,13077170403,Coweta,ARC 20,10382.599609,104.105003,10486.700195,16.222799,0.162664,16.3855,132,N Coweta,1502,4179,1627,4488,1855,5045,2062,5558,254.8,,84.1,560,1379,2016-06-22T20:22:22.000Z,{47EBF178-BDCF-4CB7-9DF4-B10833CEEA1C}
30,13,077,170306,13077170306,Coweta,ARC 20,4386.080078,36.8479,4422.930176,6.85325,0.057575,6.91083,132,N Coweta,3347,8289,3668,9017,4156,10062,4491,10862,1201.3,,372.9,1144,2573,2016-06-22T20:22:22.000Z,{3853B14F-CA57-4BA8-BE48-4D9C654D48AD}
31,13,097,080603,13097080603,Douglas,ARC 10,3499.879883,27.2379,3527.110107,5.46856,0.042559,5.51111,52,E Douglas,2443,6814,2497,6962,2989,8345,3444,9619,1238.9,,510,1001,2805,2016-06-22T20:22:22.000Z,{9A8F60CA-8F33-4C3D-ABAA-FA2A269A4160}
32,13,097,080511,13097080511,Douglas,ARC 10,10511,89.206802,10600.200195,16.423401,0.139386,16.562799,51,W Douglas,3036,8795,3209,9218,3804,10806,4443,12604,529.8,,229.5,1407,3809,2016-06-22T20:22:22.000Z,{CDFE8B1E-9AB1-4A38-94DC-725169D5207B}
33,13,097,080304,13097080304,Douglas,ARC 10,2543.97998,0,2543.97998,3.97497,0,3.97497,52,E Douglas,2291,5967,2364,6169,2640,7011,2961,7841,1491.8,,468.5,670,1874,2016-06-22T20:22:22.000Z,{9ABE7D26-81AA-46E4-8382-128B7A4258D3}
34,13,097,080404,13097080404,Douglas,ARC 10,14693.599609,80.232903,14773.799805,22.9587,0.125364,23.084101,51,W Douglas,3213,8575,3649,9646,4480,11727,5257,13649,371.2,,219.7,2044,5074,2016-06-22T20:22:22.000Z,{C796C889-78E6-47CC-9425-45C1287381AC}
35,13,097,080303,13097080303,Douglas,ARC 10,1281.48999,0,1281.48999,2.00233,0,2.00233,52,E Douglas,1444,4065,1552,4354,1579,4433,1720,4794,2032.5,2397,364.5,276,729,2016-06-22T20:22:22.000Z,{2201EE2E-F8E1-45D3-91E8-7ED015FB445A}
36,13,097,080403,13097080403,Douglas,ARC 10,10455.799805,12.465,10468.200195,16.3372,0.019477,16.3566,51,W Douglas,1740,4713,1958,5234,2518,6666,3145,8320,287.4,,219.9,1405,3607,2016-06-22T20:22:22.000Z,{14D7B175-75E2-451C-A296-7F02D86F8C95}
37,13,097,080103,13097080103,Douglas,ARC 10,2486.969971,3.19804,2490.169922,3.88589,0.004997,3.89089,52,E Douglas,3077,6385,3313,6841,3782,7762,4174,8513,1637.2,,545.6,1097,2128,2016-06-22T20:22:22.000Z,{0EF6A6DE-E465-47BB-95A0-DF78DE43CF02}
38,13,097,080604,13097080604,Douglas,ARC 10,6829.700195,82.554497,6912.25,10.6714,0.128991,10.8004,52,E Douglas,3422,10182,3822,11327,4902,14489,5944,17485,942.8,1619,676.2,2522,7303,2016-06-22T20:22:22.000Z,{D0735A0F-602D-4DF2-9186-BD7274324102}
39,13,077,170304,13077170304,Coweta,ARC 20,7311.640137,76.364998,7388,11.4244,0.11932,11.5437,132,N Coweta,2511,6691,2933,7690,4089,10452,4976,12551,581.8,,509.6,2465,5860,2016-06-22T20:22:22.000Z,{B9CF9E8A-E960-4EDA-AE24-70928CB2E2C0}
40,13,077,170303,13077170303,Coweta,ARC 20,14650.099609,215.925003,14866,22.8908,0.337383,23.2281,132,N Coweta,1993,5528,2479,6811,3960,10763,4800,12990,238.3,,321.6,2807,7462,2016-06-22T20:22:22.000Z,{3E0D0DE3-FE9B-4B82-A5B2-8F33906873C0}
41,13,077,170802,13077170802,Coweta,ARC 20,29154.199219,254.104996,29408.300781,45.553398,0.397039,45.9505,133,S Coweta,1890,5277,2155,5960,2819,7701,3578,9637,114.7,,94.8,1688,4360,2016-06-22T20:22:22.000Z,{F54E3D4C-43FA-4BF2-8234-E59F6B08DE7C}
42,13,077,170801,13077170801,Coweta,ARC 20,34324.300781,246.710999,34571,53.631699,0.385486,54.0172,133,S Coweta,2334,6144,2846,7489,3893,10072,4615,11850,113.8,,105.7,2281,5706,2016-06-22T20:22:22.000Z,{776F05D0-E79A-4142-9A75-363978C11E76}
43,13,077,170700,13077170700,Coweta,ARC 20,9263.370117,31.111099,9294.480469,14.474,0.048611,14.5226,131,W Coweta,3391,8973,4048,10562,4752,12204,5273,13404,618.8,,305.6,1882,4431,2016-06-22T20:22:22.000Z,{1E75FC11-F769-44F4-AB50-59C7CBD327F1}
44,13,077,170402,13077170402,Coweta,ARC 20,10060.700195,116.389999,10177.099609,15.7198,0.181859,15.9017,132,N Coweta,3104,8631,3387,9342,4255,11416,4840,12762,542.8,,259.8,1736,4131,2016-06-22T20:22:22.000Z,{323BD56D-FC78-458B-9F22-8E3650210122}
45,13,077,170200,13077170200,Coweta,ARC 20,9468.120117,125.989998,9594.110352,14.7939,0.196859,14.9908,131,W Coweta,3604,9689,4599,12257,6453,17010,7799,20477,645.9,,719.2,4195,10788,2016-06-22T20:22:22.000Z,{D41E8822-B4A5-4FB2-B7F4-E416752EF327}
46,13,077,170100,13077170100,Coweta,ARC 20,54800,413.347992,55213.300781,85.625,0.645856,86.270798,131,W Coweta,3080,8649,3590,9991,4474,12296,5243,14295,100.2,,65.4,2163,5646,2016-06-22T20:22:22.000Z,{A8CD9709-A2AE-4C05-9305-FAD4010B847E}
47,13,097,080201,13097080201,Douglas,ARC 10,4693.620117,8.94719,4702.569824,7.33378,0.01398,7.34777,52,E Douglas,2195,5933,2443,6610,2845,7684,3295,8906,812.7,1220,407.3,1100,2973,2016-06-22T20:22:22.000Z,{D063A952-B0F6-4E7F-A945-F35484FC2CC1}
48,13,097,080506,13097080506,Douglas,ARC 10,4539.419922,3.58056,4543,7.09284,0.005595,7.09844,51,W Douglas,2246,6361,2630,7388,3283,9096,3964,10933,895.9,,643.9,1718,4572,2016-06-22T20:22:22.000Z,{60573FD1-C5AE-4938-9291-65BA478FA629}
49,13,097,080505,13097080505,Douglas,ARC 10,2449.219971,0,2449.219971,3.82691,0,3.82691,51,W Douglas,1663,4454,1687,4501,1766,4654,1907,5009,1172.1,,146.1,244,555,2016-06-22T20:22:22.000Z,{3CD459F0-85C6-4C28-A9BB-8D41CD17BEC8}
50,13,097,080202,13097080202,Douglas,ARC 10,3720.98999,25.837601,3746.820068,5.81405,0.040371,5.85441,52,E Douglas,3478,8997,3584,9308,4132,10674,4698,12066,1524.9,,520.2,1220,3069,2016-06-22T20:22:22.000Z,{7B0E053A-444F-43A5-83A9-B30EDD4F2AAE}
51,13,097,080507,13097080507,Douglas,ARC 10,6224.899902,52.1422,6277.040039,9.72641,0.081472,9.80787,51,W Douglas,1424,4145,1697,4872,2248,6416,2784,7922,423,,385.4,1360,3777,2016-06-22T20:22:22.000Z,{A8773021-6C65-4F1A-9A1B-BB02F93900CE}
52,13,097,080402,13097080402,Douglas,ARC 10,27700.099609,78.022301,27778.099609,43.281399,0.12191,43.403301,51,W Douglas,3107,8651,3480,9574,4077,11121,4652,12685,199.3,,92.9,1545,4034,2016-06-22T20:22:22.000Z,{F68542B0-607B-4FFB-8378-641FDB8FB81B}
53,13,097,080301,13097080301,Douglas,ARC 10,5533.27002,14.2659,5547.529785,8.64573,0.022291,8.66802,52,E Douglas,4346,12015,4726,12993,5856,15965,6912,18760,1381,,775.3,2566,6745,2016-06-22T20:22:22.000Z,{7E4A5F51-4572-4346-8BC7-DDFA29DDB152}
54,13,089,980000,13089980000,DeKalb,ARC 10,158.602997,23.7824,182.386002,0.247817,0.03716,0.284978,47,SW DeKalb,,,,,,,,,,,,,,2016-06-22T20:22:22.000Z,{FA0600D9-E762-4905-96D4-6966E3F936EA}
55,13,089,023428,13089023428,DeKalb,ARC 10,1877.439941,55.816399,1933.25,2.9335,0.087213,3.0207,49,S DeKalb,3499,8936,3557,8947,3767,9300,4135,10034,2978.7,,366,636,1098,2016-06-22T20:22:22.000Z,{3CC471E8-70A1-4C14-8C7F-FF15B72424DC}
56,13,089,023426,13089023426,DeKalb,ARC 10,1320.48999,25.6819,1346.170044,2.06327,0.040128,2.10339,49,S DeKalb,1506,4697,1520,4705,1671,5122,1926,5829,2236.7,,539,420,1132,2016-06-22T20:22:22.000Z,{6D430404-3D23-4575-920C-24838AC1D8FA}
57,13,089,021502,13089021502,DeKalb,ARC 10,874.835999,0.430952,875.267029,1.36693,0.000673,1.3676,43,NW DeKalb,2554,4344,2619,4409,3005,5020,3615,5923,3102.9,,1127.9,1061,1579,2016-06-22T20:22:22.000Z,{8CB6FC17-5C37-4A9B-8506-B3BBB306CDCE}
58,13,089,022302,13089022302,DeKalb,ARC 10,884.054016,0,884.054016,1.38133,0,1.38133,43,NW DeKalb,2039,3947,2048,3953,2092,4000,2203,4148,2819.3,,143.6,164,201,2016-06-22T20:22:22.000Z,{C57986FA-14B4-437B-BBE3-CA111B65970E}
59,13,089,022007,13089022007,DeKalb,ARC 10,296.653992,0,296.653992,0.463522,0,0.463522,44,NE DeKalb,1266,3574,1281,3579,1314,3637,1361,3721,7148,7442,294,95,147,2016-06-22T20:22:22.000Z,{B62D4F45-B65A-42A1-B423-83E434ED6C2B}
60,13,089,021602,13089021602,DeKalb,ARC 10,788.052002,0,788.052002,1.23133,0,1.23133,43,NW DeKalb,2125,3797,2143,3805,2311,4114,2455,4308,3164.2,3590,425.8,330,511,2016-06-22T20:22:22.000Z,{A920EEC7-5B00-4D44-A565-9DC606BE3FD3}
61,13,089,023803,13089023803,DeKalb,ARC 10,1220.349976,1.558,1221.900024,1.9068,0.002434,1.90922,47,SW DeKalb,1913,6099,1928,6112,2056,6450,2275,7021,3210,,485.3,362,922,2016-06-22T20:22:22.000Z,{342F0DF6-DEA0-4537-977F-4B114B8AA326}
62,13,089,022402,13089022402,DeKalb,ARC 10,768.476013,23.104601,791.580994,1.20074,0.036101,1.23685,43,NW DeKalb,1159,7637,1199,8438,1426,10268,1537,11484,6364.2,9570,3205.8,378,3847,2016-06-22T20:22:22.000Z,{B870BC05-10A0-4260-9136-0D343DB52EA0}
63,13,089,022700,13089022700,DeKalb,ARC 10,556.682007,0,556.682007,0.869816,0,0.869816,46,Decatur,1713,4212,1742,4233,1961,4726,2168,5203,4680,,1101.1,455,991,2016-06-22T20:22:22.000Z,{7C1F101D-A117-4FF7-A981-EF747F06219E}
64,13,089,022403,13089022403,DeKalb,ARC 10,1213.949951,2.22642,1216.180054,1.8968,0.003479,1.90028,43,NW DeKalb,1701,3889,1747,3950,2123,4748,2591,5738,2046.8,3020,973.2,890,1849,2016-06-22T20:22:22.000Z,{06FE9984-C7DF-421B-BC1B-DA97937AFEF7}
65,13,089,023425,13089023425,DeKalb,ARC 10,1235.97998,34.527,1270.51001,1.93122,0.053948,1.98517,49,S DeKalb,2080,5937,2093,5954,2219,6219,2404,6661,2968.5,,362,324,724,2016-06-22T20:22:22.000Z,{58CC5843-B6AE-4CE8-8249-29D6CA3FDEDA}
66,13,089,022204,13089022204,DeKalb,ARC 10,1020.429993,0,1020.429993,1.59442,0,1.59442,43,NW DeKalb,2663,5968,2682,5997,2753,6129,2945,6461,3730,,308.1,282,493,2016-06-22T20:22:22.000Z,{3BFC6328-6398-4283-83E0-FAA56F5BCDBC}
67,13,089,023423,13089023423,DeKalb,ARC 10,5673.529785,63.958801,5737.490234,8.86489,0.099936,8.96483,49,S DeKalb,3173,9266,3227,9341,3387,9735,3520,10019,1029.6,,83.7,347,753,2016-06-22T20:22:22.000Z,{239EBC27-7E38-4AA0-ADB2-41C9F3A8FDFA}
68,13,089,023419,13089023419,DeKalb,ARC 10,3266.689941,59.5751,3326.26001,5.1042,0.093086,5.19728,49,S DeKalb,3002,9055,3030,9082,3252,9569,3436,9944,1741.3,,171,434,889,2016-06-22T20:22:22.000Z,{A387C908-186C-4FF6-B624-AA63389BE274}
69,13,089,023312,13089023312,DeKalb,ARC 10,2132.189941,53.1534,2185.340088,3.33155,0.083052,3.41459,48,SE DeKalb,3186,9246,3233,9283,3537,9965,3733,10388,2719.4,,335.9,547,1142,2016-06-22T20:22:22.000Z,{5B7849DF-D507-4CBB-99D7-7EB76F34EDDB}
70,13,089,023311,13089023311,DeKalb,ARC 10,1213.349976,12.6476,1225.98999,1.89586,0.019762,1.91561,48,SE DeKalb,1403,4330,1419,4344,1565,4706,1636,4859,2278.9,,278.4,233,529,2016-06-22T20:22:22.000Z,{073F947E-0389-44D7-A751-BAFC7BA29668}
71,13,089,023213,13089023213,DeKalb,ARC 10,1244.150024,4.10936,1248.26001,1.94398,0.006421,1.95041,48,SE DeKalb,2157,6145,2175,6155,2403,6677,2566,7041,3072.5,,448,409,896,2016-06-22T20:22:22.000Z,{09CF9151-2D8E-4AD9-BE90-66161C27DA28}
72,13,089,022301,13089022301,DeKalb,ARC 10,1046.339966,0,1046.339966,1.63491,0,1.63491,43,NW DeKalb,3015,5442,3038,5473,3191,5721,3351,5973,3401.3,,331.9,336,531,2016-06-22T20:22:22.000Z,{36614FB9-D2D0-478D-9AF0-C81AA3327EB2}
73,13,089,023602,13089023602,DeKalb,ARC 10,676.729004,2.76634,679.494995,1.05739,0.004322,1.06171,47,SW DeKalb,883,2746,904,2777,977,2963,1119,3343,2496.4,,542.7,236,597,2016-06-22T20:22:22.000Z,{11A98AB4-DAC9-4A52-A4B5-D28BEA8E08AF}
74,13,089,023504,13089023504,DeKalb,ARC 10,541.297974,1.21947,542.517029,0.845778,0.001905,0.847683,47,SW DeKalb,1334,3847,1373,3910,1594,4476,1857,5115,4808.8,,1585,523,1268,2016-06-22T20:22:22.000Z,{193FD8C6-80EB-4D72-833A-43F2CE298837}
75,13,089,023411,13089023411,DeKalb,ARC 10,719.482971,1.26691,720.75,1.12419,0.00198,1.12617,49,S DeKalb,1298,3857,1315,3867,1568,4549,1745,4991,3506.4,,1030.9,447,1134,2016-06-22T20:22:22.000Z,{FE9A015E-CF0A-4C6F-B403-F28C3E61ACB9}
76,13,089,023410,13089023410,DeKalb,ARC 10,797.950012,3.52076,801.471008,1.2468,0.005501,1.2523,49,S DeKalb,1548,3998,1587,4047,1985,4944,2160,5285,3075.4,,990,612,1287,2016-06-22T20:22:22.000Z,{B8F9FA7E-BEA6-4AEC-81C6-016EB44D0E1D}
77,13,089,023501,13089023501,DeKalb,ARC 10,567.921021,0,567.921021,0.887377,0,0.887377,47,SW DeKalb,1306,3795,1316,3818,1438,4097,1505,4234,4216.7,,487.8,199,439,2016-06-22T20:22:22.000Z,{60E1F0B1-7BE6-4ECE-8087-9B452D573A9A}
78,13,089,023114,13089023114,DeKalb,ARC 10,590.315002,3.13923,593.455017,0.922367,0.004905,0.927273,47,SW DeKalb,906,2666,989,2874,1387,3983,1713,4833,2962.2,5370,2407.8,807,2167,2016-06-22T20:22:22.000Z,{A89A237F-E6CE-46A5-B762-313E67D918FB}
79,13,089,023112,13089023112,DeKalb,ARC 10,610.10199,2.8516,612.953979,0.953284,0.004456,0.957741,47,SW DeKalb,1942,4289,2015,4401,2517,5381,3018,6332,4289,6332,2043,1076,2043,2016-06-22T20:22:22.000Z,{034090EB-31EB-4B63-B396-A178A852EBD9}
80,13,089,021912,13089021912,DeKalb,ARC 10,2826.449951,20.255199,2846.699951,4.41633,0.031649,4.44797,44,NE DeKalb,1320,3815,1330,3825,1379,3946,1425,4050,867,,53.4,105,235,2016-06-22T20:22:22.000Z,{56036DFE-3E22-48C7-A74B-AB4CC30E2A87}
81,13,089,021910,13089021910,DeKalb,ARC 10,912.067993,1.26394,913.33197,1.42511,0.001975,1.42708,44,NE DeKalb,2027,4743,2114,4923,2272,5258,2367,5416,3387.9,,480.7,340,673,2016-06-22T20:22:22.000Z,{FFA2491C-5F42-4399-9B76-B0F677592CF7}
82,13,089,021604,13089021604,DeKalb,ARC 10,858.458984,1.61903,860.078003,1.34134,0.00253,1.34387,43,NW DeKalb,1274,2833,1290,2848,1544,3378,1816,3912,2179.2,,830,542,1079,2016-06-22T20:22:22.000Z,{9F88ADB6-8DD2-413F-B988-1984D974D2A4}
83,13,089,021504,13089021504,DeKalb,ARC 10,918.695007,9.82763,928.521973,1.43546,0.015356,1.45082,43,NW DeKalb,2886,5601,2907,5668,2983,5862,3216,6292,3734,,460.7,330,691,2016-06-22T20:22:22.000Z,{161FCFDA-2731-4C8F-825A-F99DBC89B37F}
84,13,089,021503,13089021503,DeKalb,ARC 10,475.86499,2.92227,478.786987,0.743539,0.004566,0.748105,43,NW DeKalb,1591,3247,1609,3265,1741,3520,2040,4053,4638.6,5790,1151.4,449,806,2016-06-22T20:22:22.000Z,{3F52D61C-5626-48DC-96B9-6B28CF14EE92}
85,13,089,023107,13089023107,DeKalb,ARC 10,927.312988,0,927.312988,1.44893,0,1.44893,47,SW DeKalb,1706,4852,1742,4921,2055,5742,2259,6210,3465.7,,970,553,1358,2016-06-22T20:22:22.000Z,{DABE71B0-2AC5-48C5-A5C0-D705101E51F4}
86,13,089,023418,13089023418,DeKalb,ARC 10,12500.599609,169.091995,12669.700195,19.5322,0.264206,19.7964,49,S DeKalb,7068,18898,7236,19168,8636,22671,10015,25998,954.4,1313,358.6,2947,7100,2016-06-22T20:22:22.000Z,{95697EB8-B874-4DF2-96DC-D6C8B8B3963B}
87,13,089,023101,13089023101,DeKalb,ARC 10,875.356018,1.16708,876.52301,1.36774,0.001824,1.36957,47,SW DeKalb,1690,5095,1706,5130,1895,5577,2133,6204,3639.3,,792.1,443,1109,2016-06-22T20:22:22.000Z,{7F1F425E-7F86-4C0C-A9C7-555A88A43593}
88,13,089,022401,13089022401,DeKalb,ARC 10,662.531006,0.459122,662.98999,1.0352,0.000717,1.03592,43,NW DeKalb,2164,4023,2196,4047,2510,4543,2803,4989,4023,4989,966,639,966,2016-06-22T20:22:22.000Z,{7A7516F8-EC57-4B93-AB96-32099ADF55AF}
89,13,089,020900,13089020900,DeKalb,ARC 10,1100.910034,0,1100.910034,1.72017,0,1.72017,45,Atlanta-DeKalb,2574,6010,2612,6041,2761,6279,3071,6860,3535.3,,500,497,850,2016-06-22T20:22:22.000Z,{FCEBE078-D912-4EF5-B045-435E03715CB9}
90,13,089,020700,13089020700,DeKalb,ARC 10,312.563995,0,312.563995,0.488381,0,0.488381,45,Atlanta-DeKalb,961,2304,972,2304,1207,2817,1487,3424,4608,6848,2240,526,1120,2016-06-22T20:22:22.000Z,{57DEF4B8-5B8D-4105-834E-2979B05A0712}
91,13,089,020600,13089020600,DeKalb,ARC 10,273.615997,0,273.615997,0.427525,0,0.427525,45,Atlanta-DeKalb,923,2444,940,2478,1233,3194,1322,3391,6110,,2367.5,399,947,2016-06-22T20:22:22.000Z,{499CA2D1-C3EF-4EC6-B14E-5658DF511AB0}
