OBJECTID,GEOID10,NAME10,PLNG_REGIO,Median_household_income,Type_2__Annual_Transit_Trips,GlobalID,last_edited_date,Pop_Chng_per_SqMi_2000_2010,Tp2_HousTranspCosts_Pct_Income,Tp2_HousCosts_Pct_Income,Tp2_TranspCosts_Pct_Income,Tp2_AnnualVehMilesTrav
926,13013180105,1801.05,ARC 20,49327,0.75,{DB62A751-81BA-466C-A1FA-5B5E0E31BCDB},2015-06-02T12:14:56.000Z,75.9,169.24,96.58,72.66,21797
927,13013180104,1801.04,ARC 20,53125,0,{44B1EAAC-8E75-44A9-BFC3-FC26525DFF70},2015-06-02T12:14:56.000Z,3.8,154.67,85.99,68.68,20794
928,13013180107,1801.07,ARC 20,40665,6.45,{8A0ADDDE-83A7-40EE-A466-D602C1A01735},2015-06-02T12:14:56.000Z,24.7,128.93,62.58,66.35,19627
929,13013180108,1801.08,ARC 20,56354,1.52,{6FD5AF93-46D9-4964-896E-E4D05ECE27B8},2015-06-02T12:14:56.000Z,-4.4,147.73,78.52,69.21,20829
930,13223120104,1201.04,ARC 20,65886,0,{AAB482E3-3BC3-49C5-94CB-F9E4AB0FB3F4},2015-06-02T12:14:56.000Z,30.1,150.71,77.75,72.96,21062
931,13223120604,1206.04,ARC 20,62938,22.63,{BCCF99A4-B406-4B16-AF7F-A112F94DAFB3},2015-06-02T12:14:56.000Z,226.3,161.7,90.84,70.86,21755
932,13223120601,1206.01,ARC 20,60475,6,{F1B9B8FE-5139-4416-94B8-7DC737852359},2015-06-02T12:14:56.000Z,366.3,148.1,79.85,68.25,20163
933,13223120603,1206.03,ARC 20,58711,8.71,{554DE074-05FB-4734-910E-B1BA97CC0749},2015-06-02T12:14:56.000Z,287.5,139.98,76.92,63.05,18518
934,13223120501,1205.01,ARC 20,52301,3.05,{18D68C53-97DB-464A-AC17-A08D0A136EAC},2015-06-02T12:14:56.000Z,307.5,158.05,91.68,66.36,19798
935,13223120203,1202.03,ARC 20,65034,0.24,{C0D1F82C-5C16-4355-BD00-27F61BECEB3B},2015-06-02T12:14:56.000Z,203.8,150.4,83.25,67.16,19740
936,13223120101,1201.01,ARC 20,87562,34.31,{244FBD50-1D82-4E5E-BF91-0653C63FC156},2015-06-02T12:14:56.000Z,496.5,189.83,117.09,72.75,21351
937,13223120502,1205.02,ARC 20,61014,10.01,{219A2AF0-1D2C-40D1-A846-EE02CB372204},2015-06-02T12:14:56.000Z,174.7,162.8,92.55,70.25,21050
938,13223120503,1205.03,ARC 20,61397,11.52,{F5480406-1823-449C-AB0E-2E04FB2F0064},2015-06-02T12:14:56.000Z,231.1,139.27,70.91,68.36,20762
939,13223120605,1206.05,ARC 20,61912,8.38,{AA0AE036-BD1B-4525-9CCD-6F37120291C4},2015-06-02T12:14:56.000Z,164.4,163.56,91.75,71.81,21759
940,13223120602,1206.02,ARC 20,57821,17.43,{E5A76731-18C4-4316-9AD5-E7D461E0CEC7},2015-06-02T12:14:56.000Z,310.7,168.41,97.61,70.81,21405
941,13223120204,1202.04,ARC 20,53934,21.03,{66F81E43-27B6-44FF-AE29-791C474FDDB0},2015-06-02T12:14:56.000Z,409.7,150.54,85.69,64.85,19056
942,13223120301,1203.01,ARC 20,56370,15.45,{C58941B1-DE64-49F1-8819-8033C0919A1A},2015-06-02T12:14:56.000Z,240.3,144.4,81.18,63.22,18869
943,13223120303,1203.03,ARC 20,60600,0,{16D12D1C-B2F0-4BE9-A0F1-8D46AC37DD80},2015-06-02T12:14:56.000Z,32.9,162.72,91.67,71.06,20788
944,13223120102,1201.02,ARC 20,76794,22.33,{53B89122-10A5-4971-964D-54CF46B1C0FE},2015-06-02T12:14:56.000Z,490.2,158.4,87.6,70.8,21111
945,13223120103,1201.03,ARC 20,77835,6.29,{639FA5CF-4A0D-474C-ABD6-BC01615A8135},2015-06-02T12:14:56.000Z,189,166.35,93.35,73,21204
946,13223120302,1203.02,ARC 20,45634,18.17,{433DE352-33FE-48DD-A10E-6A3F9FE2E12A},2015-06-02T12:14:56.000Z,243.1,138.54,77.23,61.32,18531
947,13223120202,1202.02,ARC 20,62659,0.9,{7EF83D96-3368-44E6-A534-2ACBD4AC74CC},2015-06-02T12:14:56.000Z,463.1,164.02,97.44,66.58,19406
948,13223120400,1204,ARC 20,54245,0,{8BD3E6E7-A423-4A6A-A5A6-0460555D11D9},2015-06-02T12:14:56.000Z,105.9,150.13,76.44,73.69,21999
