OBJECTID,GEOID10,NAME10,PLNG_REGIO,last_edited_user,Percent_BA_or_Higher,Median_household_income,Change_in_Total_Jobs__2015_2040,GlobalID,Pop_Chng_per_SqMi_2000_2010,Chng_AgForFshHnt_jobs_2015_2040,Change_Mining_jobs_2015_2040,Chng_Util_Sect_jobs_2015_2040,Chng_Const_jobs_2015_2040,Chng_Manuf_jobs_2015_2040,Chng_Whlsl_Trade_jobs_2015_2040,Chng_Retail_Trad_jobs_2015_2040,Chng_Trans_Wareh_jobs_2015_2040,Chng_Info_jobs_2015_2040,Chng_Finance_jobs_2015_2040,Chng_RealEs_Rent_jobs_2015_2040,Chng_ProSciTech_jobs_2015_2040,Chng_Mgmt_Comps_jobs_2015_2040,Chng_Ad_Wst_Mgmt_jobs_2015_2040,Chng_Educ_Svcs_jobs_2015_2040,Chng_HealthSocAs_jobs_2015_2040,Chng_ArtsEntRec_jobs_2015_2040,Chng_AccFoodSvcs_jobs_2015_2040,Chg_OthrNotPubAd_jobs_2015_2040,Chng_PubAdmin_jobs_2015_2040,Chg_Pct_AgFoFiHu_jobs_2015_2040,Chng_Pct_Mining_jobs_2015_2040,Chg_Pct_Util_Sec_jobs_2015_2040,Chng_Pct_Const_jobs_2015_2040,Chng_Pct_Manuf_jobs_2015_2040,Chng_Pct_WhlslTr_jobs_2015_2040,Chg_Pct_RetailTr_jobs_2015_2040,Chg_Pct_TranspWH_jobs_2015_2040,Chng_Pct_Info_jobs_2015_2040,Chng_Pct_Finance_jobs_2015_2040,ChgPct_RlEs_Rent_jobs_2015_2040,ChgPct_ProSciTec_jobs_2015_2040,ChgPct_MgmtComps_jobs_2015_2040,ChgPct_AdWstMgmt_jobs_2015_2040,ChgPct_EducSvcs_jobs_2015_2040,ChgPct_HlthSocAs_jobs_2015_2040,ChgPct_ArtEntRec_jobs_2015_2040,ChgPct_AcFoodSvc_jobs_2015_2040,ChPct_OthNotPubAd_job_2015_2040,ChgPct_PubAdmin_jobs_2015_2040
11,13045910701,9107.01,ARC 20,SDE,20.6,44002,3383,{1AAA8A6D-08DD-4B49-89A8-2B2DAA6786F1},116.1,0,0,-7,419,-1,13,-11,8,0,31,8,54,0,54,501,1912,0,60,19,323,0,0,-0.4,2.7,-1.8,-0.4,-2,-0.6,0,-0.8,-0.3,-0.5,0,-0.4,-0.5,6.9,-0.4,-1.7,-0.4,0.9
12,13045910703,9107.03,ARC 20,SDE,17.7,43517,941,{11F6CD56-8770-468A-89AC-21CD3FE6DF3C},68.9,0,0,0,94,8,13,66,17,-16,23,1,131,0,44,10,117,33,86,253,61,0,0,0,2.4,-1.2,-0.8,-2.9,0.1,-2,-1.1,-0.7,3,-0.1,-0.9,0.3,-2,0.3,-1,5.4,1.2
13,13045910600,9106,ARC 20,SDE,19.1,48420,1040,{6ECA9BC9-3A38-4CF6-B9C9-84717F7BF16B},70.5,0,0,-20,407,-1,6,4,0,-7,82,35,111,0,43,77,113,0,20,39,131,0,0,-2.9,8.1,-0.3,0,-4.5,-0.1,-1.5,-1.8,0.6,2,0,0.3,1.1,2.7,0,-0.5,0.2,-3.5
14,13045910501,9105.01,ARC 20,SDE,16.5,30625,1040,{85C29D59-887F-463D-8413-41DCF170A850},153.2,0,0,-4,271,-264,30,27,2,-7,78,79,45,0,115,1,533,4,49,53,28,0,0,-0.1,3.3,-9.9,-0.1,-0.2,0,-0.2,0.9,0.7,0.5,0,1.2,-3.5,7.2,0,-0.7,0.6,0.2
15,13045910702,9107.02,ARC 20,SDE,27.6,62459,1767,{D665A452-0D25-44A4-9DA2-72D59BF26A48},104.1,0,0,0,69,83,5,165,74,0,18,122,840,3,263,64,30,3,0,28,0,0,0,0,0,1.9,-0.9,2.6,0.6,-0.3,-0.8,-4.2,9.2,-0.2,-3.6,-4,0.4,0.1,0,-0.2,0
16,13045911200,9112,ARC 20,SDE,15.5,38525,405,{2120AC97-6854-4DF6-A8E0-DFBAF464CBAC},2.8,0,0,0,92,-211,6,15,1,0,33,10,26,0,55,75,234,2,11,3,53,0,0,0,4,-24.5,0.2,-0.1,0,0,1.4,0.5,1,0,1.8,2.5,11.7,0.1,0.2,0.1,1.7
17,13045910400,9104,ARC 20,SDE,13.1,37646,285,{5F0F5C76-8F1D-4C49-B490-AA5BA0CCBA68},-8.5,-2,0,0,13,0,0,1,16,0,2,0,3,0,13,141,81,5,6,6,0,-2.2,0,0,0.6,-1,0,-3.2,0.4,-0.2,-1.6,0,0.3,0,0.4,1.2,4.8,0.5,-0.3,0.2,0
18,13113140207,1402.07,ARC 10,SDE,66.3,105288,234,{B97FC3F1-1E31-4E46-B5D3-29533F41ABDD},49,0,0,0,46,0,14,-10,0,0,-2,1,7,0,9,16,135,-21,16,23,0,0,0,0,2.5,0,0.2,-3.4,-0.1,0,-0.8,-0.1,-0.1,0,0.1,0.5,7.7,-4.4,-2.5,0.2,0
19,13113140208,1402.08,ARC 10,SDE,48,74214,1666,{19FD8E05-EBB3-443C-8006-468A93D01152},435.5,-1,29,0,257,-12,129,-66,118,0,30,60,231,-3,122,152,404,0,134,79,3,-0.1,0.1,0,2.8,-2.1,-0.8,-2.7,-0.5,0,-1,-0.2,-0.3,-0.3,0.6,1.4,4.8,0,-2.1,0.2,0
20,13113140303,1403.03,ARC 10,SDE,49.9,78010,1937,{182E0AAA-C3A0-4262-9FD4-7059A825F84B},-88.6,0,0,-6,51,-26,172,57,166,-5,74,124,94,-4,145,136,250,71,97,51,490,0,0,-0.2,-0.3,-5.4,-0.3,-1.5,-1.2,-0.2,0.5,0.8,-0.1,-0.2,1,1.1,2.5,0.5,0.1,-0.3,3
21,13113140304,1403.04,ARC 10,SDE,39.4,70740,1120,{9118995A-39D7-4FBF-9BA5-78388CEBDB3F},-109.8,0,0,0,553,0,11,0,0,-2,55,33,131,0,22,63,200,7,31,15,1,0,0,0,18.2,0,-0.6,-3.9,-0.1,-0.8,0,-0.7,-2,0,-1.7,-3,2.8,-2.5,-5,-0.8,0
22,13113140307,1403.07,ARC 10,SDE,63.6,145086,1029,{5262C230-1FEF-48FF-8861-E5BAAF489D51},123.4,0,0,0,86,0,8,6,15,0,5,30,245,0,56,276,99,193,0,10,0,0,0,0,2.3,-0.2,-0.9,-0.1,0.1,0,-0.2,-0.1,8.2,0,0.4,-13.5,3,0.7,0,0.2,0
23,13113140408,1404.08,ARC 10,SDE,26.4,72200,203,{79EAFECD-F329-43B9-8014-17923084C526},-26.1,0,0,0,83,0,4,0,0,0,8,8,74,0,2,21,3,0,0,0,0,0,0,0,14.4,0,-2.3,-0.4,0,0,0.2,0.6,11.3,0,-0.7,-21.1,-0.4,0,0,-1.7,0
24,13113140407,1404.07,ARC 10,SDE,33.9,63433,486,{5A5B0DEE-B5F8-4441-8BD8-CD156BA09A05},195.1,0,0,0,25,-1,7,2,3,0,9,6,94,0,24,0,157,-1,16,23,122,0,0,0,-0.1,-0.1,0.1,0,0.1,0,0.2,0.1,2,0,0.4,-5.9,3.5,-0.1,0.3,0.3,-0.8
25,13113140405,1404.05,ARC 10,SDE,35.7,85278,720,{5B5D10AB-D168-4EDF-A3F5-5263286F3482},14.3,0,0,0,213,0,8,33,0,0,22,130,159,0,35,0,0,0,52,68,0,0,0,0,10.4,0,-0.7,-11.8,0,0,0.8,3.1,7.7,-0.4,0.9,0,0,0,-12.3,2.4,0
26,13113140404,1404.04,ARC 10,SDE,47.4,77888,3985,{90D11BCF-EBA6-42DF-ABF8-E73A16A259C3},179.3,0,0,-1,69,0,7,58,41,-12,61,92,405,3,88,487,1254,0,127,124,1182,0,0,-0.1,-0.1,-0.2,-0.2,-3.2,-1.4,-1.6,-5.8,-0.8,-1.7,-0.4,-0.7,-3.3,8.7,0,-3.5,-0.7,14.8
27,13113140206,1402.06,ARC 10,SDE,56.4,105966,1158,{E2BD8C53-85C6-49A4-B6B3-C0932C618B25},161.4,0,0,0,74,-1,7,27,273,-4,29,37,48,2,47,64,437,0,92,24,2,0,0,0,1.3,-0.2,-0.7,-2.1,-3.7,-0.4,-0.7,0.2,0,-1.2,0.3,-0.4,8.6,-0.1,-1.3,0.1,0.1
28,13113140203,1402.03,ARC 10,SDE,36.8,83935,1474,{AE246122-88EF-43CF-B368-AA408A5B0443},216.4,0,23,0,327,27,21,21,20,-9,74,128,108,3,47,4,121,0,70,112,377,0,-0.3,0,5.1,-2.2,-0.4,-2.7,-0.5,-1.7,-1.5,0.4,-0.2,-1.3,-0.1,-2.4,2.6,-0.2,-1.9,-1,8.3
29,13113140204,1402.04,ARC 10,SDE,42,76681,2284,{E2F508B9-C569-4802-9F14-012A623E60D1},42.5,0,0,0,75,-1,5,3,0,0,4,12,29,0,49,56,2018,1,11,10,12,0,0,0,0.4,-0.2,-0.1,-0.1,-0.1,0,0,-0.1,0.1,-0.2,-0.1,-6,6.5,-0.1,-0.3,0,-0.1
30,13113140305,1403.05,ARC 10,SDE,47.6,97955,1861,{8E483E22-50BF-4D19-AB3A-C3D36B11811E},247.1,0,0,0,328,0,3,20,319,0,31,157,105,0,199,136,450,7,92,14,0,0,0,0,5.3,-0.1,-0.4,0.1,2,-0.1,-0.8,-2.7,0.9,0,-1.4,-6.6,4.6,0.3,-0.5,-0.4,0
31,13113140403,1404.03,ARC 10,SDE,39.6,78324,615,{64499973-B3F2-43ED-8020-06416F1722B8},122.7,0,0,0,25,-1,13,-19,7,0,6,142,73,0,96,5,151,10,78,29,0,0,0,0,0.7,-0.1,0.1,-8.3,-0.4,0,-1.2,3.6,1.2,0,2.2,0.1,4.3,0.1,-1.9,-0.3,0
32,13113140406,1404.06,ARC 10,SDE,29.5,57438,1172,{CE707261-712A-4A21-9225-1547C3E883E3},37.3,0,0,0,251,0,10,9,9,-5,35,29,123,4,39,29,395,49,79,53,63,-0.1,0,0,3.9,-0.1,-0.6,-4.9,-0.5,-0.7,-2.6,-0.3,-0.7,0.1,0,0.2,7.7,0.3,-2.5,-0.2,1
33,13113140306,1403.06,ARC 10,SDE,51.4,89699,2422,{ADB127E6-7569-4808-AD08-A09DA60B959C},56.3,0,0,0,172,123,96,29,0,-8,15,53,477,7,180,115,65,7,140,909,42,0,0,0,-5.2,-1.6,-5.6,-6.9,0,-0.6,-0.4,0.4,6.4,0,1.3,0.8,1,0.2,0.7,9.2,0.6
34,13113140102,1401.02,ARC 10,SDE,31.7,72549,2233,{4AA402C0-8430-43A5-93AD-2A8130635103},-3.8,0,0,0,480,-32,66,25,16,-9,51,229,296,5,86,38,637,189,52,95,9,0,0,0,4.9,-2.1,-1.1,-10.5,-0.2,-0.7,0.2,2.1,2.8,-0.3,0,0.2,4.4,0.9,-0.7,0.2,-0.1
35,13113140101,1401.01,ARC 10,SDE,32,64732,2567,{01AC3868-79C0-46E8-A1A1-2689C176D2BC},49.1,0,0,0,58,-1,5,39,0,-3,73,115,1438,0,73,64,36,17,555,58,40,0,0,0,0.1,-0.4,-0.3,-0.6,-0.3,-0.8,-1.2,-0.9,16.4,0,-0.6,-6,0.5,0,-4.1,-0.4,-1.1
36,13113140502,1405.02,ARC 10,SDE,32.1,73591,446,{76E169DB-A1FE-4407-B666-A0BD2A644C96},12.4,0,0,0,169,-2,1,0,37,0,7,2,83,0,4,47,1,0,0,2,95,0,0,0,1.9,-4.1,-0.6,-0.3,0.6,-2.9,-0.6,-0.2,4.9,0,-0.4,-6,0.1,0,0,-0.2,7.9
37,13113140501,1405.01,ARC 10,SDE,38,84885,1589,{3D514EE8-AEEA-4040-8CE0-8BADBE5F7FB1},42.3,-2,0,0,397,0,5,18,55,0,124,405,219,0,38,225,34,0,63,8,0,-1.2,0,0,6.7,0,-0.5,-0.8,0.7,-0.2,-0.9,0.6,4.5,0,-0.3,-8.5,-0.3,0,0.8,-0.5,0
38,13247060404,604.04,ARC 10,SDE,22.6,54146,463,{8207FA47-ACE7-47E2-A10F-6F1E301608D8},-45.3,0,0,0,19,0,1,3,0,0,0,6,35,0,25,158,190,0,0,26,0,0,0,0,0.9,0,-0.1,-6.6,-0.2,-0.9,0,-0.7,0.4,0,-0.4,-4.7,12.8,0,0,-0.4,0
39,13247060304,603.04,ARC 10,SDE,25,42554,4090,{9C29BEE7-75A2-4E45-949D-259A25F07D58},120.7,-4,0,-11,997,-96,164,100,59,-50,119,153,328,3,318,437,864,13,330,124,242,-0.1,0,-0.2,4.6,-3,-0.6,-1.5,-2.3,-1.4,-0.4,-0.5,0.7,-0.7,0.5,1.1,4.8,-0.3,-0.5,0.2,-0.2
40,13247060101,601.01,ARC 10,SDE,15.7,51356,362,{2D14F369-C019-43A0-BC0B-2D4E4105ED68},9.5,0,0,0,27,0,3,60,3,0,0,9,55,0,36,87,73,0,0,9,0,0,0,0,-0.5,0,-0.9,-6.7,-0.3,0,0,1.3,3.9,0,0.2,-1.9,6.6,0,0,-1.7,0
41,13247060202,602.02,ARC 10,SDE,27.4,54345,988,{72FE451B-BF48-44AA-9302-F67992CC644A},174.6,0,0,0,443,0,0,0,2,0,42,26,153,0,28,126,26,0,6,5,131,0,0,0,17.5,-0.2,0,-1.3,-0.8,-1.9,-1.5,0.3,5.6,-2.7,-0.9,-9.7,0.9,0,-2.4,-0.1,-2.8
42,13247060201,602.01,ARC 10,SDE,12.1,35453,1003,{436C1DEC-2F71-44AE-A8CB-0B5C748525B6},31.8,-4,0,-2,571,-22,26,19,34,-1,39,29,78,0,79,0,8,0,16,62,71,-1.1,0,-0.2,13,-5.4,-1.9,-2.2,-1.2,-0.1,0.6,0.2,2.3,0,0.7,0,0,0,-0.2,0.1,-4.3
43,13247060306,603.06,ARC 10,SDE,28.9,65357,1566,{E6883E60-7459-4D73-895F-438EAE198B5F},231.9,0,0,-5,743,-24,40,19,82,0,63,43,126,0,78,206,122,4,62,7,0,0,0,-0.6,12.8,-3.7,-2.3,-4.6,1.5,-0.3,-1.7,-2,1.7,0,-0.2,0.9,1.9,-0.9,-2.5,0,0
44,13247060407,604.07,ARC 10,SDE,26.5,51714,166,{61A81007-77BB-4AA0-877C-F2BB29C8755B},-84.8,0,0,0,11,0,0,3,4,-1,1,12,4,0,8,70,48,0,6,0,0,0,0,0,0.9,0,-0.3,-1.8,-1.2,-1.5,-0.3,-2.6,0.3,0,-0.6,-0.1,10,0,-2.9,0,0
45,13247060403,604.03,ARC 10,SDE,38.2,69286,422,{71D58E5C-B9F4-4203-9983-C5C9ED8AC2F9},63.8,0,0,0,94,0,2,6,2,0,6,14,32,-2,17,0,176,-1,62,10,4,-0.2,0,0,5.3,0,0,-2.2,-1,-0.5,-2.9,0.8,0.6,-5.3,0.1,-0.1,12.9,-3.9,-2.3,-0.5,-1.1
46,13247060406,604.06,ARC 10,SDE,34,71833,195,{E9DBF3A9-9805-4F3A-87A1-EAE24D73AA77},41.4,0,0,0,17,0,11,1,0,0,-11,-1,3,0,9,31,97,0,24,13,1,0,0,0,1.3,0,0.6,-2.2,-0.1,-0.1,-4.2,-0.6,-0.1,-1.8,0.1,1.2,9.8,-2.7,-1.7,0.6,-0.3
47,13247060305,603.05,ARC 10,SDE,14.4,37067,2448,{671A96CC-AFE9-4BBB-BF94-C8AFC4A3196A},138.2,0,6,-4,72,-327,119,251,0,-18,116,288,448,7,232,13,131,178,225,222,489,0,0,-0.1,0.5,-11.6,-0.4,-2,0,-0.6,0.1,2.1,3.8,0,1.1,0.1,1.2,1.3,0.2,1.6,2.8
48,13247060309,603.09,ARC 10,SDE,18.3,43438,107,{404E84BB-5A22-4D78-ACB1-A911239BEE55},323.4,0,0,0,15,0,0,-2,0,0,0,13,7,0,33,32,4,2,51,5,-53,0,0,0,1.3,-0.6,0,-0.8,0,0,-0.6,0.9,-0.2,0,2.4,1.9,-0.6,0.2,4,0.4,-8.3
49,13247060308,603.08,ARC 10,SDE,16.7,43182,1388,{8C3D2B16-FC20-47F8-BCC4-C5EA4C9D11BB},858.7,0,0,0,75,-4,22,10,5,0,-183,-1,33,0,42,187,1080,1,74,40,7,0,0,0,1,-0.2,-0.2,-0.9,0.1,0,-6.6,-0.1,0.4,0,-1.2,1.8,5.8,0,-0.3,0.3,0.1
50,13247060405,604.05,ARC 10,SDE,35.7,65704,321,{3E67137A-7CEE-48FB-A15F-EEBFBBFEC4FE},90.6,0,0,0,121,0,2,4,8,0,9,16,55,0,15,53,31,5,0,2,0,0,0,0,9.9,0,-0.2,-0.6,-0.1,0,0.1,1.3,5,0,-1.1,-14,3.1,0.1,-1.2,-0.1,-1.9
51,13247060307,603.07,ARC 10,SDE,39.7,70478,1100,{33A3FE3A-FDE4-45A9-9E24-3807B48C3167},483.7,0,0,0,34,-1,8,4,3,0,8,8,25,1,45,302,580,1,33,45,4,0,0,0,0.5,-0.1,0,-4.6,0,-2.1,-2.1,-0.2,-4.4,0.1,-0.4,2.7,11.8,-0.1,-1.1,0.1,0
52,13247060102,601.02,ARC 10,SDE,20.1,44469,597,{372516F5-58A2-4404-AD7A-9E903787E749},35.7,0,0,0,272,0,1,8,6,0,63,13,107,0,47,32,34,-1,0,15,0,0,0,0,11.3,-2.1,-0.3,-0.6,0,0,-0.7,-0.1,4.9,0,-0.3,-8.4,2.9,-3.7,0,-0.4,-2.5
53,13067030330,303.30,ARC 10,SDE,57,91825,94,{B70B2B42-9E71-4304-8044-3AACA3FFAE71},139.1,0,0,0,9,-1,20,-6,2,0,-6,8,22,0,20,2,6,-6,6,39,-21,0,0,0,0.6,0,1.2,-1.3,-0.2,0,-0.8,0.5,1.2,-1.1,1.2,0.1,0.4,-0.8,0.2,1.2,-2.2
54,13067030328,303.28,ARC 10,SDE,58.3,102594,294,{7E136CC4-7985-4FC5-8377-49714676AF68},-113.8,0,0,0,19,0,22,-5,0,-2,-9,2,3,0,24,91,128,-3,15,9,0,0,0,0,0.8,-0.1,0.7,-4.5,0,-0.3,-0.8,0,-1.2,0,0,2.3,5.2,-0.2,-0.7,-1.2,0
55,13067030700,307,ARC 10,SDE,25.5,38140,238,{43546359-1FA3-4007-8E89-A3DE9563F93C},-708.2,0,0,0,95,-11,16,-7,5,-39,-18,-4,-11,0,67,46,542,0,17,15,-475,0,0,0,1,-0.1,0.2,-0.2,0,-0.6,-0.3,0,-0.3,0,0.6,0.5,6.1,0,0.2,0.1,-7.3
56,13067030324,303.24,ARC 10,SDE,38.9,78363,364,{33EAB9D1-67B1-423F-8860-3A6AFB11F216},-220.7,0,8,0,78,0,8,0,0,0,7,24,77,0,78,75,6,3,0,0,0,0,-2.6,0,6.8,0,-3.4,-0.2,-0.2,0,-0.2,0.9,6,0,0.3,-8.1,0.4,0.5,0,0,0
57,13067030312,303.12,ARC 10,SDE,47.6,68452,824,{E1394912-5D7D-4DAF-92EC-1E52DAC77C91},-80.3,0,0,0,96,-4,5,12,22,-3,12,28,117,0,82,138,211,4,52,41,11,0,0,0,1.9,-0.7,-0.1,-4,-1.4,-0.4,-1,-0.1,0.2,-0.1,0,0.8,6.6,-0.2,-1.7,0,0.2
58,13067030228,302.28,ARC 10,SDE,43.6,45275,1996,{597A966D-77E6-4C54-BF14-B4B8E4A29A8F},27.8,0,0,0,12,-53,319,423,13,-87,-200,-206,70,-47,468,125,1096,-30,106,16,-29,0,0,0,-0.1,-0.5,1.1,1,-0.1,-1.3,-3.5,-1.7,-0.8,-0.8,0.9,0.6,6.6,-0.4,-0.8,0,-0.4
59,13067030231,302.31,ARC 10,SDE,54.1,95714,173,{5636B2B7-3280-4C26-9109-AB482B3213BD},147,0,0,0,25,-4,7,-21,0,0,-8,3,18,0,34,5,86,-19,34,7,6,0,0,0,1.4,-0.4,0.3,-4.8,0,0,-1.3,0,0.6,0,1,0.3,5.2,-2.5,0.1,0.1,0
60,13067030230,302.30,ARC 10,SDE,45.8,64554,3764,{4A20D966-F677-4326-8CD8-A19B4C30FE53},1275.2,0,0,0,163,-104,164,11,91,0,14,228,151,-3,134,157,2480,-2,136,37,107,-0.1,0,0,-0.1,-6.7,-4.8,-2.4,-5.7,0,0,-0.1,-1,-0.4,-2.4,-1.3,25.5,-0.5,-1.2,-0.2,1.4
61,13067030311,303.11,ARC 10,SDE,48.7,90809,1216,{55C00D95-F25A-4296-8E37-6F046D3D7490},-90,0,0,-2,245,-15,60,10,2,-9,26,103,127,0,161,350,54,9,14,53,28,0,0,-0.3,4.2,-5.7,-3.8,-0.8,-0.1,-1.7,0.4,0.8,1.7,0,0.8,2.6,1.5,0,-0.4,0.4,0.2
62,13067031001,310.01,ARC 10,SDE,5.7,30414,3226,{8F951B09-D1E1-48CC-97A7-C2D3446C6FAD},-50.5,0,0,-5,94,-535,31,2,61,-3,179,39,70,0,897,246,174,52,2,10,1912,0,0,-0.1,0.4,-16.5,0,-0.1,0.2,0,0.9,0.2,0.3,0,4,1,1,0.2,-0.2,-0.1,8.5
63,13067030310,303.10,ARC 10,SDE,36.2,68512,532,{BB21C50C-CC3E-4E53-9B10-1E5103AD5ED7},86.8,0,0,0,203,-8,33,10,1,-46,17,17,77,0,84,4,44,17,2,73,4,0,0,0,7.6,-1.8,-1.1,-4.1,0,-10.4,0.4,0.4,2.4,0,1.9,0.2,2.2,0.1,0,1.8,0.2
64,13067030215,302.15,ARC 10,SDE,39.8,73646,35,{0DD8331E-3D00-433D-8E0B-51DDDA1B7208},364.3,0,0,0,11,0,16,-8,0,0,-2,-1,0,0,5,0,8,-2,6,2,0,0,0,0,2.5,0,3.5,-5,-0.1,-0.1,-1,-0.6,-1.3,0,0.5,0,2.1,-0.8,0.4,-0.2,0
65,13067030601,306.01,ARC 10,SDE,53.4,48977,2837,{B247D9BF-9D97-4C31-B60C-D00BD05637BE},1384.4,0,0,0,1169,-49,52,43,0,-2,204,196,325,2,337,33,130,0,134,253,10,0,0,0,6.5,-3,-1.3,-5.2,0,-0.2,-0.3,0.5,2.5,0,0.1,0.1,1.2,-0.5,-2.1,1.5,0.1
66,13067030227,302.27,ARC 10,SDE,29,58446,987,{B1CD0F3B-6D70-4E25-93DC-242C559030C9},87.9,0,1,0,382,-69,143,-21,8,-10,-18,-1,30,0,90,251,210,-3,25,24,-55,0,0,0,5.2,-2.6,0.4,-1.6,-0.3,-0.5,-1,-0.3,-0.6,0,0.1,3.3,3.1,-0.1,-0.4,-0.9,-3.7
67,13067030602,306.02,ARC 10,SDE,53,61891,7319,{2117DF02-F1AE-4A3A-8D18-756DC6608E53},61,0,0,-97,652,-59,48,-13,2,-14,16,33,133,-3,369,147,6052,-5,45,53,-40,0,0,-2,1.2,-1.1,-0.3,-1,-0.1,-0.5,-0.7,-0.3,-1.2,-0.2,-1.6,-0.6,11.6,-0.2,-1.3,-0.3,-1.4
68,13067030506,305.06,ARC 10,SDE,27.3,51922,6392,{1481D304-D5C6-4B7A-ADBA-1826F42D5D07},267.1,0,0,-10,869,-18,200,21,40,-9,75,215,450,76,700,17,3334,0,41,320,71,0,0,-0.3,2.2,-1.2,-3.3,-0.9,-0.3,-0.4,-0.1,-0.1,1,-6.4,-0.2,0.1,10.3,-0.2,-0.3,0.1,0.2
69,13067030507,305.07,ARC 10,SDE,39.7,61017,1045,{D8453E4E-0E1F-435D-A078-F74FDCEFC08C},51.3,0,0,0,218,0,10,8,15,-3,72,27,182,0,147,265,18,4,52,30,0,0,0,0,4.9,0,-0.4,-0.4,-0.3,-0.8,-0.7,-5.2,0,0,1.2,1.2,0.6,0.2,-0.7,0.4,0
70,13067030229,302.29,ARC 10,SDE,31.4,51905,3605,{8957457C-2019-43C2-B920-58240510296B},409.8,0,8,0,755,-178,203,155,74,-219,23,26,355,-1,291,325,1399,-20,250,68,91,0,0,0,1.6,-1.3,-0.5,-0.9,-0.4,-1.4,-0.3,-0.1,0.5,-0.1,-1.4,-0.8,5.2,-0.2,-0.3,0.2,0.1
71,13067031208,312.08,ARC 10,SDE,69.8,63125,1469,{273F4C68-EDC0-41D6-BF61-36F4BEFA370F},960.7,0,0,0,9,0,5,3,0,-3,10,2,951,-28,320,93,56,2,34,15,0,0,0,0,0.1,0,0,-0.9,0,-0.1,0,0,6.7,-9.2,2.2,0.6,0.6,0,0,0.1,0
72,13067031207,312.07,ARC 10,SDE,77.5,52945,4433,{276A3BCF-F590-46E1-89A5-D4CBC1C6110E},176.4,0,0,0,321,-22,239,151,3,-144,175,317,1516,12,667,30,1011,-21,83,91,4,0,0,0,1.1,-0.4,-0.4,-2.6,0.1,-2.8,-1.4,0.2,3.7,-0.9,1,0.1,4.7,-0.5,-1.9,0.2,0
73,13067030226,302.26,ARC 10,SDE,37.5,70357,795,{E5CC2D31-8D81-470A-90F4-BD26012C0A04},1151.9,0,0,0,373,-54,214,-26,0,-4,0,-1,11,0,48,70,139,-2,19,8,0,0,0,0,7,-3.7,1.4,-4.6,-0.1,-0.5,-0.2,-0.2,-0.8,0,-0.7,0.7,3.4,-0.2,-0.9,-0.2,0
74,13067031505,315.05,ARC 10,SDE,37.3,62903,1184,{66684185-C906-4D39-B224-E374097F71DC},-27.4,0,0,0,378,-35,2,-3,57,0,38,21,103,0,133,143,227,5,47,66,2,0,0,0,5.8,-5.3,-1.1,-3.1,-0.1,-0.1,0.1,-0.1,2,0,0.4,0.3,6,0.1,-0.5,0.8,-5.5
75,13067030313,303.13,ARC 10,SDE,42.6,77872,753,{139951BB-64F8-4DF1-8F67-CBA97CE3FFD8},201.1,0,0,0,33,-7,10,61,0,-19,2,23,61,1,140,108,196,1,91,49,3,0,0,0,0.6,-0.8,0,-2.5,-0.1,-3.1,-3.7,0.3,1.4,0,2,0.6,5.8,-0.3,-0.3,-0.1,0.1
76,13067031310,313.10,ARC 10,SDE,14.3,27802,3517,{26959B76-94E1-4BB5-8C6C-0B6730FC9024},244.1,0,0,0,759,14,257,25,164,-6,50,95,575,0,1058,16,107,192,44,161,6,0,0,0,4.3,-1.2,-5.2,-1.3,0.1,-0.1,0.3,0.4,3,0,4.8,0.1,0.9,-7,-0.5,1.1,0.1
77,13067030214,302.14,ARC 10,SDE,36.7,74347,114,{B32921C2-E0CF-440A-84CB-5547523220D3},299,0,0,0,19,-5,8,-24,0,0,-8,0,0,0,14,75,22,-4,13,4,0,0,0,0,1.5,-0.7,0.5,-4.9,0,0,-1.2,0,-0.4,0,0.3,4.3,1.8,-0.5,-0.4,-0.3,0
78,13067031212,312.12,ARC 10,SDE,75.9,125000,57,{698056B5-BEA1-4D9B-AC09-DA5EE9144352},-71.3,0,0,0,2,0,24,-8,1,0,-2,-4,-1,0,9,0,22,0,13,1,0,0,0,0,0.2,-0.1,2.7,-2.2,0,-0.9,-0.5,-0.8,-0.3,0,0.4,0,2.7,-0.5,0.1,-0.6,-0.3
79,13067031211,312.11,ARC 10,SDE,54.4,53891,220,{18FF70CC-ECF9-48BD-BDE4-8DD86D992CD9},-73.3,0,0,0,1,-3,2,-10,1,-15,-3,34,19,0,46,0,118,-1,19,12,0,0,0,0,0.1,-0.2,0.1,-2.1,0,-1.1,-0.4,-0.5,0.3,-0.1,1.2,0,4.5,-0.1,-1.8,0.2,0
80,13067031209,312.09,ARC 10,SDE,64.4,120987,29,{0F1CA43E-42AF-4E46-A8CA-312DF433ACC2},600.8,0,0,0,14,-5,8,-14,2,-17,-87,-2,-2,0,15,0,113,-5,7,2,0,0,0,0,1,-0.4,0.6,-1.3,0.1,-1.4,-7,-0.1,-0.2,0,0.9,0,7.9,-0.3,0.4,0.1,0
81,13067030224,302.24,ARC 10,SDE,46.4,69803,86,{0D1C4C66-12F6-4D70-9A98-17560B2E2065},1697.2,0,0,0,13,0,9,-4,6,0,-2,-16,4,0,8,64,0,0,3,1,0,0,0,0,1.5,0,0.9,-1.8,-1.2,0,-1,-4.3,-0.1,0,0,6.3,0,-0.1,-0.3,-0.1,0
