OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,TOTAL_JOBS_2014,JOBS_PER_SQ_MILE_2014,JOB_TO_WORKER_RATIO_2014,JOBS_AGE_29_YNGR_2014,JOBS_AGE_30_54_2014,JOBS_AGE_55_OLDR_2014,PCT_JOBS_AGE_29_YNGR_2014,PCT_JOBS_AGE_30_54_2014,PCT_JOBS_AGE_55_OLDR_2014,JOBS_EARN_1250_MO_LESS_2014,JOBS_EARN_1251_3333_MO_2014,JOBS_EARN_MORE_3333_MO_2014,PCT_JOBS_EARN_1250_MO_LESS_2014,PCT_JOBS_EARN_1251_3333_MO_2014,PCT_JOBS_EARN_MORE_3333_MO_2014,JOBS_NAICS_11_AG_FOR_FISH_2014,JOBS_NAICS_21_MINE_OIL_GAS_2014,JOBS_NAICS_22_UTILITIES_2014,JOBS_NAICS_23_CONSTRUCTION_2014,JOBS_NAICS_31_33_MANUFACT_2014,JOBS_NAICS_42_WHOLESALE_2014,JOBS_NAICS_44_45_RETAIL_2014,JOBS_NAICS_48_49_TRANS_WHS_2014,JOBS_NAICS_51_INFORMATION_2014,JOBS_NAICS_52_FINANCE_INS_2014,JOBS_NAICS_53_REAL_ESTATE_2014,JOBS_NAICS_54_PRO_SCI_TECH_2014,JOBS_NAICS_55_MANAGEMENT_2014,JOBS_NAICS_56_ADMIN_WASTE_2014,JOBS_NAICS_61_EDUCATION_2014,JOBS_NAICS_62_HEALTH_SOC_2014,JOBS_NAICS_71_ARTS_ENT_REC_2014,JOBS_NAICS_72_ACCOMM_FOOD_2014,JOBS_NAICS_81_OTHER_SERV_2014,JOBS_NAICS_92_PUBLIC_ADMIN_2014,TOTAL_JOBS_2015,JOBS_PER_SQ_MILE_2015,JOB_TO_WORKER_RATIO_2015,JOBS_AGE_29_YNGR_2015,JOBS_AGE_30_54_2015,JOBS_AGE_55_OLDR_2015,JOBS_EARN_1250_MO_LESS_2015,JOBS_EARN_1251_3333_MO_2015,JOBS_EARN_MORE_3333_MO_2015,PCT_JOBS_AGE_29_YNGR_2015,PCT_JOBS_AGE_30_54_2015,PCT_JOBS_AGE_55_OLDR_2015,PCT_JOBS_EARN_1250_MO_LESS_2015,PCT_JOBS_EARN_1251_3333_MO_2015,PCT_JOBS_EARN_MORE_3333_MO_2015,JOBS_NAICS_11_AG_FOR_FISH_2015,JOBS_NAICS_21_MINE_OIL_GAS_2015,JOBS_NAICS_22_UTILITIES_2015,JOBS_NAICS_23_CONSTRUCTION_2015,JOBS_NAICS_31_33_MANUFACT_2015,JOBS_NAICS_42_WHOLESALE_2015,JOBS_NAICS_44_45_RETAIL_2015,JOBS_NAICS_48_49_TRANS_WHS_2015,JOBS_NAICS_51_INFORMATION_2015,JOBS_NAICS_52_FINANCE_INS_2015,JOBS_NAICS_53_REAL_ESTATE_2015,JOBS_NAICS_54_PRO_SCI_TECH_2015,JOBS_NAICS_55_MANAGEMENT_2015,JOBS_NAICS_56_ADMIN_WASTE_2015,JOBS_NAICS_61_EDUCATION_2015,JOBS_NAICS_62_HEALTH_SOC_2015,JOBS_NAICS_71_ARTS_ENT_REC_2015,JOBS_NAICS_72_ACCOMM_FOOD_2015,JOBS_NAICS_81_OTHER_SERV_2015,JOBS_NAICS_92_PUBLIC_ADMIN_2015,GlobalID,last_edited_date
196,13067030318,13067,"Census Tract 303.18, Cobb County",8077,414,ARC 10,2840.35009766,83.64019775,2923.98999023,4.43804979,0.130688,4.56872988,030318,Cobb,1747,379.8,0.6,432,943,372,24.7,54,21.3,428,633,686,24.5,36.2,39.3,0,0,0,183,5,124,54,30,12,102,153,222,2,44,94,243,127,149,201,2,1701,369.8,0.77,425,927,349,381,624,696,25,54.5,20.5,22.4,36.7,40.9,0,0,0,146,10,96,68,49,18,90,153,230,0,14,80,270,145,126,206,0,{5DECF121-84A3-4F78-BDF6-C84698147C60},
197,13067031005,13067,"Census Tract 310.05, Cobb County",5155,369,ARC 10,1251.79003906,2.2056601,1254,1.95591998,0.00344634,1.95938003,031005,Cobb,415,207.5,0.2,91,236,88,21.9,56.9,21.2,133,155,127,32,37.3,30.6,0,0,0,16,6,3,74,2,5,6,6,20,0,34,100,7,33,7,96,0,461,230.5,0.21,99,259,103,125,163,173,21.5,56.2,22.3,27.1,35.4,37.5,0,0,0,42,12,4,88,0,0,15,5,26,30,15,100,6,26,16,76,0,{2834D750-F169-4589-8ABD-83AF3EB1CAB9},
198,13067031002,13067,"Census Tract 310.02, Cobb County",10032,933,ARC 10,1168.43994141,0,1168.43994141,1.82569003,0,1.82569003,031002,Cobb,948,526.7,0.4,195,575,178,20.6,60.7,18.8,274,391,283,28.9,41.2,29.9,0,0,0,2,11,20,216,18,11,20,30,34,0,48,80,283,70,9,56,40,981,545,0.44,177,570,234,283,420,278,18,58.1,23.9,28.8,42.8,28.3,0,0,0,4,7,24,231,17,0,17,36,19,0,41,65,309,79,26,59,47,{B293116E-4822-415D-A0CD-2FC100EDAB2E},
199,13067030904,13067,"Census Tract 309.04, Cobb County",6707,746,ARC 10,843.74597168,0,843.74597168,1.31834996,0,1.31834996,030904,Cobb,327,251.5,0.1,79,171,77,24.2,52.3,23.5,92,161,74,28.1,49.2,22.6,0,0,0,39,37,11,84,0,3,37,3,17,0,0,0,57,0,38,1,0,324,249.2,0.15,85,161,78,87,169,68,26.2,49.7,24.1,26.9,52.2,21,0,0,0,46,40,10,95,0,0,38,8,18,0,0,0,47,0,21,1,0,{2AD058AF-F8E5-4351-81FF-F5A3C472690E},
200,13067030901,13067,"Census Tract 309.01, Cobb County",7748,811,ARC 10,2635.64990234,12.50450039,2648.15991211,4.11819983,0.0195383,4.13775015,030901,Cobb,1242,302.9,0.3,283,730,229,22.8,58.8,18.4,397,409,436,32,32.9,35.1,0,0,0,15,5,19,82,220,45,26,17,234,0,90,271,83,8,105,21,1,1546,377.1,0.7,386,883,277,429,538,579,25,57.1,17.9,27.7,34.8,37.5,0,0,0,24,5,18,76,361,50,19,13,302,0,75,267,125,7,188,16,0,{E238F6BC-84BC-435B-805F-0D2774A10293},
201,13067031503,13067,"Census Tract 315.03, Cobb County",10292,713,ARC 10,2851.44995117,24.5897007,2876.04003906,4.45538998,0.0384214,4.49381018,031503,Cobb,819,182,0.2,268,422,129,32.7,51.5,15.8,329,379,111,40.2,46.3,13.6,0,0,0,38,0,19,378,3,0,11,0,90,3,43,1,193,15,22,2,1,864,192,0.39,290,447,127,318,422,124,33.6,51.7,14.7,36.8,48.8,14.4,0,0,0,36,6,4,408,3,2,17,0,82,5,71,0,178,22,26,4,0,{7D6B630D-6CAF-46A2-9834-776746F4C1B7},
202,13067031307,13067,"Census Tract 313.07, Cobb County",5487,513,ARC 10,2579.82006836,3.78022003,2583.60009766,4.0309701,0.00590659,4.03688002,031307,Cobb,863,215.8,0.3,236,467,160,27.3,54.1,18.5,317,313,233,36.7,36.3,27,0,0,0,15,0,35,330,3,3,17,4,57,2,18,123,156,2,84,12,2,853,213.3,0.39,193,491,169,307,289,257,22.6,57.6,19.8,36,33.9,30.1,0,0,0,21,0,22,315,7,0,25,8,60,0,13,118,179,2,73,10,0,{3D8F7425-CA65-4AEA-AD19-C384906918AE},
203,13067031308,13067,"Census Tract 313.08, Cobb County",5622,571,ARC 10,1582.36999512,4.1573,1586.5300293,2.47245002,0.00649578,2.47895002,031308,Cobb,826,330.4,0.4,164,454,208,19.9,55,25.2,306,245,275,37,29.7,33.3,0,0,0,18,5,13,265,5,1,21,4,11,0,37,298,41,0,97,9,1,839,335.6,0.38,179,458,202,277,222,340,21.3,54.6,24.1,33,26.5,40.5,0,0,0,22,5,12,262,9,0,17,5,6,0,22,319,33,1,118,8,0,{27B409B4-6503-43EA-B5EC-F9D593F6CE29},
204,13067030319,13067,"Census Tract 303.19, Cobb County",4161,254,ARC 10,1705.23999023,160.26600647,1865.5,2.66443992,0.25041601,2.91483998,030319,Cobb,1034,356.6,0.6,272,563,199,26.3,54.4,19.2,412,333,289,39.8,32.2,27.9,0,0,0,9,9,41,221,2,7,80,6,88,27,78,20,91,18,325,12,0,1009,347.9,0.46,302,500,207,396,363,250,29.9,49.6,20.5,39.2,36,24.8,1,0,0,13,11,36,247,0,11,81,4,88,0,37,15,101,10,336,18,0,{BB025C5C-62FC-4E1B-9818-2BD2CDB5FCDD},
205,13067030333,13067,"Census Tract 303.33, Cobb County",5865,376,ARC 10,1886.16003418,24.69199944,1910.84997559,2.94711995,0.0385812,2.98569989,030333,Cobb,717,239,0.3,165,369,183,23,51.5,25.5,186,217,314,25.9,30.3,43.8,0,0,0,9,11,29,47,6,8,26,36,135,0,27,183,14,123,6,55,2,680,226.7,0.31,167,342,171,147,216,317,24.6,50.3,25.1,21.6,31.8,46.6,0,0,0,13,4,33,44,8,9,25,24,134,0,23,148,10,110,43,52,0,{31CD646F-2D8D-4442-9007-BD87ABA8628E},
206,13067030332,13067,"Census Tract 303.32, Cobb County",3447,231,ARC 10,886.36199951,15.80189991,902.16400146,1.38494003,0.0246905,1.40962994,030332,Cobb,2914,2081.4,1.9,679,1565,670,23.3,53.7,23,811,964,1139,27.8,33.1,39.1,0,18,0,46,1,103,793,100,25,221,49,303,1,30,370,528,2,177,141,6,2924,2088.6,1.32,721,1546,657,759,906,1259,24.7,52.9,22.5,26,31,43.1,0,20,0,56,2,64,839,200,10,227,70,210,1,8,357,517,2,209,132,0,{3C8B9855-DE32-4A2A-A91F-CE8C76BEAD79},
207,13067030335,13067,"Census Tract 303.35, Cobb County",4699,199,ARC 10,1277.86999512,27.74080086,1305.61999512,1.99667001,0.043345,2.04003,030335,Cobb,153,76.5,0.1,18,79,56,11.8,51.6,36.6,38,47,68,24.8,30.7,44.4,0,0,0,19,7,31,2,6,5,11,4,24,0,11,2,3,6,1,21,0,200,100,0.09,25,107,68,65,50,85,12.5,53.5,34,32.5,25,42.5,0,0,0,34,1,22,1,8,6,10,24,36,3,20,1,2,7,0,25,0,{5FF8A93A-3415-45C6-A76A-51FE683655B5},
208,13067031106,13067,"Census Tract 311.06, Cobb County",8535,860,ARC 10,2153.34008789,68.05380249,2221.39990234,3.36458993,0.106334,3.47094011,031106,Cobb,1574,449.7,0.5,442,833,299,28.1,52.9,19,582,650,342,37,41.3,21.7,0,0,0,69,13,43,711,4,9,35,0,39,0,39,229,105,64,194,17,3,912,260.6,0.41,216,520,176,251,306,355,23.7,57,19.3,27.5,33.6,38.9,0,0,0,83,2,36,138,0,5,44,1,34,0,34,236,96,0,170,33,0,{CB7D5242-47E0-4E0C-867B-1D33F9C15D96},
209,13067030331,13067,"Census Tract 303.31, Cobb County",5929,276,ARC 10,1556.82995605,21.49419975,1578.31994629,2.43254995,0.0335847,2.46613002,030331,Cobb,269,107.6,0.1,17,158,94,6.3,58.7,34.9,63,85,121,23.4,31.6,45,0,0,0,12,4,31,3,8,10,4,6,26,7,21,124,3,0,0,10,0,660,264,0.3,34,444,182,69,107,484,5.2,67.3,27.6,10.5,16.2,73.3,0,0,0,17,4,24,381,18,10,6,2,32,8,25,121,7,0,0,5,0,{C755F983-EC8A-421F-9970-A3552914DA1E},
210,13067030322,13067,"Census Tract 303.22, Cobb County",3351,202,ARC 10,909.09399414,13.64099979,922.73498535,1.42045999,0.0213141,1.44176996,030322,Cobb,510,364.3,0.3,92,282,136,18,55.3,26.7,123,167,220,24.1,32.7,43.1,0,0,0,23,1,40,41,16,7,32,1,64,0,114,98,47,4,21,0,1,545,389.3,0.25,122,286,137,138,157,250,22.4,52.5,25.1,25.3,28.8,45.9,0,0,0,30,3,40,29,17,8,25,1,53,2,94,86,63,2,87,5,0,{ACBF02A2-7143-4D96-BCEC-8A463AE04464},
211,13067031112,13067,"Census Tract 311.12, Cobb County",5276,342,ARC 10,1009.51000977,0,1009.51000977,1.57736003,0,1.57736003,031112,Cobb,3587,2241.9,1.4,602,2184,801,16.8,60.9,22.3,672,1327,1588,18.7,37,44.3,0,0,100,376,70,496,333,18,16,78,70,155,31,578,11,1098,2,103,45,7,2168,1355,0.98,389,1294,485,394,896,878,17.9,59.7,22.4,18.2,41.3,40.5,0,0,95,65,45,320,209,12,7,78,61,142,29,286,1,620,0,152,46,0,{2435A7D9-F27D-472A-AE35-05373531E190},
212,13067030504,13067,"Census Tract 305.04, Cobb County",6678,745,ARC 10,1630.60998535,9.3759203,1639.98999023,2.5478301,0.0146499,2.56247997,030504,Cobb,1420,546.2,0.6,238,910,272,16.8,64.1,19.2,187,531,702,13.2,37.4,49.4,0,0,0,225,230,208,92,134,48,3,25,201,0,110,92,28,0,6,18,0,1461,561.9,0.66,247,930,284,186,481,794,16.9,63.7,19.4,12.7,32.9,54.3,0,0,0,283,142,244,108,175,55,4,13,193,0,109,83,31,0,1,20,0,{2FE82113-9B8A-44A4-98D3-ABA349B7E6B1},
213,13067030327,13067,"Census Tract 303.27, Cobb County",4547,225,ARC 10,1194.55004883,5.39801979,1199.94995117,1.86647999,0.00843441,1.87492001,030327,Cobb,591,311.1,0.3,97,341,153,16.4,57.7,25.9,166,193,232,28.1,32.7,39.3,0,0,0,29,3,10,147,0,0,6,1,46,1,38,298,5,3,1,1,2,546,287.4,0.25,104,306,136,133,139,274,19,56,24.9,24.4,25.5,50.2,0,0,0,16,1,5,146,2,2,4,1,32,0,44,284,6,2,0,1,0,{B48611FD-6337-4160-AF30-1E773628298E},
214,13067030329,13067,"Census Tract 303.29, Cobb County",4471,224,ARC 10,1045.2800293,10.83310032,1056.10998535,1.63325,0.0169267,1.65016997,030329,Cobb,308,181.2,0.1,76,154,78,24.7,50,25.3,151,99,58,49,32.1,18.8,1,0,0,21,4,10,32,0,1,7,13,77,12,9,0,94,0,9,17,1,261,153.5,0.12,50,142,69,91,88,82,19.2,54.4,26.4,34.9,33.7,31.4,0,0,5,28,2,10,32,2,0,4,17,34,0,5,0,99,1,9,13,0,{91955F3C-C7CF-4947-8769-175ACF2F542E},
215,13067030339,13067,"Census Tract 303.39, Cobb County",5819,591,ARC 10,1028.91003418,97.1957016,1126.10998535,1.60766995,0.151868,1.75954998,030339,Cobb,14230,7905.6,5.1,3262,8366,2602,22.9,58.8,18.3,2907,3759,7564,20.4,26.4,53.2,0,0,0,225,27,642,534,2163,789,1106,308,3274,384,2257,64,419,225,1113,387,313,14349,7971.7,6.49,3310,8269,2770,2878,3880,7591,23.1,57.6,19.3,20.1,27,52.9,0,0,0,213,1,619,504,2670,512,1244,300,3350,404,1920,11,574,89,1362,337,239,{D581CF1B-2FB2-4AC8-A93B-B7A8A3C0DAC4},
216,13067030314,13067,"Census Tract 303.14, Cobb County",8172,477,ARC 10,1965.81005859,13.63479996,1979.43994141,3.07157993,0.0213044,3.09288001,030314,Cobb,1627,524.8,0.4,527,788,312,32.4,48.4,19.2,662,515,450,40.7,31.7,27.7,0,1,0,14,1,59,268,5,82,58,14,194,2,63,121,265,57,289,131,3,1641,529.4,0.74,544,767,330,638,505,498,33.2,46.7,20.1,38.9,30.8,30.3,0,1,0,33,1,67,257,2,68,62,13,245,1,33,140,257,53,325,83,0,{1F2A33E6-B423-4CF6-ABF5-93896094D80A},
217,13067030336,13067,"Census Tract 303.36, Cobb County",7221,340,ARC 10,1840.57995605,54.75090027,1895.32995605,2.87591004,0.0855483,2.9614501,030336,Cobb,3416,1138.7,1.1,982,1778,656,28.7,52,19.2,1204,1200,1012,35.2,35.1,29.6,0,0,0,31,13,108,1063,11,116,127,29,237,5,77,339,533,106,450,170,1,3249,1083,1.47,971,1678,600,1094,1156,999,29.9,51.6,18.5,33.7,35.6,30.7,0,0,0,36,7,70,1077,9,52,119,25,225,18,54,347,512,108,387,203,0,{B4799972-8301-4E57-9C52-439525A79FC3},
218,13063040411,13063,"Census Tract 404.11, Clayton County",12910,1236,ARC 10,4462.83007813,20.95999908,4483.79003906,6.9731698,0.03275,7.00591993,040411,Clayton,377,53.9,0.1,69,235,73,18.3,62.3,19.4,118,120,139,31.3,31.8,36.9,0,0,0,45,3,4,40,13,3,8,2,48,0,67,93,40,0,1,8,2,419,59.9,0.19,80,262,77,133,145,141,19.1,62.5,18.4,31.7,34.6,33.7,0,0,0,54,0,1,59,39,0,9,6,38,0,72,82,44,0,7,8,0,{F2571FC7-9C8D-41A0-A9C9-15FCCC6D3CC1},
219,13063040512,13063,"Census Tract 405.12, Clayton County",5671,677,ARC 10,1111.52001953,6.43709993,1117.94995117,1.73675001,0.010058,1.74679995,040512,Clayton,578,340,0.3,90,367,121,15.6,63.5,20.9,105,249,224,18.2,43.1,38.8,0,0,0,0,0,0,25,0,0,140,11,16,0,18,118,63,2,2,35,148,572,336.5,0.26,99,359,114,108,245,219,17.3,62.8,19.9,18.9,42.8,38.3,0,0,0,0,0,0,31,2,0,131,8,20,0,6,122,40,0,1,36,175,{7FD1A932-60E2-42D3-8956-330F45B18F69},
220,13063040608,13063,"Census Tract 406.08, Clayton County",10777,814,ARC 10,10597.20019531,534.97698975,11132.20019531,16.55809975,0.83590198,17.39410019,040608,Clayton,771,44.3,0.2,193,425,153,25,55.1,19.8,290,236,245,37.6,30.6,31.8,0,0,0,50,3,2,61,7,4,12,32,21,0,17,345,33,0,166,17,1,760,43.7,0.34,207,416,137,296,224,240,27.2,54.7,18,38.9,29.5,31.6,0,0,0,39,9,0,58,12,1,12,23,18,0,8,352,42,0,166,20,0,{7B16913F-6B4D-4C65-8C24-C8BACBF03A05},
221,13063040614,13063,"Census Tract 406.14, Clayton County",4323,413,ARC 10,2940.91992188,510.85800171,3451.7800293,4.59519005,0.79821599,5.39341021,040614,Clayton,459,85,0.2,70,273,116,15.3,59.5,25.3,178,194,87,38.8,42.3,19,0,0,1,24,0,2,17,33,3,1,5,52,0,19,0,270,21,1,6,4,446,82.6,0.2,71,258,117,155,197,94,15.9,57.8,26.2,34.8,44.2,21.1,0,0,0,14,0,2,19,34,3,1,2,50,0,18,0,274,25,1,3,0,{E3035D51-EC8A-4927-8C71-A286655CCC9F},
222,13063040606,13063,"Census Tract 406.06, Clayton County",3631,473,ARC 10,5977.37988281,189.45199585,6166.83007813,9.33965969,0.29601899,9.63566971,040606,Clayton,1323,137.8,1,370,707,246,28,53.4,18.6,420,652,251,31.7,49.3,19,0,0,0,158,23,16,465,7,1,32,59,12,0,200,1,102,6,194,22,25,1579,164.5,0.71,425,831,323,420,785,374,26.9,52.6,20.5,26.6,49.7,23.7,0,3,0,155,27,9,509,4,2,40,59,7,0,233,0,89,8,166,24,244,{646F1DCB-62F4-4408-8BCE-6A6D8A2F26DD},
223,13063040612,13063,"Census Tract 406.12, Clayton County",6906,694,ARC 10,1748.27001953,5.19340992,1753.4699707,2.7316699,0.0081147,2.73979998,040612,Clayton,4795,1775.9,2.2,949,2796,1050,19.8,58.3,21.9,1398,1787,1610,29.2,37.3,33.6,0,0,41,104,173,118,452,4,96,139,49,141,6,501,2259,181,0,335,108,88,8767,3247,3.96,1699,5276,1792,2118,3286,3363,19.4,60.2,20.4,24.2,37.5,38.4,0,0,32,113,198,143,511,9,68,133,168,120,0,866,2517,161,0,298,108,3322,{E486830F-F8E4-4C51-88F5-BE7D1506FE9B},
224,13063040609,13063,"Census Tract 406.09, Clayton County",6079,680,ARC 10,2292.25,24.9151001,2317.15991211,3.58164001,0.0389298,3.62055993,040609,Clayton,5911,1641.9,2.4,1048,3671,1192,17.7,62.1,20.2,1233,2196,2482,20.9,37.2,42,0,0,0,188,6,66,97,47,9,59,39,62,4,67,1001,624,11,474,77,3080,2727,757.5,1.23,504,1635,588,665,890,1172,18.5,60,21.6,24.4,32.6,43,2,0,0,146,1,97,100,8,4,58,27,25,0,1,1016,679,0,378,79,106,{CDB468D5-2643-441C-A37D-110B5DECD618},
225,13063040412,13063,"Census Tract 404.12, Clayton County",7989,893,ARC 10,1968.68994141,10.8664999,1979.55004883,3.07608008,0.0169789,3.09305,040412,Clayton,4554,1469,1.7,1372,2429,753,30.1,53.3,16.5,1553,1507,1494,34.1,33.1,32.8,0,0,0,119,516,178,1204,86,100,70,30,119,106,316,115,312,43,809,52,379,4751,1532.6,2.15,1439,2521,791,1536,1690,1525,30.3,53.1,16.6,32.3,35.6,32.1,0,0,0,109,544,162,1229,84,71,79,7,86,91,422,147,322,72,843,60,423,{1C8737BB-9F7C-4643-BCEF-8C679B2AF4DC},
226,13063040413,13063,"Census Tract 404.13, Clayton County",6979,663,ARC 10,1340.7800293,18.37599945,1359.15002441,2.09496999,0.0287125,2.1236701,040413,Clayton,255,121.4,0.1,86,138,31,33.7,54.1,12.2,151,84,20,59.2,32.9,7.8,0,0,0,1,1,1,152,4,0,2,6,20,0,3,0,26,0,37,2,0,230,109.5,0.1,75,120,35,138,74,18,32.6,52.2,15.2,60,32.2,7.8,0,0,0,0,1,0,172,4,0,8,5,2,0,1,1,23,0,11,2,0,{0A0DA4EC-BBCB-4A7B-8940-C6F8327045BC},
227,13063040613,13063,"Census Tract 406.13, Clayton County",8336,624,ARC 10,3335.14990234,40.91519928,3376.07006836,5.2111702,0.06393,5.27510977,040613,Clayton,841,158.7,0.3,118,514,209,14,61.1,24.9,182,326,333,21.6,38.8,39.6,0,0,57,48,26,32,41,42,4,4,27,45,0,117,144,182,1,3,7,61,881,166.2,0.4,117,528,236,199,307,375,13.3,59.9,26.8,22.6,34.8,42.6,0,0,71,43,27,27,48,49,0,6,23,40,0,132,145,184,1,0,17,68,{14CFF30E-BCEF-4FFE-8575-725A954982E4},
228,13063040408,13063,"Census Tract 404.08, Clayton County",8617,809,ARC 10,1611.54003906,30.0128994,1641.55004883,2.51802993,0.0468952,2.56491995,040408,Clayton,2579,991.9,1,461,1526,592,17.9,59.2,23,794,936,849,30.8,36.3,32.9,0,0,0,6,3,30,576,4,7,59,35,23,2,21,1126,329,2,216,25,115,2666,1025.4,1.21,488,1549,629,830,962,874,18.3,58.1,23.6,31.1,36.1,32.8,0,0,0,0,3,20,613,16,0,41,24,41,0,0,1177,353,1,240,30,107,{A1B6BEC4-6765-411C-AABB-83E6347988A8},
229,13063040409,13063,"Census Tract 404.09, Clayton County",5696,576,ARC 10,922.60302734,2.62598991,925.22900391,1.44157004,0.00410311,1.44567001,040409,Clayton,575,410.7,0.3,52,374,149,9,65,25.9,123,189,263,21.4,32.9,45.7,0,0,0,4,0,0,18,1,1,13,1,0,0,7,493,21,0,2,10,4,614,438.6,0.28,61,390,163,143,192,279,9.9,63.5,26.5,23.3,31.3,45.4,0,0,0,0,0,0,14,3,0,9,15,0,0,0,524,40,0,0,9,0,{AE288401-FB86-4352-BFFE-9666EFF9ADA4},
230,13063040410,13063,"Census Tract 404.10, Clayton County",6939,941,ARC 10,5498.87988281,24.71619987,5523.60009766,8.59200001,0.0386191,8.63062,040410,Clayton,5827,677.6,2.5,1316,3417,1094,22.6,58.6,18.8,1367,1967,2493,23.5,33.8,42.8,4,0,0,176,259,289,556,3579,1,1,26,41,7,560,93,13,0,173,37,12,6972,810.7,3.15,1637,4043,1292,1560,2159,3253,23.5,58,18.5,22.4,31,46.7,6,0,0,200,474,247,574,4369,3,2,34,109,10,612,88,6,4,190,40,4,{5AF7482F-7917-403E-8DF4-14EE6B00B457},
231,13063040303,13063,"Census Tract 403.03, Clayton County",6396,794,ARC 10,1474.30004883,6.41683006,1480.70996094,2.30359006,0.0100263,2.31361008,040303,Clayton,2060,895.7,0.9,588,1102,370,28.5,53.5,18,852,728,480,41.4,35.3,23.3,0,0,0,32,37,49,318,225,89,69,81,35,1,26,303,170,12,557,49,7,2032,883.5,0.92,559,1090,383,793,722,517,27.5,53.6,18.8,39,35.5,25.4,0,0,0,24,33,38,325,236,92,97,75,33,0,15,314,178,11,502,59,0,{11B7F70F-2935-4DE6-BC34-2F6EA0CB074F},
232,13063040302,13063,"Census Tract 403.02, Clayton County",5444,536,ARC 10,1406.20996094,17.28160095,1423.48999023,2.19720006,0.0270025,2.22420001,040302,Clayton,2899,1317.7,2,471,1914,514,16.2,66,17.7,393,1145,1361,13.6,39.5,46.9,0,0,7,23,51,532,278,1526,5,4,30,191,0,48,0,35,1,127,38,3,1913,869.5,0.86,344,1219,350,285,779,849,18,63.7,18.3,14.9,40.7,44.4,0,0,8,5,45,516,243,658,8,8,30,172,0,48,0,7,0,133,32,0,{5C6BC536-05F0-4AFC-BD01-1F5B783D95C6},
233,13063040611,13063,"Census Tract 406.11, Clayton County",6683,849,ARC 10,1512.82995605,14.83030033,1527.66003418,2.36380005,0.0231723,2.38697004,040611,Clayton,1481,617.1,0.8,272,933,276,18.4,63,18.6,332,596,553,22.4,40.2,37.3,0,0,0,21,16,270,106,37,2,77,191,41,2,19,239,143,0,120,16,181,1318,549.2,0.6,260,800,258,275,579,464,19.7,60.7,19.6,20.9,43.9,35.2,0,0,0,20,22,279,130,32,0,23,109,43,0,7,228,96,0,125,12,192,{461F8D46-5CA5-47A7-AEE4-BA1127A7F07F},
234,13063040407,13063,"Census Tract 404.07, Clayton County",3691,510,ARC 10,2224.32006836,21.03680038,2245.36010742,3.47550011,0.03287,3.50837994,040407,Clayton,3365,961.4,2.3,634,2001,730,18.8,59.5,21.7,756,1365,1244,22.5,40.6,37,0,1,0,315,375,445,362,475,23,3,14,13,1,595,344,88,0,186,96,29,3364,961.1,1.52,677,1951,736,723,1287,1354,20.1,58,21.9,21.5,38.3,40.2,0,0,0,350,364,411,392,630,14,0,18,2,0,397,383,98,0,168,104,33,{DBA2CDEC-C331-436C-9241-74870905A4D9},
235,13063040510,13063,"Census Tract 405.10, Clayton County",3389,431,ARC 10,751.44702148,1.90988004,753.35699463,1.17413998,0.00298419,1.17711997,040510,Clayton,856,713.3,0.7,367,395,94,42.9,46.1,11,442,289,125,51.6,33.8,14.6,0,0,0,9,3,4,292,8,26,51,4,6,1,15,2,23,0,377,34,1,883,735.8,0.4,377,394,112,472,292,119,42.7,44.6,12.7,53.5,33.1,13.5,0,0,0,19,4,0,316,12,16,36,6,4,0,1,0,10,0,428,31,0,{22C67076-FA58-448A-A518-5ECBC5704221},
236,13063040514,13063,"Census Tract 405.14, Clayton County",7490,576,ARC 10,1174.79003906,30.57979965,1205.36999512,1.83561003,0.0477809,1.88338995,040514,Clayton,559,294.2,0.2,220,259,80,39.4,46.3,14.3,297,147,115,53.1,26.3,20.6,0,0,0,0,0,0,14,7,5,1,10,13,0,39,107,126,0,216,17,4,535,281.6,0.24,235,226,74,296,145,94,43.9,42.2,13.8,55.3,27.1,17.6,0,0,0,0,0,0,16,9,1,0,5,10,0,33,98,104,0,249,10,0,{F1CC4857-3F56-4374-892E-B119DC85F31D},
237,13063040307,13063,"Census Tract 403.07, Clayton County",4556,526,ARC 10,757.51599121,8.01066017,765.52697754,1.18361998,0.0125167,1.19614005,040307,Clayton,158,131.7,0.1,59,80,19,37.3,50.6,12,65,56,37,41.1,35.4,23.4,0,0,0,16,0,7,127,3,0,0,0,1,0,1,0,0,0,0,3,0,171,142.5,0.08,54,94,23,83,56,32,31.6,55,13.5,48.5,32.7,18.7,0,0,0,15,0,2,146,2,0,0,0,1,0,1,0,0,0,0,4,0,{F5B3CC2C-94B8-4CA0-A693-92FBB3286839},
238,13063980000,13063,"Census Tract 9800, Clayton County",0,13,ARC 10,3650.27001953,0.66199499,3650.92993164,5.70354986,0.00103437,5.70457983,980000,Clayton,14448,,,3038,8804,2606,21,60.9,18,2370,6213,5865,16.4,43,40.6,0,0,0,67,98,408,298,7691,127,284,101,208,48,750,22,21,0,3654,656,15,14812,,6.7,3053,8847,2912,2193,6119,6500,20.6,59.7,19.7,14.8,41.3,43.9,0,0,0,83,54,274,558,7955,102,312,89,200,38,587,0,6,0,3884,670,0,{818BA9DD-5C3C-4E84-A55A-29991B15952F},
