OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,Pop_wHealth_Insurance,Pct_Pop_wHealth_Ins,Pop_wPriv_Health_Ins,Pct_Pop_wPriv_Health_Ins,Population_with_public_coverage,Pct_Pop_wPub_Health_Ins,Pop_wNo_Health_Ins,Pct_Pop_wNo_Health_Ins,Pop_u18_wNo_Health_Ins,Pct_Pop_u18_wNo_Health_Ins,Pop_18to64_Employed,Pop_18to64_Empl_wNo_Health_Ins,Pct_Pop_18to64_Emp_wNo_Hlth_Ins,Pop_18to64_Unemployed,Pop_18to64_Unemp_wNo_Health_Ins,Pct_Pop_18to64_Unemp_No_HlthIns,Pop_18to64_Not_in_Labor_Force,Pop_18to64_Not_LabFor_NoHlthIns,PctPop_18to64_NotLFor_NoHlthIns,GlobalID,last_edited_date
129,031507,13067031507,315.07,ARC 10,2784,78.9,1878,53.2,1078,30.5,746,21.1,93,9.5,1428,265,18.6,284,126,44.4,518,244,47.1,{401CE644-0DE8-41D0-8474-439E5CCCA84A},
130,031004,13067031004,310.04,ARC 10,4596,60.9,2422,32.1,2564,34,2945,39.1,495,20,3423,1755,51.3,566,380,67.1,651,315,48.4,{D65408C5-8C11-4689-A864-FE590487B30E},
131,030103,13067030103,301.03,ARC 10,8055,88.6,6830,75.1,2057,22.6,1040,11.4,76,3.6,4410,731,16.6,467,93,19.9,1195,140,11.7,{25EA08FA-7DDB-433C-8F51-E8687B0C69B3},
132,031404,13067031404,314.04,ARC 10,5023,87.3,3978,69.1,1597,27.7,734,12.7,42,3.2,2943,507,17.2,117,30,25.6,470,139,29.6,{962AE6FD-5D79-4A42-9E8B-3B636C23D303},
133,031306,13067031306,313.06,ARC 10,2875,72.2,2188,54.9,1103,27.7,1109,27.8,161,19.5,2059,629,30.5,229,183,79.9,412,136,33,{1810FCB8-94A6-4CC5-9E03-C9062621A931},
134,030101,13067030101,301.01,ARC 10,6801,87.2,5710,73.2,1839,23.6,998,12.8,182,9.8,3832,505,13.2,180,20,11.1,901,230,25.5,{C195DBE4-E735-4B48-A2C5-19E57B9973D8},
135,030104,13067030104,301.04,ARC 10,2767,75.9,2235,61.3,816,22.4,879,24.1,51,5.7,1645,500,30.4,126,100,79.4,573,228,39.8,{0692DBB9-42F1-44B2-902C-14F00D906D16},
136,130613,13117130613,1306.13,ARC 20,2907,93.4,2665,85.6,554,17.8,205,6.6,27,3.4,1411,145,10.3,50,1,2,363,32,8.8,{998E8100-425F-423F-AA77-EEFBE9BA1401},
137,130408,13117130408,1304.08,ARC 20,2789,76.3,2218,60.7,1063,29.1,866,23.7,76,8.7,1509,504,33.4,161,112,69.6,564,174,30.9,{5569BC4F-44E7-45A4-BDD3-338C22FADB6B},
138,130612,13117130612,1306.12,ARC 20,6409,97.5,6204,94.3,698,10.6,167,2.5,12,0.6,2722,66,2.4,72,0,0,1140,58,5.1,{E41036C2-D79F-470D-893B-8A51212ACFD7},
139,130608,13117130608,1306.08,ARC 20,4762,85.4,4263,76.4,824,14.8,817,14.6,184,9.7,2097,259,12.4,82,34,41.5,832,226,27.2,{E86AE02B-79B1-4D2C-8270-578BD862FEB5},
140,130307,13117130307,1303.07,ARC 20,3777,88.4,3360,78.7,805,18.8,494,11.6,118,9.3,1880,305,16.2,62,22,35.5,481,49,10.2,{2197FA51-C601-4EBB-B3A8-89CF6F63EC59},
141,130302,13117130302,1303.02,ARC 20,5359,96.6,5035,90.7,676,12.2,191,3.4,66,3.7,2382,58,2.4,132,34,25.8,808,33,4.1,{F420279F-07CE-4A2D-9B81-D2FDD5E27EA6},
142,130304,13117130304,1303.04,ARC 20,3890,86,3672,81.2,662,14.6,631,14,98,7.6,2058,229,11.1,200,156,78,473,148,31.3,{E900C380-609E-4239-963D-40338C3D5B5A},
143,130404,13117130404,1304.04,ARC 20,4253,91.7,3952,85.2,422,9.1,386,8.3,30,1.8,2115,159,7.5,163,151,92.6,395,46,11.6,{00ECF601-4FD4-4B4E-A043-7B864C91D6A6},
144,130306,13117130306,1303.06,ARC 20,4285,93,3904,84.7,1150,24.9,325,7,60,5.8,1961,126,6.4,58,49,84.5,448,90,20.1,{90D40BCC-35E5-4054-9E87-F3CE4F50CB71},
145,130601,13117130601,1306.01,ARC 20,3463,73,2843,59.9,1000,21.1,1283,27,150,11.4,2244,755,33.6,191,169,88.5,671,209,31.1,{0C5FDC69-1CD5-4A8F-B5C2-C0A43D9236C9},
146,130510,13117130510,1305.10,ARC 20,5804,89.4,5273,81.2,1026,15.8,688,10.6,125,6.4,2911,348,12,129,66,51.2,862,149,17.3,{E1EBCB26-0B7D-4892-8074-93CC67C466C4},
147,130406,13117130406,1304.06,ARC 20,4608,83.9,4047,73.7,993,18.1,881,16.1,151,9.3,2590,536,20.7,104,91,87.5,573,103,18,{ACBEC1F9-DA3D-4D2A-AEA0-CB46D6306A0D},
148,130410,13117130410,1304.10,ARC 20,3333,86.1,2857,73.8,661,17.1,537,13.9,44,4.3,1941,328,16.9,120,23,19.2,463,130,28.1,{E52110B3-A3A4-412E-9AF2-6F619FDF6854},
149,130203,13117130203,1302.03,ARC 20,4390,80.1,3850,70.2,1010,18.4,1094,19.9,146,9.2,2318,504,21.7,168,101,60.1,957,343,35.8,{17D977F8-6C09-49CB-B9E4-503CFC9D0221},
150,130204,13117130204,1302.04,ARC 20,3742,87.4,3365,78.6,706,16.5,539,12.6,136,10.7,1950,275,14.1,116,46,39.7,466,82,17.6,{44B75656-A94D-45CE-B9C5-656BB8EC4E8F},
151,130202,13117130202,1302.02,ARC 20,3598,93.5,3291,85.5,589,15.3,249,6.5,34,2.7,1693,77,4.5,89,9,10.1,497,129,26,{37018420-5915-45A2-89D8-B2D713167D81},
152,130509,13117130509,1305.09,ARC 20,2953,87.2,2518,74.4,786,23.2,433,12.8,123,15.3,1441,196,13.6,216,91,42.1,469,23,4.9,{51E2F71A-D2A1-4295-BDC8-9CD08C8DB379},
153,130403,13117130403,1304.03,ARC 20,4502,78.9,3611,63.3,1442,25.3,1207,21.1,163,10.6,2564,652,25.4,204,109,53.4,694,283,40.8,{91083840-90FF-4F65-81F6-E85E0CAC16C3},
154,031506,13067031506,315.06,ARC 10,3570,77.5,2689,58.4,1392,30.2,1034,22.5,58,5.7,1876,501,26.7,238,183,76.9,810,282,34.8,{63CC0B09-7988-418B-83ED-85B5989E3824},
155,031508,13067031508,315.08,ARC 10,4730,93.2,4239,83.6,1236,24.4,343,6.8,63,5,2444,88,3.6,265,124,46.8,487,56,11.5,{BFA7B99C-C2CF-40AC-8042-E49D19737705},
156,031116,13067031116,311.16,ARC 10,3054,73.3,1813,43.5,1507,36.1,1115,26.7,139,11.1,1795,522,29.1,218,169,77.5,574,254,44.3,{B6D497D9-0ED4-4E53-8A87-BA704BFBC817},
157,031115,13067031115,311.15,ARC 10,3838,77.6,2889,58.4,1333,27,1108,22.4,145,9.5,2172,676,31.1,185,65,35.1,599,197,32.9,{AE994B2A-0834-4A58-A1D3-DDA62E9FE029},
158,030223,13067030223,302.23,ARC 10,5170,87.4,4271,72.2,1340,22.6,747,12.6,85,6.3,3246,457,14.1,169,63,37.3,605,142,23.5,{A685C6F4-9353-4AB4-A380-6768A2F711FC},
159,031312,13067031312,313.12,ARC 10,7941,83.3,6380,66.9,1967,20.6,1595,16.7,314,11.7,5250,742,14.1,443,274,61.9,633,265,41.9,{6F5C8767-7D29-4B02-BA79-810F2CD4335E},
160,031313,13067031313,313.13,ARC 10,9401,92.2,8866,87,1068,10.5,791,7.8,74,2.5,5367,346,6.4,296,223,75.3,986,136,13.8,{8E4D00E8-2FAC-48F2-983F-5B8C6DDDA098},
161,031309,13067031309,313.09,ARC 10,6185,74.1,3988,47.8,2669,32,2166,25.9,415,15.7,3636,1105,30.4,546,296,54.2,872,350,40.1,{35973B49-CCD9-4B97-BFE5-4C19ED3E8CFB},
162,130101,13117130101,1301.01,ARC 20,3137,76.6,2621,64,901,22,960,23.4,191,20.2,1788,393,22,373,243,65.1,522,103,19.7,{11EF3C2E-E8E6-4025-98AD-D45C1BEE7D77},
163,130104,13117130104,1301.04,ARC 20,3759,94.7,3330,83.9,814,20.5,211,5.3,13,1.4,1991,154,7.7,59,36,61,378,8,2.1,{CEB3AA53-48E5-4BC3-A73C-8A835D7D76AB},
164,130506,13117130506,1305.06,ARC 20,3175,91.4,2976,85.7,468,13.5,297,8.6,65,6.7,1805,180,10,85,19,22.4,334,33,9.9,{FA6A6CEF-62AC-48F7-B5FB-77C4025FBB24},
165,031509,13067031509,315.09,ARC 10,9008,88.8,7026,69.3,2958,29.2,1131,11.2,151,5.7,4812,508,10.6,534,219,41,1088,234,21.5,{6AE9D4C8-F3DB-49CC-8EF9-A21D23E2AE9B},
166,031113,13067031113,311.13,ARC 10,691,73.4,503,53.4,206,21.9,251,26.6,19,12.8,611,181,29.6,39,22,56.4,109,29,26.6,{F5AA2D77-4BE6-419C-9DC1-14A5736BEECC},
167,031114,13067031114,311.14,ARC 10,4904,65.8,4169,55.9,939,12.6,2549,34.2,288,25.5,4703,1640,34.9,373,227,60.9,917,394,43,{00C56B89-8F0E-4475-ADAB-996E4469C35B},
168,030345,13067030345,303.45,ARC 10,3912,79,3085,62.3,968,19.5,1040,21,322,22.4,2605,540,20.7,159,52,32.7,642,126,19.6,{2DF6F8FD-8908-4ED1-B3A7-EE70302B1DB9},
169,030344,13067030344,303.44,ARC 10,2744,76.1,2292,63.5,580,16.1,864,23.9,133,19.5,2120,443,20.9,292,193,66.1,391,95,24.3,{992C0035-C520-4E42-8845-965747BA1B5B},
170,030411,13067030411,304.11,ARC 10,2222,61.9,1386,38.6,859,23.9,1367,38.1,267,24.4,1909,836,43.8,238,102,42.9,320,162,50.6,{43189746-D0F5-4520-8604-DC23DAF2CC93},
171,030412,13067030412,304.12,ARC 10,2939,65.8,1992,44.6,1048,23.5,1529,34.2,358,28.4,2330,773,33.2,255,141,55.3,496,257,51.8,{361D217F-4646-4A33-970A-5983ACB314B4},
172,030414,13067030414,304.14,ARC 10,1730,58.6,1050,35.6,753,25.5,1220,41.4,110,14.1,1475,697,47.3,272,174,64,393,239,60.8,{6FB83C37-1A53-4F82-9437-56795E33DAE5},
173,030413,13067030413,304.13,ARC 10,3474,57.5,2054,34,1664,27.5,2569,42.5,428,24.6,2832,1484,52.4,419,336,80.2,983,321,32.7,{5B5DE192-2A15-4D6D-BD43-148FA6AFBDA7},
174,030239,13067030239,302.39,ARC 10,7884,93.4,7329,86.8,1280,15.2,557,6.6,42,1.8,3606,408,11.3,158,61,38.6,1335,46,3.4,{687B4A12-EA2E-4A6F-AD82-8EEEDFA77A9A},
175,030238,13067030238,302.38,ARC 10,6447,96.6,6100,91.4,858,12.9,230,3.4,15,0.8,3083,155,5,86,0,0,981,60,6.1,{2EC4142F-0F92-44D0-BCB7-97D87CDADFB6},
176,030236,13067030236,302.36,ARC 10,4480,94.2,4441,93.4,318,6.7,277,5.8,34,2.4,2187,182,8.3,74,16,21.6,736,45,6.1,{80B1EAE2-C2F1-4535-A55D-889DB44CC43E},
177,030407,13067030407,304.07,ARC 10,4259,88,3639,75.2,1199,24.8,583,12,76,7.1,2371,306,12.9,110,71,64.5,541,115,21.3,{C226188A-5D71-47FF-8152-9206D0EA76DA},
178,030408,13067030408,304.08,ARC 10,2711,86.5,2307,73.6,779,24.9,423,13.5,61,9.3,1552,300,19.3,141,38,27,347,24,6.9,{0A5302DA-1A0B-4F9B-A122-A2F002ACCA2D},
179,030410,13067030410,304.10,ARC 10,3540,73.3,3050,63.2,1089,22.6,1289,26.7,300,28.7,2292,717,31.3,298,212,71.1,428,60,14,{FA643337-09C7-43D9-9A90-CE0ECE43F6F9},
180,030409,13067030409,304.09,ARC 10,3381,94.5,3075,86,654,18.3,195,5.5,0,0,1471,109,7.4,75,5,6.7,538,81,15.1,{911EB067-AB3D-44B9-A7D6-ECAF907FEF4E},
181,030343,13067030343,303.43,ARC 10,4482,97.6,4235,92.2,609,13.3,111,2.4,34,2.6,2308,63,2.7,44,0,0,435,14,3.2,{78F492B8-6255-40E2-9B38-E76B4A4EB910},
182,030342,13067030342,303.42,ARC 10,4431,93.5,4208,88.8,524,11.1,310,6.5,24,1.8,2075,169,8.1,140,31,22.1,711,76,10.7,{A20D572E-182D-49B5-ABD0-C31A559170D2},
183,030340,13067030340,303.40,ARC 10,3607,91.5,3435,87.1,499,12.7,336,8.5,73,7.5,1945,176,9,119,46,38.7,441,7,1.6,{B7AA898C-6DF2-40A9-91BC-606238F3880F},
184,030341,13067030341,303.41,ARC 10,4105,92.5,3810,85.9,607,13.7,332,7.5,0,0,2247,226,10.1,226,71,31.4,455,35,7.7,{0A42AE99-9655-4D0C-81C2-6E1D86F81941},
185,031409,13067031409,314.09,ARC 10,3778,75.9,2590,52,1520,30.5,1202,24.1,80,6.7,2229,576,25.8,354,171,48.3,770,375,48.7,{3AC75B9E-C995-4FB2-9201-4F4EFA35349D},
186,031408,13067031408,314.08,ARC 10,4547,80.7,3433,60.9,1502,26.7,1088,19.3,253,18.6,2476,414,16.7,341,90,26.4,946,331,35,{715A222F-0FF8-495E-B7EB-20197E8C50DF},
187,030107,13067030107,301.07,ARC 10,4287,89,3913,81.2,668,13.9,532,11,36,2.7,2354,264,11.2,187,59,31.6,544,173,31.8,{06D53135-7E8E-451D-A43D-B35888A33144},
188,030106,13067030106,301.06,ARC 10,6174,78.8,4884,62.3,1557,19.9,1666,21.3,180,8.6,3643,735,20.2,670,416,62.1,945,306,32.4,{EEB3159B-E7A6-45C0-9AFB-1A7E1A986A58},
189,030505,13067030505,305.05,ARC 10,4384,62.2,3769,53.5,784,11.1,2661,37.8,319,19.7,4356,1897,43.5,127,96,75.6,709,319,45,{A4D2E4A2-ADCC-4246-AE53-1EF82B1AF02B},
190,030800,13067030800,308,ARC 10,3528,66.4,2560,48.2,1155,21.7,1785,33.6,174,17.4,2548,1174,46.1,358,96,26.8,1205,341,28.3,{AE46776D-C86D-408D-B6C8-F481683B8A33},
191,030902,13067030902,309.02,ARC 10,3761,65.1,2964,51.3,1198,20.7,2013,34.9,168,14.7,3077,1414,46,425,242,56.9,502,188,37.5,{E7F0653E-2FE0-4B41-8FA8-D11E8D33E3B9},
192,031311,13067031311,313.11,ARC 10,6455,68.6,3835,40.8,2943,31.3,2948,31.4,344,11.3,4473,1827,40.8,632,449,71,741,328,44.3,{3FB1F502-A5C6-4A56-BEA6-7242C79E4795},
193,031406,13067031406,314.06,ARC 10,5842,81.5,3860,53.9,2527,35.3,1324,18.5,152,7.3,3348,859,25.7,364,170,46.7,794,143,18,{B62B6F97-2542-4C67-9C92-08A696B580B9},
194,031405,13067031405,314.05,ARC 10,6225,74.1,4686,55.8,1985,23.6,2178,25.9,131,6.1,4071,991,24.3,584,435,74.5,936,561,59.9,{42B35133-4189-4848-8313-C855F1C1A648},
195,030320,13067030320,303.20,ARC 10,7449,94.6,6802,86.4,1271,16.1,422,5.4,0,0,3829,289,7.5,117,16,13.7,1491,117,7.8,{A9D5EA58-741E-4B1C-BBD5-701B962BEB55},
196,030318,13067030318,303.18,ARC 10,7649,95.8,6797,85.1,1635,20.5,338,4.2,97,4.5,3077,159,5.2,218,73,33.5,1009,9,0.9,{36A5B584-F89C-4A3E-B299-3FA682D6EE76},
197,031005,13067031005,310.05,ARC 10,4002,73,2837,51.7,1622,29.6,1481,27,234,14.1,2310,808,35,334,182,54.5,616,247,40.1,{E0944C3E-0904-4F5B-9BD2-47DB2D9E41A2},
198,031002,13067031002,310.02,ARC 10,5634,59.2,2882,30.3,3100,32.6,3876,40.8,642,20.3,3862,2274,58.9,573,337,58.8,1275,623,48.9,{DF684A49-DFF5-4171-821D-CE66A4011D88},
199,030904,13067030904,309.04,ARC 10,4392,67.1,2419,37,2114,32.3,2154,32.9,152,8.6,2942,1160,39.4,502,369,73.5,997,473,47.4,{602F61E9-EB47-46A6-B8A7-ADFD4C005B5A},
200,030901,13067030901,309.01,ARC 10,6208,83.3,5219,70.1,1834,24.6,1241,16.7,166,10,3512,696,19.8,394,245,62.2,857,134,15.6,{ED1A6A06-8FDD-42EB-BED5-F69965934844},
201,031503,13067031503,315.03,ARC 10,8689,86.3,5674,56.4,3858,38.3,1378,13.7,55,1.8,3915,728,18.6,318,178,56,1433,417,29.1,{C093D579-8B15-483C-A47A-73F855317CD5},
202,031307,13067031307,313.07,ARC 10,4853,86.7,3782,67.6,1472,26.3,742,13.3,102,7.1,2384,356,14.9,212,83,39.2,776,185,23.8,{8787784C-F740-4C44-98A9-0C5D394677B2},
203,031308,13067031308,313.08,ARC 10,3597,65.3,2326,42.2,1587,28.8,1915,34.7,337,21.3,2429,1073,44.2,248,76,30.6,826,429,51.9,{58771FCE-7026-4249-86BF-5F47CE9E0010},
204,030319,13067030319,303.19,ARC 10,3905,91.6,3583,84,715,16.8,360,8.4,37,3.4,1898,218,11.5,51,9,17.6,602,82,13.6,{B035AB88-278C-46BC-A0F1-F3EF168B1DB9},
205,030333,13067030333,303.33,ARC 10,5616,94.9,4841,81.8,1520,25.7,301,5.1,15,1,2573,257,10,252,16,6.3,573,13,2.3,{F4AD343C-0E43-4A5E-B035-0313405D14FE},
206,030332,13067030332,303.32,ARC 10,3259,95.3,2892,84.6,619,18.1,160,4.7,6,0.7,1490,98,6.6,87,8,9.2,546,48,8.8,{8075943F-659B-41E9-AD31-CC0814651D4B},
207,030335,13067030335,303.35,ARC 10,4469,97.7,4179,91.4,853,18.7,103,2.3,0,0,2036,67,3.3,58,19,32.8,592,17,2.9,{0C5F7D0D-E29A-485C-81D1-C583C631B2B1},
208,031106,13067031106,311.06,ARC 10,6774,76.6,5779,65.3,1730,19.6,2070,23.4,402,16.5,4192,1080,25.8,441,260,59,722,252,34.9,{FBEC69C3-AF08-4A71-97F2-F07B9E511112},
209,030331,13067030331,303.31,ARC 10,5378,94.4,5011,87.9,1016,17.8,321,5.6,77,5.2,2691,200,7.4,128,23,18,596,21,3.5,{4273488A-D886-463B-AB80-31F8EF05D2C9},
210,030322,13067030322,303.22,ARC 10,3286,96.3,3122,91.5,516,15.1,127,3.7,0,0,1610,68,4.2,73,41,56.2,379,18,4.7,{88652540-8B03-4A20-8B3B-C7AF6A7B013B},
211,031112,13067031112,311.12,ARC 10,4763,89.8,4348,82,741,14,540,10.2,15,1.3,2927,327,11.2,195,103,52.8,481,95,19.8,{A4CC5D13-7185-4C9D-BA48-F86F8162F3CE},
212,030504,13067030504,305.04,ARC 10,5060,74.3,4223,62,1330,19.5,1749,25.7,166,9.2,3123,1074,34.4,418,159,38,935,344,36.8,{BE47DE0B-063B-4831-B83B-E39BA35AC994},
213,030327,13067030327,303.27,ARC 10,4191,94.9,3932,89.1,724,16.4,224,5.1,41,3.5,2133,130,6.1,81,17,21,499,27,5.4,{3AB114B3-F390-4D45-A267-495AB115D4EF},
214,030329,13067030329,303.29,ARC 10,3922,91.1,3641,84.5,683,15.9,385,8.9,132,12.8,2119,180,8.5,69,33,47.8,498,40,8,{9CB4C7FF-4FE2-405A-ADC7-574AAACFD1B6},
215,030339,13067030339,303.39,ARC 10,5274,90.2,4987,85.2,385,6.6,576,9.8,14,2.4,4522,507,11.2,57,43,75.4,431,12,2.8,{C252E319-DA74-4158-9744-1319D5B1B00E},
216,030314,13067030314,303.14,ARC 10,7129,90.1,6558,82.8,1257,15.9,787,9.9,120,5.8,3895,369,9.5,226,115,50.9,942,183,19.4,{9DF1C349-8141-4D53-ABED-730EF39F3DAE},
217,030336,13067030336,303.36,ARC 10,7147,97.8,6839,93.6,852,11.7,159,2.2,88,3.9,3218,37,1.1,172,23,13.4,908,11,1.2,{23F063B2-BE64-4B0E-AB76-A4FFFCD64D78},
218,040411,13063040411,404.11,ARC 10,11064,85.2,8979,69.2,3038,23.4,1917,14.8,154,4.5,6290,865,13.8,473,300,63.4,1843,598,32.4,{25097257-0994-4EB8-8260-1E5091024101},
219,040512,13063040512,405.12,ARC 10,4251,79.3,2710,50.5,1861,34.7,1111,20.7,109,8.5,2531,569,22.5,425,191,44.9,731,242,33.1,{F15DDD2E-4B76-4B98-A33F-94E5753FFC38},
220,040608,13063040608,406.08,ARC 10,9308,81.8,7515,66.1,2708,23.8,2066,18.2,342,11.4,5078,870,17.1,777,281,36.2,1452,520,35.8,{6F515394-E231-4F56-BF7A-8DA73E446C8D},
221,040614,13063040614,406.14,ARC 10,3913,81.1,3095,64.1,1622,33.6,914,18.9,178,17.3,1776,339,19.1,219,105,47.9,715,252,35.2,{54207EFF-3E22-49C3-B20E-F26647E532B2},
222,040606,13063040606,406.06,ARC 10,2480,82.6,1706,56.8,1094,36.5,521,17.4,46,4.6,1110,285,25.7,179,99,55.3,372,81,21.8,{68EB6487-AB1B-4C73-B9BF-517DF7FA3458},
223,040612,13063040612,406.12,ARC 10,3716,74.7,2391,48.1,1760,35.4,1260,25.3,252,16.3,2175,697,32,295,155,52.5,618,156,25.2,{7821EFF7-2994-44B6-B06C-06FCF61375EF},
224,040609,13063040609,406.09,ARC 10,5183,84.1,3884,63.1,1851,30,977,15.9,53,3.8,2777,510,18.4,258,133,51.6,1089,281,25.8,{50017C14-419B-46EA-AC0A-F7E5B62F9412},
225,040412,13063040412,404.12,ARC 10,5794,72,4037,50.2,2264,28.1,2249,28,317,18.6,3696,932,25.2,693,304,43.9,1316,696,52.9,{7CDEBC46-0CA2-420D-95AE-2BCA99C54215},
226,040413,13063040413,404.13,ARC 10,5725,82.4,4167,59.9,2068,29.7,1227,17.6,123,6.4,3091,721,23.3,448,148,33,1087,235,21.6,{778DDBB5-47BD-4793-A81E-A76118651CD3},
227,040613,13063040613,406.13,ARC 10,6728,82.5,5268,64.6,2205,27,1430,17.5,192,8.5,2811,327,11.6,729,339,46.5,1618,541,33.4,{4FBFDD26-FC84-42CC-8DF2-1F610964032C},
228,040408,13063040408,404.08,ARC 10,6248,79.2,4465,56.6,2398,30.4,1641,20.8,150,8.1,3445,783,22.7,509,227,44.6,1402,481,34.3,{E1F02444-6DAC-419E-ADDB-382AB41FCC75},
229,040409,13063040409,404.09,ARC 10,4608,78.3,3223,54.8,1792,30.5,1275,21.7,107,6.2,2677,682,25.5,313,236,75.4,699,202,28.9,{365EB5B2-7AE9-4280-B542-0D5E24811155},
230,040410,13063040410,404.10,ARC 10,5474,74.8,3382,46.2,2619,35.8,1842,25.2,418,14.4,2568,762,29.7,284,206,72.5,1141,456,40,{2A3B0E7C-A284-4DEC-99DA-8C7E223CFA7D},
231,040303,13063040303,403.03,ARC 10,4016,63.2,2061,32.4,2245,35.3,2339,36.8,466,21.9,2011,791,39.3,912,585,64.1,915,461,50.4,{42B19CAB-5B45-4B91-A1F8-5983E929DF0C},
232,040302,13063040302,403.02,ARC 10,3242,67.1,1227,25.4,2195,45.4,1589,32.9,224,13.9,1817,905,49.8,234,119,50.9,764,341,44.6,{5139FEEA-33F8-4814-828A-5CE7E22C9D30},
233,040611,13063040611,406.11,ARC 10,4241,68.5,2315,37.4,2103,34,1947,31.5,159,9.3,2406,996,41.4,371,225,60.6,1403,567,40.4,{61AAA288-81C2-49A7-972F-00FCCB467CEB},
234,040407,13063040407,404.07,ARC 10,3037,74.8,1896,46.7,1511,37.2,1025,25.2,107,9.2,1690,703,41.6,133,55,41.4,682,136,19.9,{69F22BBC-6C9D-4BB8-9112-69DA7F2E74D9},
235,040510,13063040510,405.10,ARC 10,2251,67.7,1682,50.6,822,24.7,1074,32.3,99,11.9,1437,593,41.3,241,157,65.1,528,225,42.6,{6F6C250F-E53E-4101-B055-43253B982AE1},
236,040514,13063040514,405.14,ARC 10,4846,70.1,2924,42.3,2154,31.2,2067,29.9,295,13.8,3068,992,32.3,319,241,75.5,862,515,59.7,{C4A1B645-93DE-46C6-8261-159CCFA39FF2},
237,040307,13063040307,403.07,ARC 10,3077,67.5,2017,44.3,1532,33.6,1479,32.5,220,20.4,1943,795,40.9,332,204,61.4,675,260,38.5,{43863D6D-515A-40D0-830C-C7E71FFED574},
238,980000,13063980000,9800,ARC 10,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,{FC09E702-66F8-4924-ADEC-25C9EF225541},
239,040622,13063040622,406.22,ARC 10,6105,71.9,3303,38.9,3158,37.2,2383,28.1,386,14,3054,1058,34.6,426,267,62.7,1869,672,36,{E0B58B2C-2BE5-4AB2-B8CD-76CB16E5202F},
240,040621,13063040621,406.21,ARC 10,8192,78.7,5777,55.5,3141,30.2,2217,21.3,312,10.8,4390,1064,24.2,533,259,48.6,1796,582,32.4,{691076C3-E1AB-47CE-8BA3-726E801FF6B9},
241,040619,13063040619,406.19,ARC 10,3004,85.2,2040,57.9,1156,32.8,522,14.8,66,5.7,1459,254,17.4,207,90,43.5,478,108,22.6,{6ABBEFA6-80D8-4071-8FB2-6C16B22136F2},
242,040523,13063040523,405.23,ARC 10,2463,79.7,1562,50.5,1021,33,628,20.3,79,7.8,1336,342,25.6,95,91,95.8,333,84,25.2,{24B09014-300D-4D1B-9F26-3C202BA62AD6},
243,040522,13063040522,405.22,ARC 10,3314,75.6,2007,45.8,1497,34.2,1068,24.4,11,1.1,1820,471,25.9,573,353,61.6,673,233,34.6,{72F8ECCC-B3CE-4699-8EC3-7D11ACEB78A6},
244,040520,13063040520,405.20,ARC 10,2360,68.6,1332,38.7,1163,33.8,1082,31.4,258,26.9,1534,426,27.8,309,209,67.6,542,189,34.9,{AE6258E1-C819-48D4-B858-A5AA5D096E11},
245,040519,13063040519,405.19,ARC 10,3096,73.7,1987,47.3,1220,29.1,1103,26.3,141,13.4,2161,633,29.3,414,237,57.2,413,74,17.9,{767CDCEE-8AD8-4F1B-B048-E9B08C6E3EBB},
246,040417,13063040417,404.17,ARC 10,3259,70.8,1932,42,1553,33.7,1344,29.2,164,11,1715,665,38.8,476,281,59,714,234,32.8,{9B8E9DDA-8DDD-4792-A3CE-EC8B01E65445},
247,040203,13063040203,402.03,ARC 10,2265,70.8,1311,41,1143,35.8,932,29.2,68,7.4,1375,502,36.5,268,153,57.1,552,209,37.9,{AE392C74-2629-4E23-B078-AE52E00A2CE4},
248,040617,13063040617,406.17,ARC 10,1162,68.6,426,25.1,792,46.8,532,31.4,71,10.3,630,309,49,54,50,92.6,253,96,37.9,{ACCD54AC-2AD3-4DF7-B655-69C90678F10C},
249,040615,13063040615,406.15,ARC 10,1756,83.3,1306,62,668,31.7,351,16.7,0,0,903,192,21.3,119,60,50.4,352,99,28.1,{1364296E-0EC6-4607-A6E9-5DC496F86599},
250,040521,13063040521,405.21,ARC 10,2781,83.1,1644,49.1,1360,40.6,567,16.9,47,4.7,1384,266,19.2,221,134,60.6,495,120,24.2,{F8907D32-1E8C-44F1-A68F-445ECE9568C8},
251,040415,13063040415,404.15,ARC 10,2948,49.5,2001,33.6,1278,21.5,3005,50.5,693,40.8,2407,1247,51.8,345,223,64.6,1078,604,56,{84F54033-080E-49D3-8F5D-6406E3AC6632},
252,040414,13063040414,404.14,ARC 10,1153,61.7,636,34,677,36.2,717,38.3,95,18.5,685,340,49.6,226,139,61.5,287,143,49.8,{9D111197-6B92-4A3A-90A1-9EB08E35944E},
253,040204,13063040204,402.04,ARC 10,2270,63.9,1726,48.6,690,19.4,1281,36.1,461,43.7,1619,482,29.8,254,157,61.8,479,181,37.8,{13B52D60-1543-494E-ADC2-CE3B664980A0},
254,040308,13063040308,403.08,ARC 10,2320,58.5,1346,33.9,1294,32.6,1649,41.5,210,23.3,1777,957,53.9,170,158,92.9,597,306,51.3,{ADDCC2DC-989B-4505-9E92-F787292B04BB},
255,040620,13063040620,406.20,ARC 10,2771,84.7,2012,61.5,1015,31,500,15.3,140,15.6,1174,121,10.3,314,53,16.9,568,186,32.7,{2ADD3BB4-7A69-4495-A150-FBC971657B35},
