OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,Pop_PovertyStatus_Determined,Population_in_poverty,Percent_Population_in_poverty,Pop_under18_PovStatus_Determine,Pop_under18_inPoverty,Pct_Pop_u18_in_Poverty,Pop_18_64_PovStatus_Determ,Pop_18_64_Years_in_Poverty,Pct_Pop_18_64_Years_inPoverty,Pop_65older_PovStatusDetermined,Pop_65older_in_Poverty,Pct_Pop_65older_inPoverty,GlobalID,last_edited_date
865,021204,13089021204,212.04,ARC 10,3983,2061,51.7,1120,855,76.3,2807,1175,41.9,56,31,55.4,{73DE9425-45C9-4CDA-AEF1-F576B2DCCBC4},
866,021202,13089021202,212.02,ARC 10,7218,318,4.4,1674,30,1.8,4484,264,5.9,1060,24,2.3,{74F13A1B-57C3-4E1A-9384-41467F91160D},
867,023210,13089023210,232.10,ARC 10,6509,1201,18.5,1429,474,33.2,4473,702,15.7,607,25,4.1,{7961711A-A4A5-4686-8A09-C143865492BA},
868,023209,13089023209,232.09,ARC 10,5613,801,14.3,1474,350,23.7,3832,408,10.6,307,43,14,{AF63DDEC-693C-4013-AB39-12BECBF9CC93},
869,023603,13089023603,236.03,ARC 10,3427,976,28.5,744,391,52.6,2111,475,22.5,572,110,19.2,{1F668C8F-DE53-4A49-A2AB-FF7A6738B2A2},
870,021603,13089021603,216.03,ARC 10,4521,352,7.8,582,0,0,3348,307,9.2,591,45,7.6,{914C57B1-7DF2-4FEB-AC55-EFFE6D0F9DA3},
871,090905,13057090905,909.05,ARC 10,3572,326,9.1,802,94,11.7,2177,188,8.6,593,44,7.4,{EEB000FD-D422-4A6C-8584-22E444814828},
872,090904,13057090904,909.04,ARC 10,8533,1295,15.2,2333,518,22.2,5574,719,12.9,626,58,9.3,{411C204A-579D-4235-AB93-5A2F989EF86A},
873,091007,13057091007,910.07,ARC 10,6600,173,2.6,1934,39,2,3894,88,2.3,772,46,6,{F7D40294-4CDC-449D-8CD1-E5555970F320},
874,090803,13057090803,908.03,ARC 10,10255,661,6.4,2987,309,10.3,6173,335,5.4,1095,17,1.6,{1D5FC832-90DD-458B-81F1-64A924D0ACAB},
875,090804,13057090804,908.04,ARC 10,9446,748,7.9,2407,292,12.1,5868,456,7.8,1171,0,0,{2AD53120-9675-451B-A766-9E301C75DCD4},
876,091008,13057091008,910.08,ARC 10,8192,371,4.5,2240,69,3.1,5284,302,5.7,668,0,0,{C19736E5-A73E-4287-81EF-D79230C6A631},
877,090802,13057090802,908.02,ARC 10,6884,928,13.5,1764,380,21.5,4176,458,11,944,90,9.5,{A0C039CD-50A4-4CD0-8415-BF80DE6DB42F},
878,090501,13057090501,905.01,ARC 10,6262,742,11.8,1423,290,20.4,3905,411,10.5,934,41,4.4,{02BA751D-055F-41DF-9EEC-ADE75C27050B},
879,090902,13057090902,909.02,ARC 10,14439,496,3.4,4223,124,2.9,8698,123,1.4,1518,249,16.4,{4E941C65-E054-4DA0-AD79-9F1337883F74},
880,091001,13057091001,910.01,ARC 10,4297,504,11.7,1156,154,13.3,2547,280,11,594,70,11.8,{1105B1FD-4302-46B6-937C-93746635943A},
881,091003,13057091003,910.03,ARC 10,7195,1006,14,1287,201,15.6,5337,769,14.4,571,36,6.3,{1F4B5B5B-311D-4878-B134-1FD93A677A21},
882,091102,13057091102,911.02,ARC 10,8911,1110,12.5,2229,476,21.4,6105,617,10.1,577,17,2.9,{9B973CA6-C24D-4DD1-B9EC-E2BA5C2DE987},
883,091101,13057091101,911.01,ARC 10,5849,537,9.2,1284,123,9.6,3952,398,10.1,613,16,2.6,{56682360-389F-42E3-9BB2-4E1A4F038E5B},
884,091103,13057091103,911.03,ARC 10,8657,711,8.2,1765,42,2.4,6089,548,9,803,121,15.1,{31E2B250-408E-4ED1-926D-326A33AAC5A6},
885,090701,13057090701,907.01,ARC 10,18810,1728,9.2,5058,304,6,11937,1287,10.8,1815,137,7.5,{9E47CEAD-5865-4132-982C-1658C4EDD7BC},
886,110601,13297110601,1106.01,ARC 20,4644,625,13.5,1145,253,22.1,2863,330,11.5,636,42,6.6,{32CBEB74-16A5-4320-9D0C-9CC1C0A1D150},
887,110507,13297110507,1105.07,ARC 20,7612,537,7.1,1963,237,12.1,4470,251,5.6,1179,49,4.2,{BF79C028-83F1-45A0-8B8B-E20AC0D284EC},
888,110506,13297110506,1105.06,ARC 20,5116,325,6.4,1200,67,5.6,3203,236,7.4,713,22,3.1,{D5C6F9EB-6138-47FD-A4BC-DD0A79BAB04C},
889,110603,13297110603,1106.03,ARC 20,4538,547,12.1,1149,187,16.3,2866,307,10.7,523,53,10.1,{DDE11705-12D0-4087-9E12-12487C1085BC},
890,110602,13297110602,1106.02,ARC 20,5312,428,8.1,1421,198,13.9,3168,197,6.2,723,33,4.6,{EB876474-9A57-48E0-8821-407D1838670B},
891,110504,13297110504,1105.04,ARC 20,4869,704,14.5,1457,187,12.8,2733,406,14.9,679,111,16.3,{17CC80FB-FEEC-4CFC-B13E-F3AF43B8D57A},
892,110508,13297110508,1105.08,ARC 20,5110,489,9.6,1295,197,15.2,2914,237,8.1,901,55,6.1,{0187DF18-C5FF-43A6-B709-78D770593D3C},
893,110503,13297110503,1105.03,ARC 20,3466,392,11.3,954,108,11.3,2184,271,12.4,328,13,4,{6BA351C2-61F7-4CDF-B93E-CB134C6CA9ED},
894,110505,13297110505,1105.05,ARC 20,4223,298,7.1,1297,161,12.4,2539,137,5.4,387,0,0,{A58DA887-A378-481C-BD18-27DD307B857F},
895,110800,13297110800,1108,ARC 20,6884,578,8.4,1843,160,8.7,4126,418,10.1,915,0,0,{E4C9772B-5022-43AA-92EA-63AD13918767},
896,110700,13297110700,1107,ARC 20,6999,1290,18.4,1522,399,26.2,4398,738,16.8,1079,153,14.2,{208182AA-8F90-49CF-B275-C154040B4CC0},
897,110400,13297110400,1104,ARC 20,6371,2218,34.8,1820,1004,55.2,3906,1138,29.1,645,76,11.8,{F4958688-0E10-4607-9708-74F9AF208A3B},
898,110300,13297110300,1103,ARC 20,6929,1884,27.2,1991,872,43.8,4041,845,20.9,897,167,18.6,{AB523EC9-CF2C-4215-8216-EC4A402D7D38},
899,110200,13297110200,1102,ARC 20,4208,606,14.4,879,263,29.9,2606,318,12.2,723,25,3.5,{499B97BB-E892-49B6-BA0C-84DA0560D818},
900,110100,13297110100,1101,ARC 20,8872,880,9.9,2111,349,16.5,5644,491,8.7,1117,40,3.6,{5BBDE8DF-4ED5-4E85-8284-028C7CF42394},
901,091005,13057091005,910.05,ARC 10,7966,1394,17.5,1809,548,30.3,5174,846,16.4,983,0,0,{33BC5EE2-1B51-4E42-9AF5-D0F7DBEFEA39},
902,091006,13057091006,910.06,ARC 10,4894,250,5.1,1369,67,4.9,3030,167,5.5,495,16,3.2,{8E89688C-E58F-45B0-B58D-F5AEE41D3606},
903,090400,13057090400,904,ARC 10,9750,1967,20.2,2661,725,27.2,6007,1079,18,1082,163,15.1,{FE2698D0-6AAC-402F-B731-1B8EE2E5769C},
904,090601,13057090601,906.01,ARC 10,7065,1950,27.6,1968,935,47.5,4440,977,22,657,38,5.8,{2DB7D3FC-D6FF-4E2A-8148-4C3B908CF24B},
905,090901,13057090901,909.01,ARC 10,7782,728,9.4,2083,266,12.8,4914,462,9.4,785,0,0,{056B06BD-2C75-4304-850E-C28EBA556911},
906,090602,13057090602,906.02,ARC 10,8280,1185,14.3,2411,522,21.7,4870,584,12,999,79,7.9,{467A2283-447C-4F09-9423-D1BB7EBF7316},
907,090200,13057090200,902,ARC 10,7575,689,9.1,1562,206,13.2,4670,450,9.6,1343,33,2.5,{68604FE6-C77F-4365-8F3D-3DBCA9C93852},
908,090702,13057090702,907.02,ARC 10,7688,1448,18.8,1875,549,29.3,5087,861,16.9,726,38,5.2,{089B2837-7BCF-4B28-94DF-A1619315322E},
909,090502,13057090502,905.02,ARC 10,13932,1409,10.1,4599,677,14.7,7498,602,8,1835,130,7.1,{3CA23688-A4ED-41FC-9394-8CBF142A7D2D},
910,090100,13057090100,901,ARC 10,8887,869,9.8,2123,348,16.4,5549,485,8.7,1215,36,3,{29896E86-69CF-40CE-BE03-71AA4CCB252F},
911,090300,13057090300,903,ARC 10,12289,1048,8.5,3692,222,6,6884,777,11.3,1713,49,2.9,{B81EEBA1-45C2-48F7-AA5D-D611D1A8D561},
912,180206,13013180206,1802.06,ARC 20,2708,395,14.6,580,76,13.1,1638,296,18.1,490,23,4.7,{5D0E9918-30C4-478E-B265-2C4DEBEB82EA},
913,180205,13013180205,1802.05,ARC 20,4366,1361,31.2,1210,488,40.3,2589,781,30.2,567,92,16.2,{8A59CD6B-B94D-454A-BCA2-F49AEDCF4997},
914,180402,13013180402,1804.02,ARC 20,6083,583,9.6,1509,227,15,3924,333,8.5,650,23,3.5,{6A776594-3CAF-40E1-B6BA-E77D4978903D},
915,180303,13013180303,1803.03,ARC 20,4323,585,13.5,1308,240,18.3,2570,323,12.6,445,22,4.9,{07526DCD-FE8B-4BF3-9DDD-FBE35CB11773},
916,180106,13013180106,1801.06,ARC 20,2831,416,14.7,697,158,22.7,1877,229,12.2,257,29,11.3,{6BF83DA2-1195-43BA-B340-AAB0E63B2E33},
917,180103,13013180103,1801.03,ARC 20,4589,308,6.7,1210,56,4.6,2874,207,7.2,505,45,8.9,{9BE7CD46-B0E7-474F-9076-8FFE759A07AB},
918,180401,13013180401,1804.01,ARC 20,5449,412,7.6,1553,164,10.6,3360,194,5.8,536,54,10.1,{D207F16C-729F-4B2B-81E3-5550281CFACD},
919,180203,13013180203,1802.03,ARC 20,3394,646,19,895,272,30.4,2229,369,16.6,270,5,1.9,{EB8DFE87-F848-49ED-830B-B955037D6CB4},
920,180503,13013180503,1805.03,ARC 20,5580,953,17.1,1840,521,28.3,3200,425,13.3,540,7,1.3,{517E8312-0B26-40DA-8A96-9B1703EAA510},
921,180502,13013180502,1805.02,ARC 20,4548,834,18.3,1181,259,21.9,2894,572,19.8,473,3,0.6,{BBE814E8-7ECE-45F7-93CB-F8FDC7D8DAB8},
922,180204,13013180204,1802.04,ARC 20,2546,590,23.2,760,245,32.2,1498,285,19,288,60,20.8,{30520637-DEAD-486B-9E93-2B86C584DD37},
923,180501,13013180501,1805.01,ARC 20,5693,977,17.2,1600,426,26.6,3580,510,14.2,513,41,8,{94B82F42-1A7E-4B17-8B63-A787D800C942},
924,180301,13013180301,1803.01,ARC 20,2167,151,7,532,50,9.4,1336,101,7.6,299,0,0,{A429082A-64EB-416B-88A5-BC286855DDAC},
925,180302,13013180302,1803.02,ARC 20,5507,636,11.5,1450,261,18,3335,320,9.6,722,55,7.6,{ADB9D294-2603-4663-B923-BC9D198F4D1E},
926,180105,13013180105,1801.05,ARC 20,2794,462,16.5,812,185,22.8,1742,258,14.8,240,19,7.9,{9B1DBDAC-F109-4C6E-822C-7F9DFC9D414D},
927,180104,13013180104,1801.04,ARC 20,1976,313,15.8,618,100,16.2,1220,186,15.2,138,27,19.6,{254435D5-85D1-47FF-ADCA-C047C25E4851},
928,180107,13013180107,1801.07,ARC 20,3841,842,21.9,915,122,13.3,2502,615,24.6,424,105,24.8,{4BBC70D2-F2EF-4FFE-BA15-58A1FD3D12D5},
929,180108,13013180108,1801.08,ARC 20,3202,438,13.7,776,118,15.2,2060,319,15.5,366,1,0.3,{53F42766-4C97-4AEB-851B-E76A9A581A3A},
930,120104,13223120104,1201.04,ARC 20,2348,119,5.1,551,19,3.4,1514,89,5.9,283,11,3.9,{54B501B1-C081-4C5D-A0E2-8E2569D041B0},
931,120604,13223120604,1206.04,ARC 20,5633,936,16.6,1879,397,21.1,3294,463,14.1,460,76,16.5,{23FA2FC8-8006-4B80-8310-FD9937154C38},
932,120601,13223120601,1206.01,ARC 20,4392,209,4.8,1076,32,3,3021,169,5.6,295,8,2.7,{2F06D440-AEE6-4809-8984-38992E540029},
933,120603,13223120603,1206.03,ARC 20,6200,569,9.2,1399,80,5.7,4170,415,10,631,74,11.7,{592F5B06-49A6-42FF-94CA-8AB777308A7D},
934,120501,13223120501,1205.01,ARC 20,6212,1111,17.9,1548,386,24.9,4245,669,15.8,419,56,13.4,{6FC1B402-9C8A-4DB8-B941-F303B500C0D0},
935,120203,13223120203,1202.03,ARC 20,5033,365,7.3,934,65,7,3466,204,5.9,633,96,15.2,{559422C8-4C02-4779-A639-64A5463ABF4C},
936,120101,13223120101,1201.01,ARC 20,11896,1569,13.2,3874,784,20.2,7090,744,10.5,932,41,4.4,{8EBEF279-E569-4DD4-8FE1-667D7FF5575B},
937,120502,13223120502,1205.02,ARC 20,8981,918,10.2,2281,214,9.4,6122,653,10.7,578,51,8.8,{6A7090CA-6923-4071-A4D0-C76B16756CF5},
938,120503,13223120503,1205.03,ARC 20,5256,301,5.7,1390,103,7.4,3438,178,5.2,428,20,4.7,{D3458230-CB03-4A29-9569-DAF6A03A4596},
939,120605,13223120605,1206.05,ARC 20,6180,1069,17.3,1565,456,29.1,3988,556,13.9,627,57,9.1,{3B009BC6-D673-4C25-BEB7-9073C18B2395},
940,120602,13223120602,1206.02,ARC 20,9717,1689,17.4,3167,756,23.9,5886,782,13.3,664,151,22.7,{50CAE5FF-B2F8-4063-9F49-35165C4A4A0D},
941,120204,13223120204,1202.04,ARC 20,6661,752,11.3,1550,232,15,4317,437,10.1,794,83,10.5,{95FF6082-2019-4D5C-8EE7-3AFC179CA66B},
942,120301,13223120301,1203.01,ARC 20,5289,960,18.2,1382,554,40.1,3169,320,10.1,738,86,11.7,{FBEBBCAE-F526-4287-97CD-0495E443C4FB},
943,120303,13223120303,1203.03,ARC 20,1772,262,14.8,472,123,26.1,1066,134,12.6,234,5,2.1,{5F62A510-7588-4562-94C3-2AD75B47F3A6},
944,120102,13223120102,1201.02,ARC 20,11373,858,7.5,3444,353,10.2,7176,468,6.5,753,37,4.9,{F4827001-A1E5-4045-B184-B3916730E5F6},
945,120103,13223120103,1201.03,ARC 20,9624,641,6.7,3341,297,8.9,5499,320,5.8,784,24,3.1,{421DCEE6-5BDB-4CCD-8A14-B069ED05920D},
946,120302,13223120302,1203.02,ARC 20,13833,3196,23.1,4414,1137,25.8,8464,1713,20.2,955,346,36.2,{FA752340-0726-42D9-A735-5B581AB9EEA9},
947,120202,13223120202,1202.02,ARC 20,7744,684,8.8,1847,163,8.8,4904,431,8.8,993,90,9.1,{91645667-3417-4FE1-83C1-516BDAF1B328},
948,120400,13223120400,1204,ARC 20,18303,2237,12.2,5379,975,18.1,11294,1122,9.9,1630,140,8.6,{57FB12A7-C835-449F-AE78-D06392FC8507},
